area_code,reference_area,area_type,year,value,units
S08000030,Tayside,Health Board,2009,418458,People
S08000030,Tayside,Health Board,2014,424528,People
S08000030,Tayside,Health Board,2012,422217,People
S08000030,Tayside,Health Board,2016,426190,People
S08000030,Tayside,Health Board,2015,425214,People
S08000030,Tayside,Health Board,2010,419396,People
S08000030,Tayside,Health Board,2018,429253,People
S08000030,Tayside,Health Board,2013,421616,People
S08000030,Tayside,Health Board,2017,427704,People
S08000031,Greater Glasgow and Clyde,Health Board,2009,1232446,People
S08000031,Greater Glasgow and Clyde,Health Board,2008,1231117,People
S08000031,Greater Glasgow and Clyde,Health Board,2011,1236598,People
S08000031,Greater Glasgow and Clyde,Health Board,2010,1237889,People
S08000031,Greater Glasgow and Clyde,Health Board,2017,1289698,People
S08000031,Greater Glasgow and Clyde,Health Board,2019,1313332,People
S08000031,Greater Glasgow and Clyde,Health Board,2007,1223185,People
S08000031,Greater Glasgow and Clyde,Health Board,2016,1278145,People
S08000031,Greater Glasgow and Clyde,Health Board,2015,1263017,People
S08000031,Greater Glasgow and Clyde,Health Board,2018,1300105,People
S08000031,Greater Glasgow and Clyde,Health Board,2013,1245706,People
S08000031,Greater Glasgow and Clyde,Health Board,2012,1242271,People
S08000031,Greater Glasgow and Clyde,Health Board,2014,1253463,People
S08000032,Lanarkshire,Health Board,2011,669064,People
S08000032,Lanarkshire,Health Board,2012,669634,People
S08000032,Lanarkshire,Health Board,2009,666807,People
S08000032,Lanarkshire,Health Board,2010,668683,People
S08000032,Lanarkshire,Health Board,2015,674784,People
S08000032,Lanarkshire,Health Board,2016,678306,People
S08000032,Lanarkshire,Health Board,2013,670596,People
S08000032,Lanarkshire,Health Board,2014,672307,People
S08000032,Lanarkshire,Health Board,2017,681418,People
S08000032,Lanarkshire,Health Board,2007,662407,People
S08000032,Lanarkshire,Health Board,2018,684116,People
S08000032,Lanarkshire,Health Board,2008,665074,People
S08000032,Lanarkshire,Health Board,2019,687820,People
S12000049,Glasgow City,Local Authority,2013,684128,People
S12000049,Glasgow City,Local Authority,2014,690309,People
S12000049,Glasgow City,Local Authority,2011,675047,People
S12000049,Glasgow City,Local Authority,2012,680493,People
S12000049,Glasgow City,Local Authority,2015,698108,People
S12000049,Glasgow City,Local Authority,2018,725081,People
S12000049,Glasgow City,Local Authority,2016,709348,People
S12000049,Glasgow City,Local Authority,2017,717255,People
S12000049,Glasgow City,Local Authority,2007,661319,People
S12000049,Glasgow City,Local Authority,2019,735206,People
S12000049,Glasgow City,Local Authority,2009,670189,People
S12000049,Glasgow City,Local Authority,2010,675073,People
S12000049,Glasgow City,Local Authority,2008,668157,People
S12000050,North Lanarkshire,Local Authority,2019,350567,People
S12000050,North Lanarkshire,Local Authority,2012,345114,People
S12000050,North Lanarkshire,Local Authority,2013,344934,People
S12000050,North Lanarkshire,Local Authority,2011,345251,People
S12000050,North Lanarkshire,Local Authority,2015,346065,People
S12000050,North Lanarkshire,Local Authority,2016,347884,People
S12000050,North Lanarkshire,Local Authority,2014,345353,People
S12000050,North Lanarkshire,Local Authority,2018,349535,People
S12000050,North Lanarkshire,Local Authority,2007,342727,People
S12000050,North Lanarkshire,Local Authority,2017,348911,People
S12000050,North Lanarkshire,Local Authority,2009,345435,People
S12000050,North Lanarkshire,Local Authority,2010,345403,People
S12000050,North Lanarkshire,Local Authority,2008,344309,People
