area_code,reference_area,area_type,year,dwelling_type,value,units
S12000049,Glasgow City,local authority,2003,All,1484,dwellings
S12000049,Glasgow City,local authority,1999,All,1640,dwellings
S12000049,Glasgow City,local authority,2004,All,976,dwellings
S12000049,Glasgow City,local authority,1991,Flat,1932,dwellings
S12000049,Glasgow City,local authority,1995,All,1376,dwellings
S12000049,Glasgow City,local authority,1992,Flat,1861,dwellings
S12000049,Glasgow City,local authority,1997,All,1898,dwellings
S12000049,Glasgow City,local authority,1994,All,1725,dwellings
S12000049,Glasgow City,local authority,1988,Flat,1525,dwellings
S12000049,Glasgow City,local authority,1990,Flat,3131,dwellings
S12000049,Glasgow City,local authority,1980,Flat,6,dwellings
S12000049,Glasgow City,local authority,1987,Flat,568,dwellings
S12000049,Glasgow City,local authority,1989,Flat,1975,dwellings
S12000049,Glasgow City,local authority,1980,All,28,dwellings
S12000049,Glasgow City,local authority,1985,Flat,303,dwellings
S12000049,Glasgow City,local authority,1981,All,18,dwellings
S12000049,Glasgow City,local authority,1982,Flat,275,dwellings
S12000049,Glasgow City,local authority,1986,Flat,230,dwellings
S12000049,Glasgow City,local authority,1991,All,2820,dwellings
S12000049,Glasgow City,local authority,1996,All,1269,dwellings
S12000049,Glasgow City,local authority,1984,Flat,195,dwellings
S12000049,Glasgow City,local authority,1990,All,4664,dwellings
S12000050,North Lanarkshire,local authority,2004,House,829,dwellings
S12000050,North Lanarkshire,local authority,2000,House,1064,dwellings
S12000050,North Lanarkshire,local authority,2003,House,1135,dwellings
S12000050,North Lanarkshire,local authority,2002,House,1070,dwellings
S12000050,North Lanarkshire,local authority,1991,Flat,668,dwellings
S12000050,North Lanarkshire,local authority,1989,Flat,791,dwellings
S12000050,North Lanarkshire,local authority,2001,House,990,dwellings
S12000050,North Lanarkshire,local authority,1998,House,1020,dwellings
S12000050,North Lanarkshire,local authority,1996,House,742,dwellings
S12000050,North Lanarkshire,local authority,2005,House,702,dwellings
S12000050,North Lanarkshire,local authority,1997,House,1003,dwellings
S12000050,North Lanarkshire,local authority,1995,House,1146,dwellings
S12000050,North Lanarkshire,local authority,1994,House,1552,dwellings
S12000050,North Lanarkshire,local authority,1999,House,978,dwellings
S12000050,North Lanarkshire,local authority,1985,All,731,dwellings
S12000050,North Lanarkshire,local authority,1988,All,2016,dwellings
S12000050,North Lanarkshire,local authority,1990,All,2686,dwellings
S12000050,North Lanarkshire,local authority,1986,All,964,dwellings
S12000050,North Lanarkshire,local authority,1996,All,1039,dwellings
S12000050,North Lanarkshire,local authority,1999,All,1390,dwellings
S12000050,North Lanarkshire,local authority,1987,All,1433,dwellings
S12000050,North Lanarkshire,local authority,1997,All,1475,dwellings
S12000050,North Lanarkshire,local authority,1984,House,619,dwellings
S12000050,North Lanarkshire,local authority,1988,House,1561,dwellings
S12000050,North Lanarkshire,local authority,1992,House,1455,dwellings
S12000050,North Lanarkshire,local authority,1985,House,609,dwellings
S12000050,North Lanarkshire,local authority,1989,All,3030,dwellings
S12000050,North Lanarkshire,local authority,1991,All,1974,dwellings
S12000050,North Lanarkshire,local authority,1986,House,837,dwellings
S12000050,North Lanarkshire,local authority,1987,House,1130,dwellings
S12000050,North Lanarkshire,local authority,2005,All,1083,dwellings
S12000050,North Lanarkshire,local authority,2002,All,1518,dwellings
S12000050,North Lanarkshire,local authority,1983,All,749,dwellings
S12000050,North Lanarkshire,local authority,1980,All,630,dwellings
S12000050,North Lanarkshire,local authority,2001,All,1441,dwellings
S12000050,North Lanarkshire,local authority,2004,All,1251,dwellings
S12000050,North Lanarkshire,local authority,2003,All,1591,dwellings
S12000050,North Lanarkshire,local authority,2000,All,1498,dwellings
S12000050,North Lanarkshire,local authority,1992,All,2185,dwellings
S12000050,North Lanarkshire,local authority,1995,All,1683,dwellings
S12000050,North Lanarkshire,local authority,1998,All,1447,dwellings
S12000050,North Lanarkshire,local authority,1993,All,1962,dwellings
S12000050,North Lanarkshire,local authority,1981,All,817,dwellings
S12000050,North Lanarkshire,local authority,1984,All,754,dwellings
S12000050,North Lanarkshire,local authority,1994,All,2270,dwellings
S12000050,North Lanarkshire,local authority,1982,All,579,dwellings
S12000050,North Lanarkshire,local authority,1984,Flat,135,dwellings
S12000050,North Lanarkshire,local authority,1983,Flat,168,dwellings
S12000050,North Lanarkshire,local authority,1992,Flat,730,dwellings
S12000050,North Lanarkshire,local authority,1994,Flat,718,dwellings
S12000050,North Lanarkshire,local authority,1982,Flat,101,dwellings
S12000050,North Lanarkshire,local authority,1981,Flat,159,dwellings
S12000050,North Lanarkshire,local authority,1985,Flat,122,dwellings
S12000050,North Lanarkshire,local authority,1980,Flat,151,dwellings
S12000050,North Lanarkshire,local authority,1987,Flat,303,dwellings
S12000050,North Lanarkshire,local authority,1988,Flat,455,dwellings
S12000050,North Lanarkshire,local authority,1990,Flat,849,dwellings
S12000050,North Lanarkshire,local authority,1986,Flat,127,dwellings
S12000050,North Lanarkshire,local authority,1997,Flat,472,dwellings
S12000050,North Lanarkshire,local authority,1993,Flat,630,dwellings
S12000050,North Lanarkshire,local authority,1995,Flat,537,dwellings
S12000050,North Lanarkshire,local authority,1996,Flat,297,dwellings
S12000050,North Lanarkshire,local authority,1981,House,658,dwellings
S12000050,North Lanarkshire,local authority,1982,House,478,dwellings
S12000050,North Lanarkshire,local authority,1980,House,479,dwellings
S12000050,North Lanarkshire,local authority,1983,House,581,dwellings
S12000050,North Lanarkshire,local authority,1989,House,2239,dwellings
S12000050,North Lanarkshire,local authority,1993,House,1332,dwellings
S12000050,North Lanarkshire,local authority,1991,House,1306,dwellings
S12000050,North Lanarkshire,local authority,1990,House,1837,dwellings
S12000050,North Lanarkshire,local authority,2004,Flat,422,dwellings
S12000050,North Lanarkshire,local authority,1999,Flat,412,dwellings
S12000050,North Lanarkshire,local authority,2002,Flat,448,dwellings
S12000050,North Lanarkshire,local authority,2003,Flat,456,dwellings
S12000050,North Lanarkshire,local authority,2000,Flat,434,dwellings
S12000050,North Lanarkshire,local authority,2005,Flat,381,dwellings
S12000050,North Lanarkshire,local authority,1998,Flat,427,dwellings
S12000050,North Lanarkshire,local authority,2001,Flat,451,dwellings
