FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern,Population Group
S12000008,2005,Median,Pounds (GBP),447.8,Male,Full Time,Residence Based
S12000013,2005,Median,Pounds (GBP),383,Male,Full Time,Workplace Based
S12000034,2005,Mean,Pounds (GBP),517.3,Male,Full Time,Workplace Based
S12000014,2005,Median,Pounds (GBP),469.5,Male,Full Time,Residence Based
S12000034,2005,Median,Pounds (GBP),421.6,Male,Full Time,Workplace Based
S12000035,2013,Median,Pounds (GBP),526,Male,Full Time,Residence Based
S12000019,2013,Mean,Pounds (GBP),610.7,Male,Full Time,Residence Based
S12000014,2005,Mean,Pounds (GBP),482.3,Male,Full Time,Residence Based
S12000035,2013,Mean,Pounds (GBP),606.9,Male,Full Time,Residence Based
S12000036,2005,Median,Pounds (GBP),492.3,Male,Full Time,Workplace Based
S12000020,2013,Mean,Pounds (GBP),592.7,Male,Full Time,Residence Based
S12000030,2004,Mean,Pounds (GBP),429.7,Male,Full Time,Workplace Based
S12000039,2004,Mean,Pounds (GBP),456.7,Male,Full Time,Workplace Based
S12000005,2005,Mean,Pounds (GBP),511.6,Male,Full Time,Residence Based
S12000020,2005,Mean,Pounds (GBP),454.1,Male,Full Time,Workplace Based
S12000020,2013,Median,Pounds (GBP),513.3,Male,Full Time,Residence Based
S12000036,2005,Mean,Pounds (GBP),563.6,Male,Full Time,Workplace Based
S12000039,2004,Median,Pounds (GBP),411.4,Male,Full Time,Workplace Based
S12000011,2013,Mean,Pounds (GBP),793.8,Male,Full Time,Residence Based
S12000011,2013,Median,Pounds (GBP),628,Male,Full Time,Residence Based
S12000020,2005,Median,Pounds (GBP),407.9,Male,Full Time,Workplace Based
S12000017,2013,Median,Pounds (GBP),508.3,Male,Full Time,Residence Based
S12000006,2005,Median,Pounds (GBP),400.3,Male,Full Time,Residence Based
S12000017,2013,Mean,Pounds (GBP),603.2,Male,Full Time,Residence Based
S12000028,2004,Mean,Pounds (GBP),485.8,Male,Full Time,Workplace Based
S12000020,2001,Mean,Pounds (GBP),381.9,Male,Full Time,Workplace Based
S12000048,2005,Mean,Pounds (GBP),481.6,Male,Full Time,Workplace Based
S12000029,2010,Median,Pounds (GBP),518.4,Male,Full Time,Residence Based
S12000048,2004,Mean,Pounds (GBP),445.1,Male,Full Time,Workplace Based
S12000033,2010,Median,Pounds (GBP),591.6,Male,Full Time,Residence Based
S12000033,2010,Mean,Pounds (GBP),730,Male,Full Time,Residence Based
S12000020,2001,Median,Pounds (GBP),312.5,Male,Full Time,Workplace Based
S12000023,2004,Mean,Pounds (GBP),420.7,Male,Full Time,Workplace Based
S12000030,2010,Median,Pounds (GBP),579.3,Male,Full Time,Residence Based
S12000021,2004,Mean,Pounds (GBP),460.3,Male,Full Time,Workplace Based
S12000017,2006,Mean,Pounds (GBP),503.3,Male,Full Time,Residence Based
S12000005,2010,Mean,Pounds (GBP),588,Male,Full Time,Residence Based
S12000005,2010,Median,Pounds (GBP),514,Male,Full Time,Residence Based
S12000028,2004,Median,Pounds (GBP),448.2,Male,Full Time,Workplace Based
S12000048,2005,Median,Pounds (GBP),424.8,Male,Full Time,Workplace Based
S12000021,2003,Median,Pounds (GBP),392.2,Male,Full Time,Workplace Based
S12000013,2003,Median,Pounds (GBP),349.3,Male,Full Time,Workplace Based
S12000038,2005,Mean,Pounds (GBP),565,Male,Full Time,Workplace Based
S12000006,2010,Median,Pounds (GBP),477.4,Male,Full Time,Residence Based
S12000021,2003,Mean,Pounds (GBP),447.6,Male,Full Time,Workplace Based
S12000034,2010,Mean,Pounds (GBP),715.2,Male,Full Time,Residence Based
S12000006,2010,Mean,Pounds (GBP),575.9,Male,Full Time,Residence Based
S12000027,2006,Median,Pounds (GBP),404.2,Male,Full Time,Residence Based
S12000029,2006,Mean,Pounds (GBP),530.7,Male,Full Time,Residence Based
S12000021,2004,Median,Pounds (GBP),408.5,Male,Full Time,Workplace Based
S12000035,2010,Mean,Pounds (GBP),638.7,Male,Full Time,Residence Based
S12000038,2004,Median,Pounds (GBP),450,Male,Full Time,Workplace Based
S12000048,2004,Median,Pounds (GBP),421.6,Male,Full Time,Workplace Based
S12000038,2004,Mean,Pounds (GBP),524.7,Male,Full Time,Workplace Based
S12000035,2010,Median,Pounds (GBP),545.4,Male,Full Time,Residence Based
S12000011,2001,Mean,Pounds (GBP),394.6,Male,Full Time,Workplace Based
S12000008,2010,Median,Pounds (GBP),497.5,Male,Full Time,Residence Based
S12000017,2001,Mean,Pounds (GBP),415.9,Male,Full Time,Workplace Based
S12000008,2010,Mean,Pounds (GBP),569.5,Male,Full Time,Residence Based
S12000014,2001,Mean,Pounds (GBP),445.7,Male,Full Time,Workplace Based
S12000030,2006,Median,Pounds (GBP),458.2,Male,Full Time,Workplace Based
S12000011,2001,Median,Pounds (GBP),355.6,Male,Full Time,Workplace Based
S12000039,2006,Mean,Pounds (GBP),466.3,Male,Full Time,Workplace Based
S12000045,2010,Mean,Pounds (GBP),803.9,Male,Full Time,Residence Based
S12000038,2006,Mean,Pounds (GBP),537.6,Male,Full Time,Residence Based
S12000038,2011,Median,Pounds (GBP),538.2,Male,Full Time,Residence Based
S12000029,2006,Median,Pounds (GBP),473.9,Male,Full Time,Workplace Based
S12000018,2001,Median,Pounds (GBP),362.6,Male,Full Time,Workplace Based
S12000017,2001,Median,Pounds (GBP),371.5,Male,Full Time,Workplace Based
S12000018,2001,Mean,Pounds (GBP),396.2,Male,Full Time,Workplace Based
S12000045,2010,Median,Pounds (GBP),622.6,Male,Full Time,Residence Based
S12000026,2005,Median,Pounds (GBP),354.7,Male,Full Time,Workplace Based
S12000042,2010,Mean,Pounds (GBP),564,Male,Full Time,Residence Based
S12000028,2006,Mean,Pounds (GBP),557.9,Male,Full Time,Residence Based
S12000042,2010,Median,Pounds (GBP),482.9,Male,Full Time,Residence Based
S12000013,2004,Mean,Pounds (GBP),435.1,Male,Full Time,Workplace Based
S12000028,2010,Mean,Pounds (GBP),663.1,Male,Full Time,Residence Based
S12000036,2010,Median,Pounds (GBP),540.7,Male,Full Time,Residence Based
S12000036,2010,Mean,Pounds (GBP),659.5,Male,Full Time,Residence Based
S12000026,2006,Median,Pounds (GBP),398.8,Male,Full Time,Residence Based
S12000028,2006,Median,Pounds (GBP),511.3,Male,Full Time,Residence Based
S12000030,2006,Mean,Pounds (GBP),554.6,Male,Full Time,Workplace Based
S12000026,2006,Mean,Pounds (GBP),511.8,Male,Full Time,Residence Based
S12000027,2006,Mean,Pounds (GBP),516.3,Male,Full Time,Residence Based
S12000026,2005,Mean,Pounds (GBP),414.5,Male,Full Time,Workplace Based
S12000014,2001,Median,Pounds (GBP),394.2,Male,Full Time,Workplace Based
S12000036,2011,Mean,Pounds (GBP),681.1,Male,Full Time,Residence Based
S12000039,2011,Mean,Pounds (GBP),577.7,Male,Full Time,Residence Based
S12000014,2003,Median,Pounds (GBP),420,Male,Full Time,Workplace Based
S12000036,2011,Median,Pounds (GBP),541.2,Male,Full Time,Residence Based
S12000011,2003,Mean,Pounds (GBP),443.8,Male,Full Time,Workplace Based
S12000034,2006,Median,Pounds (GBP),523.5,Male,Full Time,Residence Based
S12000039,2011,Median,Pounds (GBP),481.7,Male,Full Time,Residence Based
S12000014,2003,Mean,Pounds (GBP),463.1,Male,Full Time,Workplace Based
S12000005,2011,Mean,Pounds (GBP),600.2,Male,Full Time,Residence Based
S12000042,2006,Median,Pounds (GBP),453.8,Male,Full Time,Workplace Based
S12000006,2006,Mean,Pounds (GBP),479,Male,Full Time,Workplace Based
S12000048,2003,Mean,Pounds (GBP),456.1,Male,Full Time,Workplace Based
S12000042,2006,Mean,Pounds (GBP),525.5,Male,Full Time,Workplace Based
S12000047,2003,Mean,Pounds (GBP),463.5,Male,Full Time,Workplace Based
S12000005,2011,Median,Pounds (GBP),524.1,Male,Full Time,Residence Based
S12000047,2003,Median,Pounds (GBP),404.2,Male,Full Time,Workplace Based
S12000027,2011,Mean,Pounds (GBP),633.5,Male,Full Time,Residence Based
S12000005,2003,Median,Pounds (GBP),411.6,Male,Full Time,Workplace Based
S12000030,2011,Mean,Pounds (GBP),785.8,Male,Full Time,Residence Based
S12000008,2003,Mean,Pounds (GBP),467.2,Male,Full Time,Workplace Based
S12000020,2011,Median,Pounds (GBP),500.7,Male,Full Time,Residence Based
S12000042,2003,Median,Pounds (GBP),422.3,Male,Full Time,Workplace Based
S12000034,2006,Mean,Pounds (GBP),627.2,Male,Full Time,Residence Based
S12000027,2011,Median,Pounds (GBP),552.4,Male,Full Time,Residence Based
S12000033,2006,Mean,Pounds (GBP),612.5,Male,Full Time,Residence Based
S12000010,2003,Mean,Pounds (GBP),394.2,Male,Full Time,Workplace Based
S12000033,2006,Median,Pounds (GBP),498.4,Male,Full Time,Residence Based
S12000011,2003,Median,Pounds (GBP),358.1,Male,Full Time,Workplace Based
S12000045,2003,Median,Pounds (GBP),406.7,Male,Full Time,Workplace Based
S12000030,2011,Median,Pounds (GBP),507.7,Male,Full Time,Residence Based
S12000010,2003,Median,Pounds (GBP),344.7,Male,Full Time,Workplace Based
S12000042,2003,Mean,Pounds (GBP),493.3,Male,Full Time,Workplace Based
S12000023,2003,Mean,Pounds (GBP),412.9,Male,Full Time,Workplace Based
S12000038,2003,Median,Pounds (GBP),428,Male,Full Time,Workplace Based
S12000039,2005,Mean,Pounds (GBP),467.2,Male,Full Time,Residence Based
S12000017,2003,Median,Pounds (GBP),380.7,Male,Full Time,Workplace Based
S12000028,2011,Median,Pounds (GBP),558.8,Male,Full Time,Residence Based
S12000028,2011,Mean,Pounds (GBP),637.9,Male,Full Time,Residence Based
S12000017,2003,Mean,Pounds (GBP),477.8,Male,Full Time,Workplace Based
S12000030,2006,Median,Pounds (GBP),506.1,Male,Full Time,Residence Based
S12000005,2006,Median,Pounds (GBP),513.1,Male,Full Time,Workplace Based
S12000013,2003,Mean,Pounds (GBP),383.4,Male,Full Time,Workplace Based
S12000030,2006,Mean,Pounds (GBP),680.8,Male,Full Time,Residence Based
S12000029,2011,Mean,Pounds (GBP),579.7,Male,Full Time,Residence Based
S12000029,2011,Median,Pounds (GBP),503.2,Male,Full Time,Residence Based
S12000034,2010,Median,Pounds (GBP),605.7,Male,Full Time,Residence Based
S12000038,2003,Mean,Pounds (GBP),488.2,Male,Full Time,Workplace Based
S12000036,2006,Median,Pounds (GBP),507.4,Male,Full Time,Workplace Based
S12000036,2006,Mean,Pounds (GBP),603,Male,Full Time,Workplace Based
S12000033,2012,Median,Pounds (GBP),572.7,Male,Full Time,Residence Based
S12000039,2005,Median,Pounds (GBP),457.6,Male,Full Time,Residence Based
S12000018,2003,Median,Pounds (GBP),351.1,Male,Full Time,Workplace Based
S12000006,2006,Median,Pounds (GBP),396,Male,Full Time,Workplace Based
S12000045,2006,Mean,Pounds (GBP),746.5,Male,Full Time,Residence Based
S12000048,2003,Median,Pounds (GBP),422.2,Male,Full Time,Workplace Based
S12000034,2012,Median,Pounds (GBP),605.6,Male,Full Time,Residence Based
S12000040,2011,Mean,Pounds (GBP),697,Male,Full Time,Residence Based
S12000018,2003,Mean,Pounds (GBP),426.6,Male,Full Time,Workplace Based
S12000034,2012,Mean,Pounds (GBP),716.8,Male,Full Time,Residence Based
S12000040,2005,Mean,Pounds (GBP),516.7,Male,Full Time,Residence Based
S12000033,2012,Mean,Pounds (GBP),727.4,Male,Full Time,Residence Based
S12000040,2011,Median,Pounds (GBP),501.1,Male,Full Time,Residence Based
S12000021,2006,Median,Pounds (GBP),428.1,Male,All Patterns,Residence Based
S12000040,2001,Mean,Pounds (GBP),433.8,Male,Full Time,Workplace Based
S12000023,2009,Mean,Pounds (GBP),410.4,Male,All Patterns,Residence Based
S12000038,2019,Mean,Pounds (GBP),204.5,Male,Part Time,Residence Based
S12000017,2005,Mean,Pounds (GBP),460.8,Male,All Patterns,Residence Based
S12000030,2001,Mean,Pounds (GBP),488.3,Male,Full Time,Workplace Based
S12000008,2003,Mean,Pounds (GBP),418.9,Male,All Patterns,Residence Based
S12000039,2001,Mean,Pounds (GBP),420.9,Male,Full Time,Workplace Based
S12000041,2007,Median,Pounds (GBP),435.5,Male,Full Time,Workplace Based
S12000026,2013,Mean,Pounds (GBP),557.8,Male,All Patterns,Residence Based
S12000033,2001,Mean,Pounds (GBP),565.8,Male,Full Time,Workplace Based
S12000034,2001,Median,Pounds (GBP),400.7,Male,Full Time,Workplace Based
S12000028,2000,Median,Pounds (GBP),404.7,Male,Full Time,Workplace Based
S12000041,2007,Mean,Pounds (GBP),485.4,Male,Full Time,Workplace Based
S12000028,2000,Mean,Pounds (GBP),431.2,Male,Full Time,Workplace Based
S12000013,2006,Mean,Pounds (GBP),430.4,Male,All Patterns,Residence Based
S12000027,2006,Median,Pounds (GBP),413.5,Male,Full Time,Workplace Based
S12000039,2019,Mean,Pounds (GBP),250.1,Male,Part Time,Residence Based
S12000029,2001,Mean,Pounds (GBP),459.2,Male,Full Time,Workplace Based
S12000029,2001,Median,Pounds (GBP),392.5,Male,Full Time,Workplace Based
S12000028,2001,Mean,Pounds (GBP),439.9,Male,Full Time,Workplace Based
S12000027,2001,Median,Pounds (GBP),389,Male,Full Time,Workplace Based
S12000006,2018,Median,Pounds (GBP),449.6,Male,All Patterns,Residence Based
S12000028,2001,Median,Pounds (GBP),403.1,Male,Full Time,Workplace Based
S12000018,2017,Mean,Pounds (GBP),590.2,Male,All Patterns,Residence Based
S12000026,2006,Median,Pounds (GBP),373.3,Male,Full Time,Workplace Based
S12000039,2001,Median,Pounds (GBP),379.7,Male,Full Time,Workplace Based
S12000021,2006,Mean,Pounds (GBP),170.1,Male,Part Time,Residence Based
S12000019,2017,Median,Pounds (GBP),519.6,Male,All Patterns,Residence Based
S12000030,2001,Median,Pounds (GBP),420.7,Male,Full Time,Workplace Based
S12000040,2001,Median,Pounds (GBP),386.7,Male,Full Time,Workplace Based
S92000003,2009,Mean,Pounds (GBP),554.1,Male,All Patterns,Residence Based
S12000041,2001,Median,Pounds (GBP),367.6,Male,Full Time,Workplace Based
S12000034,2001,Mean,Pounds (GBP),433.6,Male,Full Time,Workplace Based
S12000017,2007,Mean,Pounds (GBP),495.6,Male,All Patterns,Residence Based
S12000048,2009,Mean,Pounds (GBP),536.8,Male,All Patterns,Residence Based
S12000028,2006,Mean,Pounds (GBP),527.9,Male,Full Time,Workplace Based
S12000019,2019,Mean,Pounds (GBP),194,Male,Part Time,Residence Based
S12000017,2012,Median,Pounds (GBP),480.5,Male,All Patterns,Residence Based
S12000039,2000,Median,Pounds (GBP),354.1,Male,Full Time,Workplace Based
S12000040,2000,Median,Pounds (GBP),365.4,Male,Full Time,Workplace Based
S12000048,2006,Median,Pounds (GBP),480.4,Male,Full Time,Workplace Based
S12000035,2002,Median,Pounds (GBP),414.1,Male,Full Time,Workplace Based
S12000039,2000,Mean,Pounds (GBP),398.7,Male,Full Time,Workplace Based
S12000035,2007,Median,Pounds (GBP),482.3,Male,Full Time,Workplace Based
S12000008,2003,Median,Pounds (GBP),420.5,Male,All Patterns,Residence Based
S12000014,2002,Mean,Pounds (GBP),420.9,Male,All Patterns,Residence Based
S12000050,2019,Mean,Pounds (GBP),216.4,Male,Part Time,Residence Based
S12000036,2007,Mean,Pounds (GBP),652.7,Male,Full Time,Workplace Based
S12000040,2000,Mean,Pounds (GBP),417.1,Male,Full Time,Workplace Based
S12000027,2000,Median,Pounds (GBP),341.9,Male,Full Time,Workplace Based
S12000038,2013,Median,Pounds (GBP),528,Male,All Patterns,Residence Based
S12000027,2000,Mean,Pounds (GBP),427,Male,Full Time,Workplace Based
S12000036,2007,Mean,Pounds (GBP),161.9,Male,Part Time,Residence Based
S12000030,2000,Mean,Pounds (GBP),420.5,Male,Full Time,Workplace Based
S12000028,2006,Median,Pounds (GBP),490.6,Male,Full Time,Workplace Based
S12000017,2006,Median,Pounds (GBP),129.5,Male,Part Time,Residence Based
S12000017,2012,Mean,Pounds (GBP),546,Male,All Patterns,Residence Based
S12000026,2001,Mean,Pounds (GBP),395.1,Male,Full Time,Workplace Based
S12000006,2007,Mean,Pounds (GBP),192.6,Male,Part Time,Residence Based
S12000033,2001,Median,Pounds (GBP),467.7,Male,Full Time,Workplace Based
S12000048,2009,Median,Pounds (GBP),467,Male,All Patterns,Residence Based
S12000029,2002,Mean,Pounds (GBP),498.2,Male,Full Time,Workplace Based
S12000026,2013,Median,Pounds (GBP),485.8,Male,All Patterns,Residence Based
S12000029,2002,Median,Pounds (GBP),415.8,Male,Full Time,Workplace Based
S12000033,2010,Median,Pounds (GBP),543.7,Male,All Patterns,Residence Based
S12000028,2002,Median,Pounds (GBP),441.1,Male,Full Time,Workplace Based
S12000039,2013,Median,Pounds (GBP),499.4,Male,All Patterns,Residence Based
S12000013,2002,Mean,Pounds (GBP),429.5,Male,Full Time,Workplace Based
S12000027,2012,Mean,Pounds (GBP),628.2,Male,All Patterns,Residence Based
S12000006,2001,Median,Pounds (GBP),363.9,Male,Full Time,Workplace Based
S12000047,2006,Median,Pounds (GBP),448.1,Male,Full Time,Workplace Based
S12000013,2017,Median,Pounds (GBP),499.4,Male,All Patterns,Residence Based
S12000006,2001,Mean,Pounds (GBP),408.1,Male,Full Time,Workplace Based
S12000033,2010,Mean,Pounds (GBP),651.7,Male,All Patterns,Residence Based
S12000038,2004,Mean,Pounds (GBP),451.6,Male,All Patterns,Residence Based
S12000029,2005,Median,Pounds (GBP),425.3,Male,All Patterns,Residence Based
S12000027,2002,Median,Pounds (GBP),380.2,Male,Full Time,Workplace Based
S12000042,2008,Median,Pounds (GBP),438.1,Male,All Patterns,Residence Based
S12000017,2005,Median,Pounds (GBP),381,Male,All Patterns,Residence Based
S12000038,2002,Mean,Pounds (GBP),491.2,Male,Full Time,Workplace Based
S12000045,2008,Median,Pounds (GBP),536.5,Male,All Patterns,Residence Based
S12000027,2009,Median,Pounds (GBP),546.2,Male,All Patterns,Residence Based
S12000021,2009,Median,Pounds (GBP),446.6,Male,All Patterns,Residence Based
S92000003,2006,Median,Pounds (GBP),432.9,Male,All Patterns,Residence Based
S12000040,2009,Mean,Pounds (GBP),541,Male,All Patterns,Residence Based
S12000028,2002,Mean,Pounds (GBP),458.3,Male,Full Time,Workplace Based
S12000038,2002,Median,Pounds (GBP),429.3,Male,Full Time,Workplace Based
S12000023,2007,Mean,Pounds (GBP),97.8,Male,Part Time,Residence Based
S12000027,2002,Mean,Pounds (GBP),459.8,Male,Full Time,Workplace Based
S12000042,2008,Mean,Pounds (GBP),481.8,Male,All Patterns,Residence Based
S12000029,2005,Mean,Pounds (GBP),143.2,Male,Part Time,Residence Based
S12000014,2002,Median,Pounds (GBP),392.8,Male,All Patterns,Residence Based
S12000026,2006,Mean,Pounds (GBP),429.3,Male,Full Time,Workplace Based
S12000030,2018,Mean,Pounds (GBP),779,Male,All Patterns,Residence Based
S92000003,2019,Mean,Pounds (GBP),223.2,Male,Part Time,Residence Based
S12000030,2018,Median,Pounds (GBP),589.3,Male,All Patterns,Residence Based
S12000048,2001,Median,Pounds (GBP),378.8,Male,Full Time,Workplace Based
S12000005,2007,Median,Pounds (GBP),179.3,Male,Part Time,Residence Based
S12000038,2001,Mean,Pounds (GBP),457.7,Male,Full Time,Workplace Based
S12000048,2001,Mean,Pounds (GBP),400.3,Male,Full Time,Workplace Based
S12000026,2001,Median,Pounds (GBP),319.5,Male,Full Time,Workplace Based
S12000030,2006,Mean,Pounds (GBP),103.2,Male,Part Time,Residence Based
S12000027,2001,Mean,Pounds (GBP),476.8,Male,Full Time,Workplace Based
S92000003,2019,Median,Pounds (GBP),175.5,Male,Part Time,Residence Based
S12000040,2006,Mean,Pounds (GBP),137.2,Male,Part Time,Residence Based
S12000038,2001,Median,Pounds (GBP),409.2,Male,Full Time,Workplace Based
S12000019,2017,Mean,Pounds (GBP),594.5,Male,All Patterns,Residence Based
S12000027,2006,Mean,Pounds (GBP),514,Male,Full Time,Workplace Based
S12000018,2006,Mean,Pounds (GBP),146.8,Male,Part Time,Residence Based
S12000013,2019,Mean,Pounds (GBP),286.8,Male,Part Time,Residence Based
S12000005,2001,Median,Pounds (GBP),365.6,Male,Full Time,Workplace Based
S12000018,2006,Median,Pounds (GBP),139.6,Male,Part Time,Residence Based
S12000041,2001,Mean,Pounds (GBP),401.8,Male,Full Time,Workplace Based
S12000035,2001,Mean,Pounds (GBP),443.2,Male,Full Time,Workplace Based
S12000005,2018,Median,Pounds (GBP),592.2,Male,All Patterns,Residence Based
S12000035,2001,Median,Pounds (GBP),406.9,Male,Full Time,Workplace Based
S12000021,2012,Median,Pounds (GBP),467.7,Male,All Patterns,Residence Based
S12000026,2002,Median,Pounds (GBP),326.2,Male,Full Time,Workplace Based
S12000033,2007,Mean,Pounds (GBP),651.3,Male,Full Time,Workplace Based
S12000033,2007,Median,Pounds (GBP),546.1,Male,Full Time,Workplace Based
S12000005,2007,Mean,Pounds (GBP),210,Male,Part Time,Residence Based
S12000026,2002,Mean,Pounds (GBP),391,Male,Full Time,Workplace Based
S12000049,2009,Median,Pounds (GBP),448.7,Male,All Patterns,Residence Based
S12000013,2010,Mean,Pounds (GBP),479.5,Male,Full Time,Residence Based
