area_code,reference_area,area_type,year,area,value,units
S12000033,Aberdeen City,Local Authority,2008,Urban Vacant Land,24,Hectares
S12000033,Aberdeen City,Local Authority,2017,Urban Vacant Land,22,Hectares
S12000033,Aberdeen City,Local Authority,2016,Derelict Land,16,Hectares
S12000033,Aberdeen City,Local Authority,2018,Urban Vacant Land,30,Hectares
S12000033,Aberdeen City,Local Authority,2018,Derelict Land,13,Hectares
S12000033,Aberdeen City,Local Authority,2019,Derelict Land,13,Hectares
S12000033,Aberdeen City,Local Authority,2017,Derelict Land,13,Hectares
S12000033,Aberdeen City,Local Authority,2019,Urban Vacant Land,39,Hectares
S12000034,Aberdeenshire,Local Authority,2004,Derelict Land,104,Hectares
S12000034,Aberdeenshire,Local Authority,2019,Urban Vacant Land,34,Hectares
S12000034,Aberdeenshire,Local Authority,2007,Derelict Land,51,Hectares
S12000034,Aberdeenshire,Local Authority,2002,Derelict Land,105,Hectares
S12000034,Aberdeenshire,Local Authority,2007,Urban Vacant Land,39,Hectares
S12000034,Aberdeenshire,Local Authority,2008,Urban Vacant Land,39,Hectares
S12000034,Aberdeenshire,Local Authority,2013,Urban Vacant Land,40,Hectares
S12000034,Aberdeenshire,Local Authority,2006,Derelict Land,51,Hectares
S12000034,Aberdeenshire,Local Authority,2009,Urban Vacant Land,28,Hectares
S12000034,Aberdeenshire,Local Authority,2006,Urban Vacant Land,27,Hectares
S12000034,Aberdeenshire,Local Authority,2018,Urban Vacant Land,35,Hectares
S12000034,Aberdeenshire,Local Authority,2004,Urban Vacant Land,17,Hectares
S12000034,Aberdeenshire,Local Authority,2008,Derelict Land,51,Hectares
S12000034,Aberdeenshire,Local Authority,2002,Urban Vacant Land,20,Hectares
S12000034,Aberdeenshire,Local Authority,2005,Urban Vacant Land,14,Hectares
S12000034,Aberdeenshire,Local Authority,2019,Derelict Land,42,Hectares
S12000034,Aberdeenshire,Local Authority,2009,Derelict Land,38,Hectares
S12000034,Aberdeenshire,Local Authority,2005,Derelict Land,36,Hectares
S12000034,Aberdeenshire,Local Authority,2010,Derelict Land,38,Hectares
S12000034,Aberdeenshire,Local Authority,2003,Urban Vacant Land,17,Hectares
S12000034,Aberdeenshire,Local Authority,2018,Derelict Land,43,Hectares
S12000034,Aberdeenshire,Local Authority,2017,Derelict Land,45,Hectares
S12000034,Aberdeenshire,Local Authority,2011,Derelict Land,35,Hectares
S12000034,Aberdeenshire,Local Authority,2015,Derelict Land,34,Hectares
S12000034,Aberdeenshire,Local Authority,2016,Derelict Land,38,Hectares
S12000034,Aberdeenshire,Local Authority,2012,Derelict Land,35,Hectares
S12000034,Aberdeenshire,Local Authority,2017,Urban Vacant Land,35,Hectares
S12000034,Aberdeenshire,Local Authority,2016,Urban Vacant Land,41,Hectares
S12000034,Aberdeenshire,Local Authority,2013,Derelict Land,35,Hectares
S12000034,Aberdeenshire,Local Authority,2010,Urban Vacant Land,28,Hectares
S12000034,Aberdeenshire,Local Authority,2014,Urban Vacant Land,37,Hectares
S12000034,Aberdeenshire,Local Authority,2012,Urban Vacant Land,48,Hectares
S12000034,Aberdeenshire,Local Authority,2015,Urban Vacant Land,37,Hectares
S12000034,Aberdeenshire,Local Authority,2014,Derelict Land,34,Hectares
S12000034,Aberdeenshire,Local Authority,2003,Derelict Land,104,Hectares
S12000034,Aberdeenshire,Local Authority,2011,Urban Vacant Land,46,Hectares
S12000035,Argyll and Bute,Local Authority,2007,Derelict Land,7,Hectares
S12000035,Argyll and Bute,Local Authority,2014,Derelict Land,8,Hectares
S12000035,Argyll and Bute,Local Authority,2005,Derelict Land,7,Hectares
S12000035,Argyll and Bute,Local Authority,2019,Urban Vacant Land,18,Hectares
S12000035,Argyll and Bute,Local Authority,2006,Derelict Land,6,Hectares
S12000035,Argyll and Bute,Local Authority,2015,Derelict Land,37,Hectares
S12000035,Argyll and Bute,Local Authority,2015,Urban Vacant Land,22,Hectares
S12000035,Argyll and Bute,Local Authority,2006,Urban Vacant Land,76,Hectares
S12000035,Argyll and Bute,Local Authority,2005,Urban Vacant Land,21,Hectares
S12000035,Argyll and Bute,Local Authority,2004,Urban Vacant Land,21,Hectares
S12000035,Argyll and Bute,Local Authority,2002,Urban Vacant Land,21,Hectares
S12000035,Argyll and Bute,Local Authority,2008,Urban Vacant Land,34,Hectares
S12000035,Argyll and Bute,Local Authority,2016,Derelict Land,37,Hectares
S12000035,Argyll and Bute,Local Authority,2017,Urban Vacant Land,20,Hectares
S12000035,Argyll and Bute,Local Authority,2017,Derelict Land,37,Hectares
S12000035,Argyll and Bute,Local Authority,2018,Derelict Land,38,Hectares
S12000035,Argyll and Bute,Local Authority,2016,Urban Vacant Land,21,Hectares
S12000035,Argyll and Bute,Local Authority,2010,Urban Vacant Land,21,Hectares
S12000035,Argyll and Bute,Local Authority,2003,Urban Vacant Land,21,Hectares
S12000035,Argyll and Bute,Local Authority,2011,Urban Vacant Land,21,Hectares
S12000035,Argyll and Bute,Local Authority,2018,Urban Vacant Land,20,Hectares
S12000035,Argyll and Bute,Local Authority,2019,Derelict Land,38,Hectares
S12000035,Argyll and Bute,Local Authority,2013,Urban Vacant Land,25,Hectares
S12000035,Argyll and Bute,Local Authority,2007,Urban Vacant Land,54,Hectares
S12000035,Argyll and Bute,Local Authority,2012,Urban Vacant Land,26,Hectares
S12000035,Argyll and Bute,Local Authority,2009,Urban Vacant Land,28,Hectares
S12000035,Argyll and Bute,Local Authority,2014,Urban Vacant Land,23,Hectares
S12000035,Argyll and Bute,Local Authority,2011,Derelict Land,8,Hectares
S12000035,Argyll and Bute,Local Authority,2010,Derelict Land,9,Hectares
S12000035,Argyll and Bute,Local Authority,2009,Derelict Land,6,Hectares
S12000035,Argyll and Bute,Local Authority,2013,Derelict Land,9,Hectares
S12000035,Argyll and Bute,Local Authority,2012,Derelict Land,8,Hectares
S12000035,Argyll and Bute,Local Authority,2004,Derelict Land,9,Hectares
S12000035,Argyll and Bute,Local Authority,2008,Derelict Land,7,Hectares
S12000035,Argyll and Bute,Local Authority,2003,Derelict Land,9,Hectares
S12000035,Argyll and Bute,Local Authority,2002,Derelict Land,9,Hectares
S12000036,City of Edinburgh,Local Authority,2011,Urban Vacant Land,97,Hectares
S12000036,City of Edinburgh,Local Authority,2016,Derelict Land,96,Hectares
S12000036,City of Edinburgh,Local Authority,2004,Urban Vacant Land,49,Hectares
S12000036,City of Edinburgh,Local Authority,2002,Urban Vacant Land,67,Hectares
S12000036,City of Edinburgh,Local Authority,2014,Urban Vacant Land,97,Hectares
S12000036,City of Edinburgh,Local Authority,2009,Derelict Land,130,Hectares
S12000036,City of Edinburgh,Local Authority,2007,Urban Vacant Land,83,Hectares
S12000036,City of Edinburgh,Local Authority,2007,Derelict Land,121,Hectares
S12000036,City of Edinburgh,Local Authority,2011,Derelict Land,126,Hectares
S12000036,City of Edinburgh,Local Authority,2012,Derelict Land,114,Hectares
S12000036,City of Edinburgh,Local Authority,2017,Derelict Land,91,Hectares
S12000036,City of Edinburgh,Local Authority,2019,Derelict Land,87,Hectares
S12000036,City of Edinburgh,Local Authority,2013,Derelict Land,112,Hectares
S12000036,City of Edinburgh,Local Authority,2010,Derelict Land,121,Hectares
S12000036,City of Edinburgh,Local Authority,2004,Derelict Land,104,Hectares
S12000036,City of Edinburgh,Local Authority,2002,Derelict Land,136,Hectares
S12000036,City of Edinburgh,Local Authority,2016,Urban Vacant Land,72,Hectares
S12000036,City of Edinburgh,Local Authority,2018,Derelict Land,88,Hectares
S12000036,City of Edinburgh,Local Authority,2010,Urban Vacant Land,96,Hectares
S12000036,City of Edinburgh,Local Authority,2003,Urban Vacant Land,57,Hectares
S12000036,City of Edinburgh,Local Authority,2008,Urban Vacant Land,96,Hectares
S12000036,City of Edinburgh,Local Authority,2003,Derelict Land,102,Hectares
S12000036,City of Edinburgh,Local Authority,2015,Derelict Land,96,Hectares
S12000036,City of Edinburgh,Local Authority,2017,Urban Vacant Land,87,Hectares
S12000036,City of Edinburgh,Local Authority,2015,Urban Vacant Land,88,Hectares
S12000036,City of Edinburgh,Local Authority,2009,Urban Vacant Land,95,Hectares
S12000036,City of Edinburgh,Local Authority,2006,Urban Vacant Land,84,Hectares
S12000036,City of Edinburgh,Local Authority,2018,Urban Vacant Land,77,Hectares
S12000036,City of Edinburgh,Local Authority,2006,Derelict Land,109,Hectares
S12000036,City of Edinburgh,Local Authority,2008,Derelict Land,125,Hectares
S12000036,City of Edinburgh,Local Authority,2014,Derelict Land,111,Hectares
S12000036,City of Edinburgh,Local Authority,2013,Urban Vacant Land,100,Hectares
S12000036,City of Edinburgh,Local Authority,2019,Urban Vacant Land,64,Hectares
S12000036,City of Edinburgh,Local Authority,2005,Urban Vacant Land,91,Hectares
S12000036,City of Edinburgh,Local Authority,2005,Derelict Land,108,Hectares
S12000036,City of Edinburgh,Local Authority,2012,Urban Vacant Land,97,Hectares
S12000038,Renfrewshire,Local Authority,2011,Urban Vacant Land,189,Hectares
S12000038,Renfrewshire,Local Authority,2012,Urban Vacant Land,186,Hectares
S12000038,Renfrewshire,Local Authority,2018,Derelict Land,160,Hectares
S12000038,Renfrewshire,Local Authority,2019,Urban Vacant Land,82,Hectares
S12000038,Renfrewshire,Local Authority,2017,Urban Vacant Land,99,Hectares
S12000038,Renfrewshire,Local Authority,2014,Urban Vacant Land,166,Hectares
S12000038,Renfrewshire,Local Authority,2002,Urban Vacant Land,163,Hectares
S12000038,Renfrewshire,Local Authority,2005,Derelict Land,780,Hectares
S12000038,Renfrewshire,Local Authority,2009,Urban Vacant Land,195,Hectares
S12000038,Renfrewshire,Local Authority,2007,Urban Vacant Land,183,Hectares
S12000038,Renfrewshire,Local Authority,2004,Urban Vacant Land,203,Hectares
S12000038,Renfrewshire,Local Authority,2008,Derelict Land,763,Hectares
S12000038,Renfrewshire,Local Authority,2016,Urban Vacant Land,152,Hectares
S12000038,Renfrewshire,Local Authority,2013,Urban Vacant Land,173,Hectares
S12000038,Renfrewshire,Local Authority,2005,Urban Vacant Land,195,Hectares
S12000038,Renfrewshire,Local Authority,2019,Derelict Land,149,Hectares
S12000038,Renfrewshire,Local Authority,2016,Derelict Land,708,Hectares
S12000038,Renfrewshire,Local Authority,2008,Urban Vacant Land,177,Hectares
S12000038,Renfrewshire,Local Authority,2015,Urban Vacant Land,165,Hectares
S12000038,Renfrewshire,Local Authority,2006,Derelict Land,764,Hectares
S12000038,Renfrewshire,Local Authority,2004,Derelict Land,796,Hectares
S12000038,Renfrewshire,Local Authority,2010,Derelict Land,765,Hectares
S12000038,Renfrewshire,Local Authority,2014,Derelict Land,761,Hectares
S12000038,Renfrewshire,Local Authority,2009,Derelict Land,767,Hectares
S12000038,Renfrewshire,Local Authority,2011,Derelict Land,767,Hectares
S12000038,Renfrewshire,Local Authority,2015,Derelict Land,748,Hectares
S12000038,Renfrewshire,Local Authority,2003,Urban Vacant Land,184,Hectares
S12000038,Renfrewshire,Local Authority,2013,Derelict Land,784,Hectares
S12000038,Renfrewshire,Local Authority,2003,Derelict Land,797,Hectares
S12000038,Renfrewshire,Local Authority,2012,Derelict Land,795,Hectares
S12000038,Renfrewshire,Local Authority,2007,Derelict Land,767,Hectares
S12000038,Renfrewshire,Local Authority,2010,Urban Vacant Land,199,Hectares
S12000038,Renfrewshire,Local Authority,2002,Derelict Land,798,Hectares
S12000038,Renfrewshire,Local Authority,2018,Urban Vacant Land,95,Hectares
S12000038,Renfrewshire,Local Authority,2006,Urban Vacant Land,195,Hectares
S12000038,Renfrewshire,Local Authority,2017,Derelict Land,173,Hectares
S12000041,Angus,Local Authority,2016,Urban Vacant Land,42,Hectares
S12000041,Angus,Local Authority,2011,Derelict Land,119,Hectares
S12000041,Angus,Local Authority,2018,Derelict Land,229,Hectares
S12000041,Angus,Local Authority,2009,Urban Vacant Land,52,Hectares
S12000041,Angus,Local Authority,2013,Derelict Land,124,Hectares
S12000041,Angus,Local Authority,2019,Derelict Land,223,Hectares
S12000041,Angus,Local Authority,2009,Derelict Land,112,Hectares
S12000041,Angus,Local Authority,2006,Derelict Land,114,Hectares
S12000041,Angus,Local Authority,2014,Derelict Land,126,Hectares
S12000041,Angus,Local Authority,2015,Derelict Land,112,Hectares
S12000041,Angus,Local Authority,2007,Urban Vacant Land,54,Hectares
S12000041,Angus,Local Authority,2002,Derelict Land,179,Hectares
S12000041,Angus,Local Authority,2013,Urban Vacant Land,49,Hectares
S12000041,Angus,Local Authority,2019,Urban Vacant Land,98,Hectares
S12000041,Angus,Local Authority,2003,Derelict Land,120,Hectares
S12000041,Angus,Local Authority,2007,Derelict Land,111,Hectares
S12000041,Angus,Local Authority,2004,Derelict Land,121,Hectares
S12000041,Angus,Local Authority,2010,Derelict Land,119,Hectares
S12000041,Angus,Local Authority,2012,Derelict Land,124,Hectares
S12000041,Angus,Local Authority,2003,Urban Vacant Land,33,Hectares
S12000041,Angus,Local Authority,2012,Urban Vacant Land,49,Hectares
S12000041,Angus,Local Authority,2002,Urban Vacant Land,33,Hectares
S12000041,Angus,Local Authority,2004,Urban Vacant Land,31,Hectares
S12000041,Angus,Local Authority,2010,Urban Vacant Land,53,Hectares
S12000041,Angus,Local Authority,2014,Urban Vacant Land,57,Hectares
S12000041,Angus,Local Authority,2005,Derelict Land,118,Hectares
S12000041,Angus,Local Authority,2015,Urban Vacant Land,53,Hectares
S12000041,Angus,Local Authority,2008,Urban Vacant Land,52,Hectares
S12000041,Angus,Local Authority,2017,Derelict Land,94,Hectares
S12000041,Angus,Local Authority,2011,Urban Vacant Land,50,Hectares
S12000041,Angus,Local Authority,2018,Urban Vacant Land,52,Hectares
S12000041,Angus,Local Authority,2008,Derelict Land,113,Hectares
S12000041,Angus,Local Authority,2006,Urban Vacant Land,47,Hectares
S12000041,Angus,Local Authority,2005,Urban Vacant Land,53,Hectares
S12000041,Angus,Local Authority,2016,Derelict Land,100,Hectares
S12000041,Angus,Local Authority,2017,Urban Vacant Land,50,Hectares
S12000042,Dundee City,Local Authority,2010,Urban Vacant Land,188,Hectares
S12000042,Dundee City,Local Authority,2016,Urban Vacant Land,188,Hectares
S12000042,Dundee City,Local Authority,2007,Urban Vacant Land,178,Hectares
S12000042,Dundee City,Local Authority,2002,Urban Vacant Land,187,Hectares
S12000042,Dundee City,Local Authority,2009,Urban Vacant Land,171,Hectares
S12000042,Dundee City,Local Authority,2004,Urban Vacant Land,190,Hectares
S12000042,Dundee City,Local Authority,2015,Urban Vacant Land,199,Hectares
S12000042,Dundee City,Local Authority,2016,Derelict Land,16,Hectares
S12000042,Dundee City,Local Authority,2008,Urban Vacant Land,164,Hectares
S12000042,Dundee City,Local Authority,2017,Derelict Land,14,Hectares
S12000042,Dundee City,Local Authority,2012,Urban Vacant Land,172,Hectares
S12000042,Dundee City,Local Authority,2006,Urban Vacant Land,192,Hectares
S12000042,Dundee City,Local Authority,2014,Urban Vacant Land,193,Hectares
S12000042,Dundee City,Local Authority,2005,Urban Vacant Land,174,Hectares
S12000042,Dundee City,Local Authority,2013,Urban Vacant Land,182,Hectares
S12000042,Dundee City,Local Authority,2011,Urban Vacant Land,184,Hectares
S12000042,Dundee City,Local Authority,2003,Urban Vacant Land,176,Hectares
S12000042,Dundee City,Local Authority,2005,Derelict Land,39,Hectares
S12000042,Dundee City,Local Authority,2019,Derelict Land,14,Hectares
S12000042,Dundee City,Local Authority,2017,Urban Vacant Land,168,Hectares
S12000042,Dundee City,Local Authority,2002,Derelict Land,49,Hectares
S12000042,Dundee City,Local Authority,2018,Derelict Land,17,Hectares
S12000042,Dundee City,Local Authority,2007,Derelict Land,42,Hectares
S12000042,Dundee City,Local Authority,2008,Derelict Land,42,Hectares
S12000042,Dundee City,Local Authority,2018,Urban Vacant Land,167,Hectares
S12000042,Dundee City,Local Authority,2010,Derelict Land,37,Hectares
S12000042,Dundee City,Local Authority,2011,Derelict Land,14,Hectares
S12000042,Dundee City,Local Authority,2003,Derelict Land,45,Hectares
S12000042,Dundee City,Local Authority,2009,Derelict Land,40,Hectares
S12000042,Dundee City,Local Authority,2014,Derelict Land,18,Hectares
S12000042,Dundee City,Local Authority,2006,Derelict Land,42,Hectares
S12000042,Dundee City,Local Authority,2013,Derelict Land,14,Hectares
S12000042,Dundee City,Local Authority,2012,Derelict Land,14,Hectares
S12000042,Dundee City,Local Authority,2004,Derelict Land,44,Hectares
S12000042,Dundee City,Local Authority,2015,Derelict Land,16,Hectares
S12000042,Dundee City,Local Authority,2019,Urban Vacant Land,177,Hectares
S12000045,East Dunbartonshire,Local Authority,2016,Derelict Land,67,Hectares
S12000045,East Dunbartonshire,Local Authority,2005,Urban Vacant Land,28,Hectares
S12000045,East Dunbartonshire,Local Authority,2008,Urban Vacant Land,20,Hectares
S12000045,East Dunbartonshire,Local Authority,2013,Urban Vacant Land,10,Hectares
S12000045,East Dunbartonshire,Local Authority,2015,Urban Vacant Land,10,Hectares
S12000045,East Dunbartonshire,Local Authority,2017,Derelict Land,69,Hectares
S12000045,East Dunbartonshire,Local Authority,2012,Urban Vacant Land,14,Hectares
S12000045,East Dunbartonshire,Local Authority,2019,Urban Vacant Land,25,Hectares
S12000045,East Dunbartonshire,Local Authority,2006,Derelict Land,87,Hectares
S12000045,East Dunbartonshire,Local Authority,2015,Derelict Land,61,Hectares
S12000045,East Dunbartonshire,Local Authority,2014,Derelict Land,52,Hectares
S12000045,East Dunbartonshire,Local Authority,2002,Derelict Land,70,Hectares
S12000045,East Dunbartonshire,Local Authority,2012,Derelict Land,57,Hectares
S12000045,East Dunbartonshire,Local Authority,2018,Derelict Land,43,Hectares
S12000045,East Dunbartonshire,Local Authority,2009,Urban Vacant Land,14,Hectares
S12000045,East Dunbartonshire,Local Authority,2008,Derelict Land,57,Hectares
S12000045,East Dunbartonshire,Local Authority,2019,Derelict Land,43,Hectares
S12000045,East Dunbartonshire,Local Authority,2004,Derelict Land,54,Hectares
S12000045,East Dunbartonshire,Local Authority,2003,Urban Vacant Land,60,Hectares
S12000045,East Dunbartonshire,Local Authority,2006,Urban Vacant Land,28,Hectares
S12000045,East Dunbartonshire,Local Authority,2002,Urban Vacant Land,39,Hectares
S12000045,East Dunbartonshire,Local Authority,2016,Urban Vacant Land,10,Hectares
S12000045,East Dunbartonshire,Local Authority,2011,Urban Vacant Land,16,Hectares
S12000045,East Dunbartonshire,Local Authority,2007,Urban Vacant Land,27,Hectares
S12000045,East Dunbartonshire,Local Authority,2014,Urban Vacant Land,10,Hectares
S12000045,East Dunbartonshire,Local Authority,2010,Urban Vacant Land,14,Hectares
S12000045,East Dunbartonshire,Local Authority,2007,Derelict Land,57,Hectares
S12000045,East Dunbartonshire,Local Authority,2004,Urban Vacant Land,57,Hectares
S12000045,East Dunbartonshire,Local Authority,2011,Derelict Land,49,Hectares
S12000045,East Dunbartonshire,Local Authority,2013,Derelict Land,56,Hectares
S12000045,East Dunbartonshire,Local Authority,2003,Derelict Land,53,Hectares
S12000045,East Dunbartonshire,Local Authority,2005,Derelict Land,92,Hectares
S12000045,East Dunbartonshire,Local Authority,2009,Derelict Land,56,Hectares
S12000045,East Dunbartonshire,Local Authority,2018,Urban Vacant Land,26,Hectares
S12000045,East Dunbartonshire,Local Authority,2010,Derelict Land,56,Hectares
S12000045,East Dunbartonshire,Local Authority,2017,Urban Vacant Land,7,Hectares
S12000047,Fife,Local Authority,2017,Derelict Land,614,Hectares
S12000047,Fife,Local Authority,2012,Urban Vacant Land,112,Hectares
S12000047,Fife,Local Authority,2016,Urban Vacant Land,126,Hectares
S12000047,Fife,Local Authority,2006,Urban Vacant Land,110,Hectares
S12000047,Fife,Local Authority,2011,Derelict Land,784,Hectares
S12000047,Fife,Local Authority,2002,Derelict Land,528,Hectares
S12000047,Fife,Local Authority,2014,Derelict Land,826,Hectares
S12000047,Fife,Local Authority,2010,Urban Vacant Land,84,Hectares
S12000047,Fife,Local Authority,2013,Derelict Land,820,Hectares
S12000047,Fife,Local Authority,2016,Derelict Land,615,Hectares
S12000047,Fife,Local Authority,2006,Derelict Land,772,Hectares
S12000047,Fife,Local Authority,2011,Urban Vacant Land,88,Hectares
S12000047,Fife,Local Authority,2004,Derelict Land,692,Hectares
S12000047,Fife,Local Authority,2013,Urban Vacant Land,129,Hectares
S12000047,Fife,Local Authority,2018,Urban Vacant Land,129,Hectares
S12000047,Fife,Local Authority,2009,Urban Vacant Land,84,Hectares
S12000047,Fife,Local Authority,2019,Urban Vacant Land,120,Hectares
S12000047,Fife,Local Authority,2017,Urban Vacant Land,129,Hectares
S12000047,Fife,Local Authority,2019,Derelict Land,600,Hectares
S12000047,Fife,Local Authority,2008,Urban Vacant Land,98,Hectares
S12000047,Fife,Local Authority,2005,Urban Vacant Land,123,Hectares
S12000047,Fife,Local Authority,2008,Derelict Land,738,Hectares
S12000047,Fife,Local Authority,2014,Urban Vacant Land,128,Hectares
S12000047,Fife,Local Authority,2004,Urban Vacant Land,107,Hectares
S12000047,Fife,Local Authority,2018,Derelict Land,611,Hectares
S12000047,Fife,Local Authority,2015,Derelict Land,612,Hectares
S12000047,Fife,Local Authority,2003,Urban Vacant Land,97,Hectares
S12000047,Fife,Local Authority,2007,Derelict Land,770,Hectares
S12000047,Fife,Local Authority,2005,Derelict Land,769,Hectares
S12000047,Fife,Local Authority,2015,Urban Vacant Land,132,Hectares
S12000047,Fife,Local Authority,2002,Urban Vacant Land,80,Hectares
S12000047,Fife,Local Authority,2007,Urban Vacant Land,88,Hectares
S12000047,Fife,Local Authority,2010,Derelict Land,746,Hectares
S12000047,Fife,Local Authority,2003,Derelict Land,626,Hectares
S12000047,Fife,Local Authority,2012,Derelict Land,815,Hectares
S12000047,Fife,Local Authority,2009,Derelict Land,747,Hectares
S12000048,Perth and Kinross,Local Authority,2002,Urban Vacant Land,8,Hectares
S12000048,Perth and Kinross,Local Authority,2018,Urban Vacant Land,37,Hectares
S12000048,Perth and Kinross,Local Authority,2007,Derelict Land,55,Hectares
S12000048,Perth and Kinross,Local Authority,2013,Derelict Land,41,Hectares
S12000048,Perth and Kinross,Local Authority,2014,Urban Vacant Land,41,Hectares
S12000048,Perth and Kinross,Local Authority,2002,Derelict Land,98,Hectares
S12000048,Perth and Kinross,Local Authority,2012,Derelict Land,40,Hectares
S12000048,Perth and Kinross,Local Authority,2011,Derelict Land,41,Hectares
S12000048,Perth and Kinross,Local Authority,2004,Derelict Land,94,Hectares
S12000048,Perth and Kinross,Local Authority,2016,Urban Vacant Land,38,Hectares
S12000048,Perth and Kinross,Local Authority,2009,Urban Vacant Land,11,Hectares
S12000048,Perth and Kinross,Local Authority,2003,Urban Vacant Land,7,Hectares
S12000048,Perth and Kinross,Local Authority,2009,Derelict Land,40,Hectares
S12000048,Perth and Kinross,Local Authority,2007,Urban Vacant Land,22,Hectares
S12000048,Perth and Kinross,Local Authority,2015,Urban Vacant Land,40,Hectares
S12000048,Perth and Kinross,Local Authority,2008,Urban Vacant Land,11,Hectares
S12000048,Perth and Kinross,Local Authority,2006,Urban Vacant Land,17,Hectares
S12000048,Perth and Kinross,Local Authority,2012,Urban Vacant Land,9,Hectares
S12000048,Perth and Kinross,Local Authority,2004,Urban Vacant Land,18,Hectares
S12000048,Perth and Kinross,Local Authority,2010,Derelict Land,38,Hectares
S12000048,Perth and Kinross,Local Authority,2018,Derelict Land,22,Hectares
S12000048,Perth and Kinross,Local Authority,2005,Urban Vacant Land,28,Hectares
S12000048,Perth and Kinross,Local Authority,2010,Urban Vacant Land,11,Hectares
S12000048,Perth and Kinross,Local Authority,2006,Derelict Land,70,Hectares
S12000048,Perth and Kinross,Local Authority,2015,Derelict Land,32,Hectares
S12000048,Perth and Kinross,Local Authority,2017,Urban Vacant Land,38,Hectares
S12000048,Perth and Kinross,Local Authority,2005,Derelict Land,68,Hectares
S12000048,Perth and Kinross,Local Authority,2008,Derelict Land,30,Hectares
S12000048,Perth and Kinross,Local Authority,2013,Urban Vacant Land,16,Hectares
S12000048,Perth and Kinross,Local Authority,2014,Derelict Land,31,Hectares
S12000048,Perth and Kinross,Local Authority,2003,Derelict Land,98,Hectares
S12000048,Perth and Kinross,Local Authority,2019,Derelict Land,24,Hectares
S12000048,Perth and Kinross,Local Authority,2016,Derelict Land,27,Hectares
S12000048,Perth and Kinross,Local Authority,2019,Urban Vacant Land,36,Hectares
S12000048,Perth and Kinross,Local Authority,2011,Urban Vacant Land,9,Hectares
S12000048,Perth and Kinross,Local Authority,2017,Derelict Land,21,Hectares
S12000049,Glasgow City,Local Authority,2008,Derelict Land,723,Hectares
S12000049,Glasgow City,Local Authority,2013,Derelict Land,644,Hectares
S12000049,Glasgow City,Local Authority,2015,Derelict Land,641,Hectares
S12000049,Glasgow City,Local Authority,2014,Urban Vacant Land,533,Hectares
S12000049,Glasgow City,Local Authority,2011,Urban Vacant Land,635,Hectares
S12000049,Glasgow City,Local Authority,2006,Urban Vacant Land,596,Hectares
S12000049,Glasgow City,Local Authority,2004,Urban Vacant Land,579,Hectares
S12000049,Glasgow City,Local Authority,2005,Urban Vacant Land,564,Hectares
S12000049,Glasgow City,Local Authority,2003,Derelict Land,742,Hectares
S12000049,Glasgow City,Local Authority,2017,Derelict Land,621,Hectares
S12000049,Glasgow City,Local Authority,2006,Derelict Land,691,Hectares
S12000049,Glasgow City,Local Authority,2002,Derelict Land,767,Hectares
S12000049,Glasgow City,Local Authority,2016,Derelict Land,640,Hectares
S12000049,Glasgow City,Local Authority,2016,Urban Vacant Land,471,Hectares
S12000049,Glasgow City,Local Authority,2015,Urban Vacant Land,504,Hectares
S12000049,Glasgow City,Local Authority,2013,Urban Vacant Land,552,Hectares
S12000049,Glasgow City,Local Authority,2010,Derelict Land,693,Hectares
S12000049,Glasgow City,Local Authority,2017,Urban Vacant Land,449,Hectares
S12000049,Glasgow City,Local Authority,2014,Derelict Land,638,Hectares
S12000049,Glasgow City,Local Authority,2011,Derelict Land,669,Hectares
S12000049,Glasgow City,Local Authority,2012,Derelict Land,657,Hectares
S12000049,Glasgow City,Local Authority,2005,Derelict Land,750,Hectares
S12000049,Glasgow City,Local Authority,2004,Derelict Land,733,Hectares
S12000049,Glasgow City,Local Authority,2007,Derelict Land,700,Hectares
S12000049,Glasgow City,Local Authority,2018,Urban Vacant Land,425,Hectares
S12000049,Glasgow City,Local Authority,2018,Derelict Land,580,Hectares
S12000049,Glasgow City,Local Authority,2019,Derelict Land,530,Hectares
S12000049,Glasgow City,Local Authority,2008,Urban Vacant Land,609,Hectares
S12000049,Glasgow City,Local Authority,2012,Urban Vacant Land,581,Hectares
S12000049,Glasgow City,Local Authority,2002,Urban Vacant Land,595,Hectares
S12000049,Glasgow City,Local Authority,2003,Urban Vacant Land,591,Hectares
S12000049,Glasgow City,Local Authority,2007,Urban Vacant Land,570,Hectares
S12000049,Glasgow City,Local Authority,2009,Derelict Land,719,Hectares
S12000049,Glasgow City,Local Authority,2019,Urban Vacant Land,424,Hectares
S12000049,Glasgow City,Local Authority,2009,Urban Vacant Land,636,Hectares
S12000049,Glasgow City,Local Authority,2010,Urban Vacant Land,636,Hectares
S12000050,North Lanarkshire,Local Authority,2003,Urban Vacant Land,418,Hectares
S12000050,North Lanarkshire,Local Authority,2011,Urban Vacant Land,253,Hectares
S12000050,North Lanarkshire,Local Authority,2010,Urban Vacant Land,301,Hectares
S12000050,North Lanarkshire,Local Authority,2008,Urban Vacant Land,262,Hectares
S12000050,North Lanarkshire,Local Authority,2009,Urban Vacant Land,317,Hectares
S12000050,North Lanarkshire,Local Authority,2005,Urban Vacant Land,316,Hectares
S12000050,North Lanarkshire,Local Authority,2006,Urban Vacant Land,304,Hectares
S12000050,North Lanarkshire,Local Authority,2017,Urban Vacant Land,157,Hectares
