FeatureCode,DateCode,Measurement,Units,Value,Gender,Age,Outcome
S12000026,2009,Count,People,104,All,All,Killed Or Seriously Injured
S12000026,2011,Count,People,69,All,All,Killed Or Seriously Injured
S12000026,2012,Count,People,79,All,All,Killed Or Seriously Injured
S12000026,2013,Count,People,79,All,All,Killed Or Seriously Injured
S12000023,2010,Count,People,5,All,All,Killed Or Seriously Injured
S12000023,2013,Count,People,6,All,All,Killed Or Seriously Injured
S12000026,2010,Count,People,95,All,All,Killed Or Seriously Injured
S12000023,2011,Count,People,1,All,All,Killed Or Seriously Injured
S12000008,2007,Count,People,41,All,All,Killed Or Seriously Injured
S12000008,2008,Count,People,67,All,All,Killed Or Seriously Injured
S12000008,2010,Count,People,55,All,All,Killed Or Seriously Injured
S12000008,2013,Count,People,31,All,All,Killed Or Seriously Injured
S12000008,2012,Count,People,46,All,All,Killed Or Seriously Injured
S08000020,2012,Count,People,382,All,All,Killed Or Seriously Injured
S08000020,2013,Count,People,351,All,All,Killed Or Seriously Injured
S08000019,2012,Count,People,150,All,All,Killed Or Seriously Injured
S12000008,2009,Count,People,49,All,All,Killed Or Seriously Injured
S08000020,2011,Count,People,337,All,All,Killed Or Seriously Injured
S12000006,2010,Count,People,72,All,All,Killed Or Seriously Injured
S12000006,2008,Count,People,115,All,All,Killed Or Seriously Injured
S12000006,2009,Count,People,130,All,All,Killed Or Seriously Injured
S12000006,2013,Count,People,77,All,All,Killed Or Seriously Injured
S12000006,2012,Count,People,90,All,All,Killed Or Seriously Injured
S12000008,2006,Count,People,62,All,All,Killed Or Seriously Injured
S12000008,2011,Count,People,47,All,All,Killed Or Seriously Injured
S12000006,2007,Count,People,170,All,All,Killed Or Seriously Injured
S12000006,2006,Count,People,171,All,All,Killed Or Seriously Injured
S12000019,2010,Count,People,30,All,All,Killed Or Seriously Injured
S12000019,2013,Count,People,31,All,All,Killed Or Seriously Injured
S12000019,2012,Count,People,27,All,All,Killed Or Seriously Injured
S12000018,2008,Count,People,41,All,All,Killed Or Seriously Injured
S12000018,2006,Count,People,39,All,All,Killed Or Seriously Injured
S12000019,2009,Count,People,38,All,All,Killed Or Seriously Injured
S12000019,2006,Count,People,48,All,All,Killed Or Seriously Injured
S12000019,2008,Count,People,37,All,All,Killed Or Seriously Injured
S12000019,2011,Count,People,30,All,All,Killed Or Seriously Injured
S12000019,2007,Count,People,51,All,All,Killed Or Seriously Injured
S12000018,2013,Count,People,12,All,All,Killed Or Seriously Injured
S12000021,2013,Count,People,39,All,All,Killed Or Seriously Injured
S12000018,2010,Count,People,22,All,All,Killed Or Seriously Injured
S12000021,2009,Count,People,66,All,All,Killed Or Seriously Injured
S12000021,2008,Count,People,59,All,All,Killed Or Seriously Injured
S12000018,2007,Count,People,37,All,All,Killed Or Seriously Injured
S12000018,2009,Count,People,28,All,All,Killed Or Seriously Injured
S12000018,2012,Count,People,26,All,All,Killed Or Seriously Injured
S12000018,2011,Count,People,27,All,All,Killed Or Seriously Injured
S12000029,2010,Count,People,95,All,All,Killed Or Seriously Injured
S12000029,2011,Count,People,90,All,All,Killed Or Seriously Injured
S12000029,2006,Count,People,135,All,All,Killed Or Seriously Injured
S12000029,2012,Count,People,81,All,All,Killed Or Seriously Injured
S12000029,2009,Count,People,139,All,All,Killed Or Seriously Injured
S12000026,2007,Count,People,99,All,All,Killed Or Seriously Injured
S12000026,2006,Count,People,89,All,All,Killed Or Seriously Injured
S12000029,2008,Count,People,143,All,All,Killed Or Seriously Injured
S12000029,2007,Count,People,138,All,All,Killed Or Seriously Injured
S12000028,2011,Count,People,41,All,All,Killed Or Seriously Injured
S12000028,2009,Count,People,58,All,All,Killed Or Seriously Injured
S12000028,2010,Count,People,60,All,All,Killed Or Seriously Injured
S12000028,2012,Count,People,34,All,All,Killed Or Seriously Injured
S12000028,2013,Count,People,27,All,All,Killed Or Seriously Injured
S12000028,2007,Count,People,61,All,All,Killed Or Seriously Injured
S12000029,2013,Count,People,76,All,All,Killed Or Seriously Injured
S12000028,2006,Count,People,61,All,All,Killed Or Seriously Injured
S12000028,2008,Count,People,56,All,All,Killed Or Seriously Injured
S12000033,1998,Count,People,107,All,All,Killed Or Seriously Injured
S12000034,1998,Count,People,225,All,All,Killed Or Seriously Injured
S12000027,1998,Count,People,21,All,All,Killed Or Seriously Injured
S12000018,1998,Count,People,67,All,All,Killed Or Seriously Injured
S12000030,1998,Count,People,144,All,All,Killed Or Seriously Injured
S12000010,1998,Count,People,34,All,All,Killed Or Seriously Injured
S12000028,1998,Count,People,120,All,All,Killed Or Seriously Injured
S12000013,1998,Count,People,34,All,All,Killed Or Seriously Injured
S12000026,1998,Count,People,86,All,All,Killed Or Seriously Injured
S12000029,1998,Count,People,262,All,All,Killed Or Seriously Injured
S12000020,1998,Count,People,74,All,All,Killed Or Seriously Injured
S12000006,1999,Count,People,153,All,All,Killed Or Seriously Injured
S12000023,1998,Count,People,17,All,All,Killed Or Seriously Injured
S12000005,1999,Count,People,31,All,All,Killed Or Seriously Injured
S12000008,1999,Count,People,127,All,All,Killed Or Seriously Injured
S12000014,1998,Count,People,74,All,All,Killed Or Seriously Injured
S12000019,1998,Count,People,57,All,All,Killed Or Seriously Injured
S12000021,1998,Count,People,128,All,All,Killed Or Seriously Injured
S12000017,1998,Count,People,344,All,All,Killed Or Seriously Injured
S12000028,2005,Count,People,58,All,All,Killed Or Seriously Injured
S12000045,1998,Count,People,58,All,All,Killed Or Seriously Injured
S12000030,2005,Count,People,95,All,All,Killed Or Seriously Injured
S12000039,1998,Count,People,90,All,All,Killed Or Seriously Injured
S12000038,1998,Count,People,121,All,All,Killed Or Seriously Injured
S12000026,2005,Count,People,142,All,All,Killed Or Seriously Injured
S12000027,2005,Count,People,15,All,All,Killed Or Seriously Injured
S12000038,2005,Count,People,74,All,All,Killed Or Seriously Injured
S12000029,2005,Count,People,115,All,All,Killed Or Seriously Injured
S12000023,2005,Count,People,8,All,All,Killed Or Seriously Injured
S12000006,1998,Count,People,189,All,All,Killed Or Seriously Injured
S12000008,1998,Count,People,120,All,All,Killed Or Seriously Injured
S12000040,1998,Count,People,127,All,All,Killed Or Seriously Injured
S12000011,1998,Count,People,52,All,All,Killed Or Seriously Injured
S12000005,1998,Count,People,30,All,All,Killed Or Seriously Injured
S12000036,1998,Count,People,214,All,All,Killed Or Seriously Injured
S12000035,1998,Count,People,166,All,All,Killed Or Seriously Injured
S12000042,1998,Count,People,105,All,All,Killed Or Seriously Injured
S12000041,1998,Count,People,147,All,All,Killed Or Seriously Injured
S12000034,1997,Count,People,225,All,All,Killed Or Seriously Injured
S12000029,1997,Count,People,248,All,All,Killed Or Seriously Injured
S12000033,1997,Count,People,96,All,All,Killed Or Seriously Injured
S12000036,1997,Count,People,204,All,All,Killed Or Seriously Injured
S12000030,1997,Count,People,127,All,All,Killed Or Seriously Injured
S12000018,1997,Count,People,57,All,All,Killed Or Seriously Injured
S12000014,1997,Count,People,104,All,All,Killed Or Seriously Injured
S12000017,1997,Count,People,316,All,All,Killed Or Seriously Injured
S12000006,1997,Count,People,196,All,All,Killed Or Seriously Injured
S12000005,1997,Count,People,47,All,All,Killed Or Seriously Injured
S12000020,1997,Count,People,79,All,All,Killed Or Seriously Injured
S12000027,1997,Count,People,26,All,All,Killed Or Seriously Injured
S12000019,1997,Count,People,44,All,All,Killed Or Seriously Injured
S12000026,1997,Count,People,110,All,All,Killed Or Seriously Injured
S12000028,1997,Count,People,99,All,All,Killed Or Seriously Injured
S12000035,1997,Count,People,152,All,All,Killed Or Seriously Injured
S12000038,1997,Count,People,141,All,All,Killed Or Seriously Injured
S12000023,1997,Count,People,19,All,All,Killed Or Seriously Injured
S12000021,1997,Count,People,125,All,All,Killed Or Seriously Injured
S12000029,1999,Count,People,258,All,All,Killed Or Seriously Injured
S12000027,1999,Count,People,18,All,All,Killed Or Seriously Injured
S12000028,1999,Count,People,134,All,All,Killed Or Seriously Injured
S12000014,1999,Count,People,75,All,All,Killed Or Seriously Injured
S12000013,1999,Count,People,31,All,All,Killed Or Seriously Injured
S12000026,1999,Count,People,128,All,All,Killed Or Seriously Injured
S12000023,1999,Count,People,32,All,All,Killed Or Seriously Injured
S12000021,1999,Count,People,109,All,All,Killed Or Seriously Injured
S12000020,1999,Count,People,39,All,All,Killed Or Seriously Injured
S12000011,1997,Count,People,49,All,All,Killed Or Seriously Injured
S12000013,1997,Count,People,27,All,All,Killed Or Seriously Injured
S12000017,1999,Count,People,285,All,All,Killed Or Seriously Injured
S12000010,1997,Count,People,54,All,All,Killed Or Seriously Injured
S12000008,1997,Count,People,130,All,All,Killed Or Seriously Injured
S12000011,1999,Count,People,45,All,All,Killed Or Seriously Injured
S12000010,1999,Count,People,60,All,All,Killed Or Seriously Injured
S12000019,1999,Count,People,43,All,All,Killed Or Seriously Injured
S12000018,1999,Count,People,55,All,All,Killed Or Seriously Injured
S12000005,2003,Count,People,35,All,All,Killed Or Seriously Injured
S12000011,2015,Count,People,15,All,All,Killed Or Seriously Injured
S12000008,2003,Count,People,78,All,All,Killed Or Seriously Injured
S12000008,2015,Count,People,32,All,All,Killed Or Seriously Injured
S12000013,2015,Count,People,5,All,All,Killed Or Seriously Injured
S12000011,2002,Count,People,42,All,All,Killed Or Seriously Injured
S12000013,2002,Count,People,21,All,All,Killed Or Seriously Injured
S12000005,2002,Count,People,45,All,All,Killed Or Seriously Injured
S12000006,2003,Count,People,117,All,All,Killed Or Seriously Injured
S12000010,2002,Count,People,61,All,All,Killed Or Seriously Injured
S12000006,2015,Count,People,71,All,All,Killed Or Seriously Injured
S12000033,2015,Count,People,79,All,All,Killed Or Seriously Injured
S12000005,2015,Count,People,10,All,All,Killed Or Seriously Injured
S12000029,2015,Count,People,75,All,All,Killed Or Seriously Injured
S12000034,2015,Count,People,173,All,All,Killed Or Seriously Injured
S12000017,2015,Count,People,75,All,All,Killed Or Seriously Injured
S12000010,2015,Count,People,30,All,All,Killed Or Seriously Injured
S12000014,2015,Count,People,50,All,All,Killed Or Seriously Injured
S12000018,2015,Count,People,18,All,All,Killed Or Seriously Injured
S12000021,2002,Count,People,78,All,All,Killed Or Seriously Injured
S12000023,2002,Count,People,9,All,All,Killed Or Seriously Injured
S12000017,2002,Count,People,212,All,All,Killed Or Seriously Injured
S12000045,2002,Count,People,40,All,All,Killed Or Seriously Injured
S12000020,2002,Count,People,65,All,All,Killed Or Seriously Injured
S12000030,2002,Count,People,107,All,All,Killed Or Seriously Injured
S12000018,2002,Count,People,39,All,All,Killed Or Seriously Injured
S12000034,2002,Count,People,188,All,All,Killed Or Seriously Injured
S12000014,2002,Count,People,104,All,All,Killed Or Seriously Injured
S12000019,2002,Count,People,61,All,All,Killed Or Seriously Injured
S12000042,2002,Count,People,74,All,All,Killed Or Seriously Injured
S12000040,2002,Count,People,67,All,All,Killed Or Seriously Injured
S12000041,2002,Count,People,96,All,All,Killed Or Seriously Injured
S12000008,2002,Count,People,92,All,All,Killed Or Seriously Injured
S12000006,2002,Count,People,128,All,All,Killed Or Seriously Injured
S12000039,2002,Count,People,49,All,All,Killed Or Seriously Injured
S12000038,2002,Count,People,97,All,All,Killed Or Seriously Injured
S12000036,2002,Count,People,221,All,All,Killed Or Seriously Injured
S12000035,2002,Count,People,132,All,All,Killed Or Seriously Injured
S12000021,2005,Count,People,82,All,All,Killed Or Seriously Injured
S12000019,2005,Count,People,62,All,All,Killed Or Seriously Injured
S12000020,2005,Count,People,39,All,All,Killed Or Seriously Injured
S12000006,2005,Count,People,144,All,All,Killed Or Seriously Injured
S12000005,2005,Count,People,25,All,All,Killed Or Seriously Injured
S12000017,2005,Count,People,197,All,All,Killed Or Seriously Injured
S12000018,2005,Count,People,38,All,All,Killed Or Seriously Injured
S12000042,2005,Count,People,65,All,All,Killed Or Seriously Injured
S12000014,2005,Count,People,85,All,All,Killed Or Seriously Injured
S12000013,2005,Count,People,20,All,All,Killed Or Seriously Injured
S12000033,2005,Count,People,82,All,All,Killed Or Seriously Injured
S12000034,2005,Count,People,196,All,All,Killed Or Seriously Injured
S12000036,2005,Count,People,201,All,All,Killed Or Seriously Injured
S12000040,2005,Count,People,100,All,All,Killed Or Seriously Injured
S12000039,2005,Count,People,43,All,All,Killed Or Seriously Injured
S12000011,2005,Count,People,17,All,All,Killed Or Seriously Injured
S12000010,2005,Count,People,50,All,All,Killed Or Seriously Injured
S12000035,2005,Count,People,89,All,All,Killed Or Seriously Injured
S12000008,2005,Count,People,53,All,All,Killed Or Seriously Injured
S12000023,2015,Count,People,1,All,All,Killed Or Seriously Injured
S12000019,2015,Count,People,41,All,All,Killed Or Seriously Injured
S12000021,2015,Count,People,60,All,All,Killed Or Seriously Injured
S12000027,2015,Count,People,6,All,All,Killed Or Seriously Injured
S12000020,2015,Count,People,37,All,All,Killed Or Seriously Injured
S12000036,2015,Count,People,151,All,All,Killed Or Seriously Injured
S12000030,2015,Count,People,70,All,All,Killed Or Seriously Injured
S12000035,2015,Count,People,57,All,All,Killed Or Seriously Injured
S12000038,2015,Count,People,46,All,All,Killed Or Seriously Injured
S12000040,2015,Count,People,59,All,All,Killed Or Seriously Injured
S12000045,2015,Count,People,12,All,All,Killed Or Seriously Injured
S12000039,2015,Count,People,15,All,All,Killed Or Seriously Injured
S12000041,2005,Count,People,87,All,All,Killed Or Seriously Injured
S12000045,2005,Count,People,26,All,All,Killed Or Seriously Injured
S12000026,2015,Count,People,67,All,All,Killed Or Seriously Injured
S12000028,2015,Count,People,51,All,All,Killed Or Seriously Injured
S12000042,2015,Count,People,22,All,All,Killed Or Seriously Injured
S12000041,2015,Count,People,43,All,All,Killed Or Seriously Injured
S12000030,2010,Count,People,61,All,All,Killed Or Seriously Injured
S12000030,2013,Count,People,70,All,All,Killed Or Seriously Injured
S12000030,2009,Count,People,59,All,All,Killed Or Seriously Injured
S12000030,2008,Count,People,82,All,All,Killed Or Seriously Injured
S12000030,2007,Count,People,77,All,All,Killed Or Seriously Injured
S12000034,2008,Count,People,258,All,All,Killed Or Seriously Injured
S12000034,2006,Count,People,172,All,All,Killed Or Seriously Injured
S12000034,2007,Count,People,188,All,All,Killed Or Seriously Injured
S12000030,2012,Count,People,59,All,All,Killed Or Seriously Injured
S12000030,2011,Count,People,63,All,All,Killed Or Seriously Injured
S12000036,2009,Count,People,148,All,All,Killed Or Seriously Injured
S12000036,2010,Count,People,135,All,All,Killed Or Seriously Injured
S12000036,2012,Count,People,200,All,All,Killed Or Seriously Injured
S12000036,2007,Count,People,196,All,All,Killed Or Seriously Injured
S12000036,2013,Count,People,136,All,All,Killed Or Seriously Injured
