area_code,reference_area,area_type,year,sector,energy_type,value,units
S12000026,Scottish Borders,Local Authority,2006,Agriculture,Petroleum Products,269.01290233,GWh
S12000026,Scottish Borders,Local Authority,2014,Agriculture,Petroleum Products,266.28343635,GWh
S12000026,Scottish Borders,Local Authority,2015,Agriculture,Coal,0,GWh
S12000026,Scottish Borders,Local Authority,2014,Agriculture,Coal,0,GWh
S12000026,Scottish Borders,Local Authority,2016,Agriculture,Coal,0,GWh
S12000026,Scottish Borders,Local Authority,2016,Agriculture,Petroleum Products,293.00861183,GWh
S12000026,Scottish Borders,Local Authority,2015,Agriculture,Petroleum Products,277.37791951,GWh
S12000026,Scottish Borders,Local Authority,2011,Agriculture,Petroleum Products,259.40099424,GWh
S12000026,Scottish Borders,Local Authority,2012,Agriculture,Coal,0.1118627014,GWh
S12000026,Scottish Borders,Local Authority,2011,Agriculture,Coal,0.107240986,GWh
S12000026,Scottish Borders,Local Authority,2013,Agriculture,Coal,0,GWh
S12000026,Scottish Borders,Local Authority,2013,Agriculture,Petroleum Products,263.90993896,GWh
S12000026,Scottish Borders,Local Authority,2012,Agriculture,Petroleum Products,267.0824998,GWh
S12000023,Orkney Islands,Local Authority,2010,Agriculture,Petroleum Products,111.31760606,GWh
S12000023,Orkney Islands,Local Authority,2011,Agriculture,Coal,0.0563048307,GWh
S12000023,Orkney Islands,Local Authority,2010,Agriculture,Coal,0.0549707999,GWh
S12000023,Orkney Islands,Local Authority,2012,Agriculture,Coal,0.0587313721,GWh
S12000023,Orkney Islands,Local Authority,2012,Agriculture,Petroleum Products,116.27372654,GWh
S12000023,Orkney Islands,Local Authority,2011,Agriculture,Petroleum Products,112.92914832,GWh
S12000023,Orkney Islands,Local Authority,2007,Agriculture,Petroleum Products,111.2038509,GWh
S12000023,Orkney Islands,Local Authority,2008,Agriculture,Coal,0.1791480781,GWh
S12000023,Orkney Islands,Local Authority,2007,Agriculture,Coal,0.1430762956,GWh
S12000023,Orkney Islands,Local Authority,2009,Agriculture,Coal,0,GWh
S12000023,Orkney Islands,Local Authority,2009,Agriculture,Petroleum Products,110.41575643,GWh
S12000023,Orkney Islands,Local Authority,2008,Agriculture,Petroleum Products,108.64356015,GWh
S12000023,Orkney Islands,Local Authority,2016,Agriculture,Petroleum Products,127.56060736,GWh
S12000023,Orkney Islands,Local Authority,2017,Agriculture,Coal,0,GWh
S12000023,Orkney Islands,Local Authority,2016,Agriculture,Coal,0,GWh
S12000023,Orkney Islands,Local Authority,2018,Agriculture,Coal,0,GWh
S12000023,Orkney Islands,Local Authority,2018,Agriculture,Petroleum Products,128.61177979000001,GWh
S12000023,Orkney Islands,Local Authority,2017,Agriculture,Petroleum Products,128.84883176,GWh
S12000023,Orkney Islands,Local Authority,2013,Agriculture,Petroleum Products,114.89505391,GWh
S12000023,Orkney Islands,Local Authority,2014,Agriculture,Coal,0,GWh
S12000023,Orkney Islands,Local Authority,2013,Agriculture,Coal,0,GWh
S12000023,Orkney Islands,Local Authority,2015,Agriculture,Coal,0,GWh
S12000023,Orkney Islands,Local Authority,2015,Agriculture,Petroleum Products,120.75750174,GWh
S12000023,Orkney Islands,Local Authority,2014,Agriculture,Petroleum Products,115.92600516,GWh
S12000027,Shetland Islands,Local Authority,2018,Agriculture,Petroleum Products,69.400740315,GWh
S12000028,South Ayrshire,Local Authority,2005,Agriculture,Coal,0.1932742017,GWh
S12000027,Shetland Islands,Local Authority,2018,Agriculture,Coal,0,GWh
S12000028,South Ayrshire,Local Authority,2006,Agriculture,Coal,0.1075809192,GWh
S12000028,South Ayrshire,Local Authority,2006,Agriculture,Petroleum Products,99.456842056,GWh
S12000028,South Ayrshire,Local Authority,2005,Agriculture,Petroleum Products,104.4976806,GWh
S12000027,Shetland Islands,Local Authority,2015,Agriculture,Petroleum Products,65.156828363,GWh
S12000027,Shetland Islands,Local Authority,2016,Agriculture,Coal,0,GWh
S12000027,Shetland Islands,Local Authority,2015,Agriculture,Coal,0,GWh
S12000027,Shetland Islands,Local Authority,2017,Agriculture,Coal,0,GWh
S12000027,Shetland Islands,Local Authority,2017,Agriculture,Petroleum Products,69.52039079,GWh
S12000027,Shetland Islands,Local Authority,2016,Agriculture,Petroleum Products,68.825340134,GWh
S12000028,South Ayrshire,Local Authority,2010,Agriculture,Petroleum Products,94.586417107,GWh
S12000028,South Ayrshire,Local Authority,2011,Agriculture,Coal,0.0338690605,GWh
S12000028,South Ayrshire,Local Authority,2010,Agriculture,Coal,0.0330666021,GWh
S12000028,South Ayrshire,Local Authority,2012,Agriculture,Coal,0.0353287069,GWh
S12000028,South Ayrshire,Local Authority,2012,Agriculture,Petroleum Products,98.78141449,GWh
S12000028,South Ayrshire,Local Authority,2011,Agriculture,Petroleum Products,95.928750684,GWh
S12000028,South Ayrshire,Local Authority,2007,Agriculture,Petroleum Products,94.426380143,GWh
S12000028,South Ayrshire,Local Authority,2008,Agriculture,Coal,0.1077629985,GWh
S12000028,South Ayrshire,Local Authority,2007,Agriculture,Coal,0.0860647331,GWh
S12000028,South Ayrshire,Local Authority,2009,Agriculture,Coal,0,GWh
S12000028,South Ayrshire,Local Authority,2009,Agriculture,Petroleum Products,93.839701595,GWh
S12000028,South Ayrshire,Local Authority,2008,Agriculture,Petroleum Products,92.238655016,GWh
S12000027,Shetland Islands,Local Authority,2006,Agriculture,Petroleum Products,63.25623505,GWh
S12000027,Shetland Islands,Local Authority,2007,Agriculture,Coal,0.1155389561,GWh
S12000027,Shetland Islands,Local Authority,2006,Agriculture,Coal,0.1444236893,GWh
S12000027,Shetland Islands,Local Authority,2008,Agriculture,Coal,0.1446681402,GWh
S12000027,Shetland Islands,Local Authority,2008,Agriculture,Petroleum Products,58.724491332,GWh
S12000027,Shetland Islands,Local Authority,2007,Agriculture,Petroleum Products,60.081155115,GWh
S12000026,Scottish Borders,Local Authority,2017,Agriculture,Petroleum Products,295.9676825,GWh
S12000026,Scottish Borders,Local Authority,2018,Agriculture,Coal,0,GWh
S12000026,Scottish Borders,Local Authority,2017,Agriculture,Coal,0,GWh
S12000027,Shetland Islands,Local Authority,2005,Agriculture,Coal,0.2594640091,GWh
S12000027,Shetland Islands,Local Authority,2005,Agriculture,Petroleum Products,66.375645547,GWh
S12000026,Scottish Borders,Local Authority,2018,Agriculture,Petroleum Products,295.42324173,GWh
S12000027,Shetland Islands,Local Authority,2012,Agriculture,Petroleum Products,62.72859836,GWh
S12000027,Shetland Islands,Local Authority,2013,Agriculture,Coal,0,GWh
S12000027,Shetland Islands,Local Authority,2012,Agriculture,Coal,0.0474275703,GWh
S12000027,Shetland Islands,Local Authority,2014,Agriculture,Coal,0,GWh
S12000027,Shetland Islands,Local Authority,2014,Agriculture,Petroleum Products,62.557749357,GWh
S12000027,Shetland Islands,Local Authority,2013,Agriculture,Petroleum Products,61.987888289,GWh
S12000027,Shetland Islands,Local Authority,2009,Agriculture,Petroleum Products,59.501209639,GWh
S12000027,Shetland Islands,Local Authority,2010,Agriculture,Coal,0.0443907796,GWh
S12000027,Shetland Islands,Local Authority,2009,Agriculture,Coal,0,GWh
S12000027,Shetland Islands,Local Authority,2011,Agriculture,Coal,0.0454680549,GWh
S12000027,Shetland Islands,Local Authority,2011,Agriculture,Petroleum Products,60.946198283,GWh
S12000027,Shetland Islands,Local Authority,2010,Agriculture,Petroleum Products,60.025526999,GWh
S12000038,Renfrewshire,Local Authority,2013,Commercial,Gas,297.12966027004353,GWh
S12000038,Renfrewshire,Local Authority,2013,Commercial,Coal,0.0782671553,GWh
S12000038,Renfrewshire,Local Authority,2014,Commercial,Coal,0.0698969745,GWh
S12000038,Renfrewshire,Local Authority,2013,Commercial,Petroleum Products,0.6557060989,GWh
S12000038,Renfrewshire,Local Authority,2012,Commercial,Gas,315.97105317243006,GWh
S12000038,Renfrewshire,Local Authority,2012,Commercial,Coal,0.069909407,GWh
S12000038,Renfrewshire,Local Authority,2012,Commercial,Petroleum Products,0.6022788442,GWh
S12000038,Renfrewshire,Local Authority,2015,Commercial,Petroleum Products,1.4616270339,GWh
S12000038,Renfrewshire,Local Authority,2015,Commercial,Gas,240.74830887406088,GWh
S12000038,Renfrewshire,Local Authority,2016,Commercial,Bioenergy & Wastes,0.001063852391281689,GWh
S12000038,Renfrewshire,Local Authority,2014,Commercial,Petroleum Products,0.7342897995,GWh
S12000038,Renfrewshire,Local Authority,2014,Commercial,Gas,245.27804482408666,GWh
S12000038,Renfrewshire,Local Authority,2015,Commercial,Coal,0.0746250115,GWh
S12000038,Renfrewshire,Local Authority,2009,Commercial,Coal,0.1826672695,GWh
S12000038,Renfrewshire,Local Authority,2008,Commercial,Petroleum Products,0.9323219738,GWh
S12000038,Renfrewshire,Local Authority,2009,Commercial,Petroleum Products,0.6578458212,GWh
S12000038,Renfrewshire,Local Authority,2009,Commercial,Gas,294.8774101138916,GWh
S12000038,Renfrewshire,Local Authority,2008,Commercial,Coal,0.0885408415,GWh
S12000038,Renfrewshire,Local Authority,2007,Commercial,Petroleum Products,0.9935620183,GWh
S12000038,Renfrewshire,Local Authority,2008,Commercial,Gas,309.5103113413078,GWh
S12000038,Renfrewshire,Local Authority,2011,Commercial,Gas,275.69472146836,GWh
S12000038,Renfrewshire,Local Authority,2011,Commercial,Coal,0.0882352283,GWh
S12000038,Renfrewshire,Local Authority,2011,Commercial,Petroleum Products,0.7306787311,GWh
S12000038,Renfrewshire,Local Authority,2010,Commercial,Gas,311.9237324738895,GWh
S12000038,Renfrewshire,Local Authority,2010,Commercial,Coal,0.0567638319,GWh
S12000038,Renfrewshire,Local Authority,2010,Commercial,Petroleum Products,0.7436918753,GWh
S12000039,West Dunbartonshire,Local Authority,2006,Commercial,Gas,144.14342196215887,GWh
S12000039,West Dunbartonshire,Local Authority,2006,Commercial,Coal,0.0114917309,GWh
S12000039,West Dunbartonshire,Local Authority,2007,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2006,Commercial,Petroleum Products,1.0842938936,GWh
S12000039,West Dunbartonshire,Local Authority,2005,Commercial,Petroleum Products,1.4232657231,GWh
S12000039,West Dunbartonshire,Local Authority,2005,Commercial,Gas,157.69956595476143,GWh
S12000039,West Dunbartonshire,Local Authority,2006,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2008,Commercial,Coal,0.014730872,GWh
S12000039,West Dunbartonshire,Local Authority,2008,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2008,Commercial,Gas,143.15536481984088,GWh
S12000039,West Dunbartonshire,Local Authority,2007,Commercial,Gas,147.64961330718432,GWh
S12000039,West Dunbartonshire,Local Authority,2007,Commercial,Coal,0.0083522822,GWh
S12000039,West Dunbartonshire,Local Authority,2007,Commercial,Petroleum Products,1.0194061927,GWh
S12000038,Renfrewshire,Local Authority,2017,Commercial,Gas,254.3521430307325,GWh
S12000038,Renfrewshire,Local Authority,2017,Commercial,Coal,0.0653781264,GWh
S12000038,Renfrewshire,Local Authority,2017,Commercial,Petroleum Products,1.2287772331,GWh
S12000038,Renfrewshire,Local Authority,2016,Commercial,Gas,244.6468150271009,GWh
S12000038,Renfrewshire,Local Authority,2016,Commercial,Coal,0.0656163786,GWh
S12000038,Renfrewshire,Local Authority,2016,Commercial,Petroleum Products,1.2163622314,GWh
S12000039,West Dunbartonshire,Local Authority,2005,Commercial,Bioenergy & Wastes,0,GWh
S12000038,Renfrewshire,Local Authority,2018,Commercial,Petroleum Products,1.3408652425,GWh
S12000039,West Dunbartonshire,Local Authority,2005,Commercial,Coal,0.0082405644,GWh
S12000038,Renfrewshire,Local Authority,2018,Commercial,Coal,0.0653781264,GWh
S12000038,Renfrewshire,Local Authority,2018,Commercial,Bioenergy & Wastes,0,GWh
S12000038,Renfrewshire,Local Authority,2018,Commercial,Gas,255.8751505842002,GWh
S12000036,City of Edinburgh,Local Authority,2013,Commercial,Coal,0.5553619704,GWh
S12000036,City of Edinburgh,Local Authority,2013,Commercial,Bioenergy & Wastes,0.028021163064878136,GWh
S12000036,City of Edinburgh,Local Authority,2013,Commercial,Petroleum Products,2.8537441978,GWh
S12000036,City of Edinburgh,Local Authority,2013,Commercial,Gas,960.6915203064782,GWh
S12000036,City of Edinburgh,Local Authority,2012,Commercial,Gas,964.6976088317907,GWh
S12000036,City of Edinburgh,Local Authority,2012,Commercial,Coal,0.5169457544,GWh
S12000036,City of Edinburgh,Local Authority,2012,Commercial,Petroleum Products,2.6525602586,GWh
S12000036,City of Edinburgh,Local Authority,2015,Commercial,Bioenergy & Wastes,0.05775724842384283,GWh
S12000036,City of Edinburgh,Local Authority,2014,Commercial,Petroleum Products,3.2164571488,GWh
S12000036,City of Edinburgh,Local Authority,2015,Commercial,Coal,0.5155149272,GWh
S12000036,City of Edinburgh,Local Authority,2014,Commercial,Coal,0.5277226358,GWh
S12000036,City of Edinburgh,Local Authority,2014,Commercial,Bioenergy & Wastes,0.028263838701262044,GWh
S12000036,City of Edinburgh,Local Authority,2014,Commercial,Gas,882.4717917490614,GWh
S12000036,City of Edinburgh,Local Authority,2010,Commercial,Coal,0.4039901703,GWh
S12000036,City of Edinburgh,Local Authority,2010,Commercial,Bioenergy & Wastes,0.009094740143662272,GWh
S12000036,City of Edinburgh,Local Authority,2010,Commercial,Gas,945.74285099371,GWh
S12000036,City of Edinburgh,Local Authority,2009,Commercial,Gas,922.0656888078018,GWh
S12000036,City of Edinburgh,Local Authority,2009,Commercial,Coal,3.820614424,GWh
S12000036,City of Edinburgh,Local Authority,2009,Commercial,Petroleum Products,2.9277189992,GWh
S12000036,City of Edinburgh,Local Authority,2011,Commercial,Petroleum Products,3.1718825105,GWh
S12000036,City of Edinburgh,Local Authority,2011,Commercial,Gas,902.4847171621177,GWh
S12000036,City of Edinburgh,Local Authority,2012,Commercial,Bioenergy & Wastes,0.01831996903768074,GWh
S12000036,City of Edinburgh,Local Authority,2011,Commercial,Bioenergy & Wastes,0.006402183117426573,GWh
S12000036,City of Edinburgh,Local Authority,2010,Commercial,Petroleum Products,3.2381326776,GWh
S12000036,City of Edinburgh,Local Authority,2011,Commercial,Coal,0.6460583393,GWh
S12000038,Renfrewshire,Local Authority,2005,Commercial,Gas,366.7950414324971,GWh
S12000038,Renfrewshire,Local Authority,2005,Commercial,Coal,0.0498500528,GWh
S12000038,Renfrewshire,Local Authority,2006,Commercial,Bioenergy & Wastes,0,GWh
S12000038,Renfrewshire,Local Authority,2005,Commercial,Petroleum Products,1.3660167341,GWh
S12000036,City of Edinburgh,Local Authority,2018,Commercial,Petroleum Products,3.9151108955,GWh
S12000036,City of Edinburgh,Local Authority,2018,Commercial,Gas,904.7779200808227,GWh
S12000038,Renfrewshire,Local Authority,2005,Commercial,Bioenergy & Wastes,0,GWh
S12000038,Renfrewshire,Local Authority,2007,Commercial,Coal,0.0503564114,GWh
S12000038,Renfrewshire,Local Authority,2007,Commercial,Bioenergy & Wastes,0,GWh
S12000038,Renfrewshire,Local Authority,2007,Commercial,Gas,342.7259694456313,GWh
S12000038,Renfrewshire,Local Authority,2006,Commercial,Gas,358.8002476409414,GWh
S12000038,Renfrewshire,Local Authority,2006,Commercial,Coal,0.0692843178,GWh
S12000038,Renfrewshire,Local Authority,2006,Commercial,Petroleum Products,1.0568046674,GWh
S12000036,City of Edinburgh,Local Authority,2016,Commercial,Gas,835.0229076191335,GWh
S12000036,City of Edinburgh,Local Authority,2016,Commercial,Coal,0.4890171584,GWh
S12000036,City of Edinburgh,Local Authority,2016,Commercial,Petroleum Products,3.5515821349,GWh
S12000036,City of Edinburgh,Local Authority,2015,Commercial,Petroleum Products,4.3085204057,GWh
S12000036,City of Edinburgh,Local Authority,2015,Commercial,Gas,870.1765304748351,GWh
S12000036,City of Edinburgh,Local Authority,2016,Commercial,Bioenergy & Wastes,0.059099550109345936,GWh
S12000036,City of Edinburgh,Local Authority,2018,Commercial,Bioenergy & Wastes,0,GWh
S12000036,City of Edinburgh,Local Authority,2017,Commercial,Petroleum Products,3.5878319377,GWh
S12000036,City of Edinburgh,Local Authority,2018,Commercial,Coal,0.48724149,GWh
S12000036,City of Edinburgh,Local Authority,2017,Commercial,Coal,0.48724149,GWh
S12000036,City of Edinburgh,Local Authority,2017,Commercial,Bioenergy & Wastes,0.03184356779964546,GWh
S12000036,City of Edinburgh,Local Authority,2017,Commercial,Gas,901.117466361241,GWh
S12000040,West Lothian,Local Authority,2011,Commercial,Gas,316.28667402323055,GWh
S12000040,West Lothian,Local Authority,2011,Commercial,Coal,0.1115148249,GWh
S12000040,West Lothian,Local Authority,2012,Commercial,Bioenergy & Wastes,0.1003004436395422,GWh
S12000040,West Lothian,Local Authority,2011,Commercial,Petroleum Products,2.3805034368,GWh
S12000040,West Lothian,Local Authority,2010,Commercial,Petroleum Products,2.4473609806,GWh
S12000040,West Lothian,Local Authority,2010,Commercial,Gas,427.10189029678014,GWh
S12000040,West Lothian,Local Authority,2011,Commercial,Bioenergy & Wastes,0.028965984915552447,GWh
S12000040,West Lothian,Local Authority,2013,Commercial,Coal,0.0977913667,GWh
S12000040,West Lothian,Local Authority,2013,Commercial,Bioenergy & Wastes,0.13127735324393494,GWh
S12000040,West Lothian,Local Authority,2013,Commercial,Gas,349.0354851833695,GWh
S12000040,West Lothian,Local Authority,2012,Commercial,Gas,360.2204484339369,GWh
S12000040,West Lothian,Local Authority,2012,Commercial,Coal,0.0913206208,GWh
S12000040,West Lothian,Local Authority,2012,Commercial,Petroleum Products,2.0022595744,GWh
S12000040,West Lothian,Local Authority,2008,Commercial,Coal,0.1112969601,GWh
S12000040,West Lothian,Local Authority,2008,Commercial,Bioenergy & Wastes,0.047370784421771076,GWh
S12000040,West Lothian,Local Authority,2008,Commercial,Petroleum Products,3.1176261415,GWh
S12000040,West Lothian,Local Authority,2008,Commercial,Gas,349.710121931616,GWh
S12000040,West Lothian,Local Authority,2007,Commercial,Gas,353.9672367048032,GWh
S12000040,West Lothian,Local Authority,2007,Commercial,Coal,0.0634846345,GWh
S12000040,West Lothian,Local Authority,2007,Commercial,Petroleum Products,3.333187296,GWh
S12000040,West Lothian,Local Authority,2010,Commercial,Bioenergy & Wastes,0.04075019123121037,GWh
S12000040,West Lothian,Local Authority,2009,Commercial,Petroleum Products,2.1817612161,GWh
S12000040,West Lothian,Local Authority,2010,Commercial,Coal,0.069739202,GWh
S12000040,West Lothian,Local Authority,2009,Commercial,Coal,0.599567833,GWh
S12000040,West Lothian,Local Authority,2009,Commercial,Bioenergy & Wastes,0.03829024250833522,GWh
S12000040,West Lothian,Local Authority,2009,Commercial,Gas,328.75384300700944,GWh
S12000040,West Lothian,Local Authority,2017,Commercial,Petroleum Products,2.0467049685,GWh
S12000040,West Lothian,Local Authority,2017,Commercial,Gas,379.6702404518733,GWh
S12000040,West Lothian,Local Authority,2018,Commercial,Coal,0.0876657072,GWh
S12000040,West Lothian,Local Authority,2018,Commercial,Bioenergy & Wastes,0,GWh
S12000040,West Lothian,Local Authority,2017,Commercial,Bioenergy & Wastes,0.11292798962823422,GWh
S12000040,West Lothian,Local Authority,2016,Commercial,Petroleum Products,2.0260260028,GWh
S12000040,West Lothian,Local Authority,2017,Commercial,Coal,0.0876657072,GWh
S12000041,Angus,Local Authority,2005,Commercial,Gas,171.03551435564742,GWh
S12000041,Angus,Local Authority,2005,Commercial,Coal,0.15963866,GWh
S12000041,Angus,Local Authority,2005,Commercial,Petroleum Products,4.1071091582,GWh
S12000040,West Lothian,Local Authority,2018,Commercial,Petroleum Products,2.233403638,GWh
S12000040,West Lothian,Local Authority,2018,Commercial,Gas,386.90628194052624,GWh
S12000041,Angus,Local Authority,2005,Commercial,Bioenergy & Wastes,0,GWh
S12000040,West Lothian,Local Authority,2014,Commercial,Petroleum Products,2.4698883604,GWh
S12000040,West Lothian,Local Authority,2014,Commercial,Gas,301.64898558167107,GWh
S12000040,West Lothian,Local Authority,2015,Commercial,Bioenergy & Wastes,0.21422789068936005,GWh
S12000040,West Lothian,Local Authority,2014,Commercial,Bioenergy & Wastes,0.10440820333438795,GWh
S12000040,West Lothian,Local Authority,2013,Commercial,Petroleum Products,2.135368867,GWh
S12000040,West Lothian,Local Authority,2014,Commercial,Coal,0.0881137762,GWh
S12000040,West Lothian,Local Authority,2016,Commercial,Coal,0.0879851833,GWh
S12000040,West Lothian,Local Authority,2016,Commercial,Bioenergy & Wastes,0.20958685187617196,GWh
S12000040,West Lothian,Local Authority,2016,Commercial,Gas,313.13511528155453,GWh
S12000040,West Lothian,Local Authority,2015,Commercial,Gas,302.77054805042303,GWh
S12000040,West Lothian,Local Authority,2015,Commercial,Coal,0.0880977152,GWh
S12000040,West Lothian,Local Authority,2015,Commercial,Petroleum Products,2.324827603,GWh
S12000039,West Dunbartonshire,Local Authority,2012,Commercial,Petroleum Products,0.5974434274,GWh
S12000039,West Dunbartonshire,Local Authority,2012,Commercial,Gas,149.92421563344607,GWh
S12000039,West Dunbartonshire,Local Authority,2013,Commercial,Coal,0.0129491211,GWh
S12000039,West Dunbartonshire,Local Authority,2013,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2012,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2011,Commercial,Petroleum Products,0.7195850369,GWh
S12000039,West Dunbartonshire,Local Authority,2012,Commercial,Coal,0.011719458,GWh
S12000039,West Dunbartonshire,Local Authority,2014,Commercial,Gas,121.95360733793598,GWh
S12000039,West Dunbartonshire,Local Authority,2014,Commercial,Coal,0.0117443811,GWh
S12000039,West Dunbartonshire,Local Authority,2014,Commercial,Petroleum Products,0.7313902545,GWh
S12000039,West Dunbartonshire,Local Authority,2013,Commercial,Petroleum Products,0.6618465295,GWh
S12000039,West Dunbartonshire,Local Authority,2013,Commercial,Gas,146.20216112395724,GWh
S12000039,West Dunbartonshire,Local Authority,2014,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2009,Commercial,Petroleum Products,0.6546342897,GWh
S12000039,West Dunbartonshire,Local Authority,2009,Commercial,Gas,121.65591661219739,GWh
S12000039,West Dunbartonshire,Local Authority,2010,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2009,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2008,Commercial,Petroleum Products,0.9429523055,GWh
S12000039,West Dunbartonshire,Local Authority,2009,Commercial,Coal,0.0429579869,GWh
S12000039,West Dunbartonshire,Local Authority,2011,Commercial,Coal,0.0147112987,GWh
S12000039,West Dunbartonshire,Local Authority,2011,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2011,Commercial,Gas,133.53166171291184,GWh
S12000039,West Dunbartonshire,Local Authority,2010,Commercial,Gas,142.21948299797836,GWh
S12000039,West Dunbartonshire,Local Authority,2010,Commercial,Coal,0.0094001336,GWh
S12000039,West Dunbartonshire,Local Authority,2010,Commercial,Petroleum Products,0.7368409447,GWh
S12000040,West Lothian,Local Authority,2005,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2018,Commercial,Petroleum Products,1.5611960229,GWh
S12000040,West Lothian,Local Authority,2005,Commercial,Gas,389.7349052567138,GWh
S12000040,West Lothian,Local Authority,2005,Commercial,Coal,0.0631008096,GWh
S12000039,West Dunbartonshire,Local Authority,2018,Commercial,Coal,0.0109192093,GWh
S12000039,West Dunbartonshire,Local Authority,2018,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2018,Commercial,Gas,97.90731231313269,GWh
S12000040,West Lothian,Local Authority,2006,Commercial,Petroleum Products,3.5453528277,GWh
S12000040,West Lothian,Local Authority,2006,Commercial,Gas,356.5813536013359,GWh
S12000040,West Lothian,Local Authority,2007,Commercial,Bioenergy & Wastes,0,GWh
S12000040,West Lothian,Local Authority,2006,Commercial,Bioenergy & Wastes,0,GWh
S12000040,West Lothian,Local Authority,2005,Commercial,Petroleum Products,4.5950828614,GWh
S12000040,West Lothian,Local Authority,2006,Commercial,Coal,0.0873471615,GWh
S12000039,West Dunbartonshire,Local Authority,2016,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2015,Commercial,Petroleum Products,1.7796921823,GWh
S12000039,West Dunbartonshire,Local Authority,2016,Commercial,Coal,0.0109590072,GWh
S12000039,West Dunbartonshire,Local Authority,2015,Commercial,Coal,0.0122814661,GWh
S12000039,West Dunbartonshire,Local Authority,2015,Commercial,Bioenergy & Wastes,0,GWh
S12000039,West Dunbartonshire,Local Authority,2015,Commercial,Gas,120.16370606821988,GWh
S12000039,West Dunbartonshire,Local Authority,2017,Commercial,Gas,105.0028685199764,GWh
S12000039,West Dunbartonshire,Local Authority,2017,Commercial,Coal,0.0109192093,GWh
S12000039,West Dunbartonshire,Local Authority,2017,Commercial,Petroleum Products,1.4306897336,GWh
S12000039,West Dunbartonshire,Local Authority,2016,Commercial,Petroleum Products,1.416234702,GWh
S12000039,West Dunbartonshire,Local Authority,2016,Commercial,Gas,105.59834103897373,GWh
S12000039,West Dunbartonshire,Local Authority,2017,Commercial,Bioenergy & Wastes,0,GWh
S12000033,Aberdeen City,Local Authority,2017,Commercial,Petroleum Products,1.9396702988,GWh
S12000033,Aberdeen City,Local Authority,2017,Commercial,Gas,479.9808471162496,GWh
S12000033,Aberdeen City,Local Authority,2018,Commercial,Coal,0.5442841628,GWh
S12000033,Aberdeen City,Local Authority,2018,Commercial,Bioenergy & Wastes,1.3416641432228007,GWh
S12000033,Aberdeen City,Local Authority,2017,Commercial,Bioenergy & Wastes,6.691013346838436,GWh
S12000033,Aberdeen City,Local Authority,2016,Commercial,Petroleum Products,1.9200727718,GWh
S12000033,Aberdeen City,Local Authority,2017,Commercial,Coal,0.5442841628,GWh
S12000034,Aberdeenshire,Local Authority,2005,Commercial,Gas,336.2499606328386,GWh
S12000034,Aberdeenshire,Local Authority,2005,Commercial,Coal,0.6115690277,GWh
S12000034,Aberdeenshire,Local Authority,2005,Commercial,Petroleum Products,16.577183089,GWh
S12000033,Aberdeen City,Local Authority,2018,Commercial,Petroleum Products,2.1166053739,GWh
S12000033,Aberdeen City,Local Authority,2018,Commercial,Gas,470.7622077349604,GWh
S12000034,Aberdeenshire,Local Authority,2005,Commercial,Bioenergy & Wastes,0,GWh
S12000033,Aberdeen City,Local Authority,2014,Commercial,Gas,451.3843231059433,GWh
S12000033,Aberdeen City,Local Authority,2014,Commercial,Coal,0.5844933643,GWh
S12000033,Aberdeen City,Local Authority,2015,Commercial,Bioenergy & Wastes,6.961524996317067,GWh
S12000033,Aberdeen City,Local Authority,2014,Commercial,Petroleum Products,1.4738887173,GWh
S12000033,Aberdeen City,Local Authority,2013,Commercial,Petroleum Products,1.2980897653,GWh
S12000033,Aberdeen City,Local Authority,2013,Commercial,Gas,492.07673021694933,GWh
S12000033,Aberdeen City,Local Authority,2014,Commercial,Bioenergy & Wastes,3.1248234422831485,GWh
S12000033,Aberdeen City,Local Authority,2016,Commercial,Coal,0.5462677058,GWh
S12000033,Aberdeen City,Local Authority,2016,Commercial,Bioenergy & Wastes,2.53113724743924,GWh
S12000033,Aberdeen City,Local Authority,2016,Commercial,Gas,448.3701302105647,GWh
S12000033,Aberdeen City,Local Authority,2015,Commercial,Gas,471.0878180187067,GWh
S12000033,Aberdeen City,Local Authority,2015,Commercial,Coal,0.6029158658,GWh
S12000033,Aberdeen City,Local Authority,2015,Commercial,Petroleum Products,2.2974940326,GWh
S12000034,Aberdeenshire,Local Authority,2010,Commercial,Bioenergy & Wastes,0.9957270815315672,GWh
