area_code,reference_area,area_type,year,business_demography,measure_type,value,units
S12000039,West Dunbartonshire,Local Authority,2012,Registrations,Count,200,Registrations
S12000027,Shetland Islands,Local Authority,2012,Registrations,Count,75,Registrations
S12000026,Scottish Borders,Local Authority,2012,Registrations,Count,315,Registrations
S12000028,South Ayrshire,Local Authority,2012,Registrations,Count,310,Registrations
S12000034,Aberdeenshire,Local Authority,2013,Registrations,Count,1395,Registrations
S12000033,Aberdeen City,Local Authority,2013,Registrations,Count,1445,Registrations
S12000041,Angus,Local Authority,2013,Registrations,Count,405,Registrations
S12000040,West Lothian,Local Authority,2012,Registrations,Count,480,Registrations
S12000039,West Dunbartonshire,Local Authority,2013,Registrations,Count,250,Registrations
S12000030,Stirling,Local Authority,2013,Registrations,Count,420,Registrations
S12000040,West Lothian,Local Authority,2013,Registrations,Count,630,Registrations
S12000028,South Ayrshire,Local Authority,2013,Registrations,Count,385,Registrations
S12000027,Shetland Islands,Local Authority,2013,Registrations,Count,85,Registrations
S12000029,South Lanarkshire,Local Authority,2013,Registrations,Count,1225,Registrations
S12000041,Angus,Local Authority,2014,Registrations,Count,400,Registrations
S12000034,Aberdeenshire,Local Authority,2014,Registrations,Count,1220,Registrations
S12000035,Argyll and Bute,Local Authority,2014,Registrations,Count,295,Registrations
S12000033,Aberdeen City,Local Authority,2014,Registrations,Count,1315,Registrations
S12000020,Moray,Local Authority,2013,Registrations,Count,285,Registrations
S12000019,Midlothian,Local Authority,2013,Registrations,Count,310,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2013,Registrations,Count,95,Registrations
S12000017,Highland,Local Authority,2013,Registrations,Count,970,Registrations
S12000018,Inverclyde,Local Authority,2013,Registrations,Count,225,Registrations
S12000038,Renfrewshire,Local Authority,2013,Registrations,Count,610,Registrations
S12000048,Perth and Kinross,Local Authority,2013,Registrations,Count,615,Registrations
S12000026,Scottish Borders,Local Authority,2013,Registrations,Count,395,Registrations
S12000021,North Ayrshire,Local Authority,2013,Registrations,Count,415,Registrations
S12000023,Orkney Islands,Local Authority,2013,Registrations,Count,85,Registrations
S12000029,South Lanarkshire,Local Authority,2011,Registrations,Count,905,Registrations
S12000028,South Ayrshire,Local Authority,2011,Registrations,Count,340,Registrations
S12000030,Stirling,Local Authority,2011,Registrations,Count,340,Registrations
S12000026,Scottish Borders,Local Authority,2011,Registrations,Count,315,Registrations
S12000038,Renfrewshire,Local Authority,2011,Registrations,Count,475,Registrations
S12000027,Shetland Islands,Local Authority,2011,Registrations,Count,65,Registrations
S12000033,Aberdeen City,Local Authority,2012,Registrations,Count,1285,Registrations
S12000034,Aberdeenshire,Local Authority,2012,Registrations,Count,1205,Registrations
S12000039,West Dunbartonshire,Local Authority,2011,Registrations,Count,185,Registrations
S12000040,West Lothian,Local Authority,2011,Registrations,Count,515,Registrations
S12000018,Inverclyde,Local Authority,2011,Registrations,Count,195,Registrations
S12000017,Highland,Local Authority,2011,Registrations,Count,765,Registrations
S12000019,Midlothian,Local Authority,2011,Registrations,Count,200,Registrations
S12000014,Falkirk,Local Authority,2011,Registrations,Count,420,Registrations
S12000047,Fife,Local Authority,2011,Registrations,Count,915,Registrations
S12000023,Orkney Islands,Local Authority,2011,Registrations,Count,70,Registrations
S12000021,North Ayrshire,Local Authority,2011,Registrations,Count,310,Registrations
S12000048,Perth and Kinross,Local Authority,2011,Registrations,Count,485,Registrations
S12000020,Moray,Local Authority,2011,Registrations,Count,210,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2011,Registrations,Count,80,Registrations
S12000019,Midlothian,Local Authority,2012,Registrations,Count,205,Registrations
S12000018,Inverclyde,Local Authority,2012,Registrations,Count,190,Registrations
S12000020,Moray,Local Authority,2012,Registrations,Count,240,Registrations
S12000047,Fife,Local Authority,2012,Registrations,Count,920,Registrations
S12000014,Falkirk,Local Authority,2012,Registrations,Count,440,Registrations
S12000017,Highland,Local Authority,2012,Registrations,Count,790,Registrations
S12000048,Perth and Kinross,Local Authority,2012,Registrations,Count,520,Registrations
S12000023,Orkney Islands,Local Authority,2012,Registrations,Count,60,Registrations
S12000038,Renfrewshire,Local Authority,2012,Registrations,Count,525,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2012,Registrations,Count,80,Registrations
S12000021,North Ayrshire,Local Authority,2012,Registrations,Count,295,Registrations
S12000005,Clackmannanshire,Local Authority,2012,Registrations,Count,135,Registrations
S12000036,City of Edinburgh,Local Authority,2012,Registrations,Count,2145,Registrations
S12000006,Dumfries and Galloway,Local Authority,2012,Registrations,Count,320,Registrations
S12000041,Angus,Local Authority,2012,Registrations,Count,340,Registrations
S12000035,Argyll and Bute,Local Authority,2012,Registrations,Count,300,Registrations
S12000010,East Lothian,Local Authority,2012,Registrations,Count,300,Registrations
S12000045,East Dunbartonshire,Local Authority,2012,Registrations,Count,310,Registrations
S12000011,East Renfrewshire,Local Authority,2012,Registrations,Count,290,Registrations
S12000042,Dundee City,Local Authority,2012,Registrations,Count,400,Registrations
S12000008,East Ayrshire,Local Authority,2012,Registrations,Count,310,Registrations
S12000018,Inverclyde,Local Authority,2014,Registrations,Count,215,Registrations
S12000019,Midlothian,Local Authority,2014,Registrations,Count,270,Registrations
S12000047,Fife,Local Authority,2014,Registrations,Count,1170,Registrations
S12000017,Highland,Local Authority,2014,Registrations,Count,960,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2014,Registrations,Count,105,Registrations
S12000021,North Ayrshire,Local Authority,2014,Registrations,Count,425,Registrations
S12000020,Moray,Local Authority,2014,Registrations,Count,315,Registrations
S12000008,East Ayrshire,Local Authority,2014,Registrations,Count,390,Registrations
S12000045,East Dunbartonshire,Local Authority,2014,Registrations,Count,395,Registrations
S12000042,Dundee City,Local Authority,2014,Registrations,Count,500,Registrations
S12000011,East Renfrewshire,Local Authority,2014,Registrations,Count,340,Registrations
S12000014,Falkirk,Local Authority,2014,Registrations,Count,520,Registrations
S12000010,East Lothian,Local Authority,2014,Registrations,Count,315,Registrations
S12000039,West Dunbartonshire,Local Authority,2014,Registrations,Count,265,Registrations
S12000040,West Lothian,Local Authority,2014,Registrations,Count,645,Registrations
S12000029,South Lanarkshire,Local Authority,2014,Registrations,Count,1160,Registrations
S12000030,Stirling,Local Authority,2014,Registrations,Count,430,Registrations
S12000033,Aberdeen City,Local Authority,2015,Registrations,Count,1090,Registrations
S12000034,Aberdeenshire,Local Authority,2015,Registrations,Count,1140,Registrations
S12000048,Perth and Kinross,Local Authority,2014,Registrations,Count,625,Registrations
S12000038,Renfrewshire,Local Authority,2014,Registrations,Count,605,Registrations
S12000023,Orkney Islands,Local Authority,2014,Registrations,Count,70,Registrations
S12000027,Shetland Islands,Local Authority,2014,Registrations,Count,100,Registrations
S12000028,South Ayrshire,Local Authority,2014,Registrations,Count,380,Registrations
S12000026,Scottish Borders,Local Authority,2014,Registrations,Count,450,Registrations
S12000005,Clackmannanshire,Local Authority,2014,Registrations,Count,165,Registrations
S12000036,City of Edinburgh,Local Authority,2014,Registrations,Count,2765,Registrations
S12000006,Dumfries and Galloway,Local Authority,2014,Registrations,Count,425,Registrations
S12000034,Aberdeenshire,Local Authority,2012,De-Registrations,Ratio,47,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2012,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2012,De-Registrations,Ratio,46,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2012,De-Registrations,Ratio,45,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2012,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2012,De-Registrations,Ratio,43,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2011,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2011,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2011,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2011,De-Registrations,Ratio,18,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2011,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2011,De-Registrations,Ratio,44,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2012,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2014,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2012,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2014,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2014,De-Registrations,Ratio,44,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2014,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2014,De-Registrations,Ratio,42,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2014,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2012,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2014,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2012,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2012,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2008,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2008,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2008,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2008,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2008,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2008,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2008,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2008,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2008,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2008,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2008,De-Registrations,Ratio,24,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2011,De-Registrations,Ratio,23,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2011,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2011,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2011,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2011,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2011,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2007,De-Registrations,Ratio,16,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2007,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2007,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2007,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2011,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2007,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2012,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2012,De-Registrations,Ratio,48,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2012,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2013,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2013,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2013,De-Registrations,Ratio,45,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2012,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2012,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2012,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2012,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2012,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2012,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2013,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2013,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2013,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2013,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2013,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2013,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2013,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2013,De-Registrations,Ratio,43,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2013,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2013,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2013,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2013,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2013,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2013,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2013,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2013,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2013,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2013,De-Registrations,Ratio,22,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2013,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2013,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2013,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2014,De-Registrations,Ratio,45,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2013,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2013,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2013,De-Registrations,Ratio,23,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2012,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2012,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2012,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2012,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2012,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2012,De-Registrations,Ratio,42,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2012,De-Registrations,Ratio,37,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2012,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2013,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2013,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2013,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2012,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2012,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2010,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2009,De-Registrations,Ratio,17,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2009,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2010,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2010,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2010,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2009,De-Registrations,Ratio,41,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2009,De-Registrations,Ratio,46,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2009,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2009,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2009,De-Registrations,Ratio,42,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2009,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2010,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2010,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2010,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2010,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2010,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2010,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2010,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2010,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2010,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2010,De-Registrations,Ratio,44,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2010,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2010,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2010,De-Registrations,Ratio,30,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2009,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2009,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2009,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2009,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2009,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2009,De-Registrations,Ratio,44,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2009,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2009,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2009,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2009,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2009,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2009,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2009,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2009,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2009,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2008,De-Registrations,Ratio,17,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2009,De-Registrations,Ratio,38,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2009,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2009,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2009,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2009,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2009,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2008,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2009,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2011,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2011,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000045,East Dunbartonshire,Local Authority,2011,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000010,East Lothian,Local Authority,2011,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2011,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2011,De-Registrations,Ratio,18,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2011,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000036,City of Edinburgh,Local Authority,2011,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000005,Clackmannanshire,Local Authority,2011,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000035,Argyll and Bute,Local Authority,2011,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000042,Dundee City,Local Authority,2011,De-Registrations,Ratio,24,"De-Registrations Per 10,000 Adults"
S12000008,East Ayrshire,Local Authority,2011,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000006,Dumfries and Galloway,Local Authority,2011,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000018,Inverclyde,Local Authority,2008,De-Registrations,Ratio,24,"De-Registrations Per 10,000 Adults"
S12000017,Highland,Local Authority,2008,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2008,De-Registrations,Ratio,26,"De-Registrations Per 10,000 Adults"
S12000014,Falkirk,Local Authority,2008,De-Registrations,Ratio,21,"De-Registrations Per 10,000 Adults"
S12000011,East Renfrewshire,Local Authority,2008,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000047,Fife,Local Authority,2008,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2007,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2007,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000019,Midlothian,Local Authority,2011,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2008,De-Registrations,Ratio,29,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2008,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2008,De-Registrations,Ratio,24,"De-Registrations Per 10,000 Adults"
S12000020,Moray,Local Authority,2010,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000013,Na h-Eileanan Siar,Local Authority,2010,De-Registrations,Ratio,33,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2008,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2008,De-Registrations,Ratio,32,"De-Registrations Per 10,000 Adults"
S12000023,Orkney Islands,Local Authority,2010,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000048,Perth and Kinross,Local Authority,2010,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000021,North Ayrshire,Local Authority,2010,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000029,South Lanarkshire,Local Authority,2008,De-Registrations,Ratio,27,"De-Registrations Per 10,000 Adults"
S12000028,South Ayrshire,Local Authority,2008,De-Registrations,Ratio,31,"De-Registrations Per 10,000 Adults"
S12000030,Stirling,Local Authority,2008,De-Registrations,Ratio,39,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2008,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000038,Renfrewshire,Local Authority,2008,De-Registrations,Ratio,25,"De-Registrations Per 10,000 Adults"
S12000027,Shetland Islands,Local Authority,2008,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000040,West Lothian,Local Authority,2010,De-Registrations,Ratio,34,"De-Registrations Per 10,000 Adults"
S12000039,West Dunbartonshire,Local Authority,2010,De-Registrations,Ratio,22,"De-Registrations Per 10,000 Adults"
S12000034,Aberdeenshire,Local Authority,2011,De-Registrations,Ratio,36,"De-Registrations Per 10,000 Adults"
S12000041,Angus,Local Authority,2011,De-Registrations,Ratio,28,"De-Registrations Per 10,000 Adults"
S12000033,Aberdeen City,Local Authority,2011,De-Registrations,Ratio,40,"De-Registrations Per 10,000 Adults"
S12000026,Scottish Borders,Local Authority,2010,De-Registrations,Ratio,35,"De-Registrations Per 10,000 Adults"
