area_code,reference_area,area_type,year,business_demography,measure_type,value,units
S12000021,North Ayrshire,Local Authority,2015,De-Registrations,Count,345,De-Registrations
S12000020,Moray,Local Authority,2015,De-Registrations,Count,235,De-Registrations
S12000008,East Ayrshire,Local Authority,2015,De-Registrations,Count,310,De-Registrations
S12000045,East Dunbartonshire,Local Authority,2015,De-Registrations,Count,315,De-Registrations
S12000006,Dumfries and Galloway,Local Authority,2015,De-Registrations,Count,390,De-Registrations
S12000042,Dundee City,Local Authority,2015,De-Registrations,Count,450,De-Registrations
S12000011,East Renfrewshire,Local Authority,2015,De-Registrations,Count,325,De-Registrations
S12000014,Falkirk,Local Authority,2015,De-Registrations,Count,435,De-Registrations
S12000010,East Lothian,Local Authority,2015,De-Registrations,Count,270,De-Registrations
S12000040,West Lothian,Local Authority,2015,De-Registrations,Count,475,De-Registrations
S12000030,Stirling,Local Authority,2015,De-Registrations,Count,355,De-Registrations
S12000039,West Dunbartonshire,Local Authority,2015,De-Registrations,Count,220,De-Registrations
S12000034,Aberdeenshire,Local Authority,2016,De-Registrations,Count,1215,De-Registrations
S12000041,Angus,Local Authority,2016,De-Registrations,Count,380,De-Registrations
S12000033,Aberdeen City,Local Authority,2016,De-Registrations,Count,1500,De-Registrations
S12000038,Renfrewshire,Local Authority,2015,De-Registrations,Count,565,De-Registrations
S12000026,Scottish Borders,Local Authority,2015,De-Registrations,Count,385,De-Registrations
S12000023,Orkney Islands,Local Authority,2015,De-Registrations,Count,65,De-Registrations
S12000048,Perth and Kinross,Local Authority,2015,De-Registrations,Count,505,De-Registrations
S12000028,South Ayrshire,Local Authority,2015,De-Registrations,Count,330,De-Registrations
S12000029,South Lanarkshire,Local Authority,2015,De-Registrations,Count,915,De-Registrations
S12000027,Shetland Islands,Local Authority,2015,De-Registrations,Count,70,De-Registrations
S12000030,Stirling,Local Authority,2008,Registrations,Count,400,Registrations
S12000039,West Dunbartonshire,Local Authority,2008,Registrations,Count,180,Registrations
S12000028,South Ayrshire,Local Authority,2008,Registrations,Count,320,Registrations
S12000029,South Lanarkshire,Local Authority,2008,Registrations,Count,875,Registrations
S12000033,Aberdeen City,Local Authority,2009,Registrations,Count,790,Registrations
S12000034,Aberdeenshire,Local Authority,2009,Registrations,Count,820,Registrations
S12000040,West Lothian,Local Authority,2008,Registrations,Count,505,Registrations
S12000023,Orkney Islands,Local Authority,2008,Registrations,Count,55,Registrations
S12000048,Perth and Kinross,Local Authority,2008,Registrations,Count,475,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2008,Registrations,Count,90,Registrations
S12000021,North Ayrshire,Local Authority,2008,Registrations,Count,335,Registrations
S12000026,Scottish Borders,Local Authority,2008,Registrations,Count,375,Registrations
S12000027,Shetland Islands,Local Authority,2008,Registrations,Count,50,Registrations
S12000038,Renfrewshire,Local Authority,2008,Registrations,Count,475,Registrations
S12000011,East Renfrewshire,Local Authority,2009,Registrations,Count,260,Registrations
S12000014,Falkirk,Local Authority,2009,Registrations,Count,345,Registrations
S12000045,East Dunbartonshire,Local Authority,2009,Registrations,Count,275,Registrations
S12000010,East Lothian,Local Authority,2009,Registrations,Count,265,Registrations
S12000017,Highland,Local Authority,2009,Registrations,Count,750,Registrations
S12000018,Inverclyde,Local Authority,2009,Registrations,Count,160,Registrations
S12000047,Fife,Local Authority,2009,Registrations,Count,865,Registrations
S12000036,City of Edinburgh,Local Authority,2009,Registrations,Count,1745,Registrations
S12000005,Clackmannanshire,Local Authority,2009,Registrations,Count,105,Registrations
S12000041,Angus,Local Authority,2009,Registrations,Count,265,Registrations
S12000035,Argyll and Bute,Local Authority,2009,Registrations,Count,245,Registrations
S12000042,Dundee City,Local Authority,2009,Registrations,Count,325,Registrations
S12000008,East Ayrshire,Local Authority,2009,Registrations,Count,255,Registrations
S12000006,Dumfries and Galloway,Local Authority,2009,Registrations,Count,345,Registrations
S12000040,West Lothian,Local Authority,2007,Registrations,Count,525,Registrations
S12000030,Stirling,Local Authority,2007,Registrations,Count,390,Registrations
S12000039,West Dunbartonshire,Local Authority,2007,Registrations,Count,215,Registrations
S12000041,Angus,Local Authority,2008,Registrations,Count,315,Registrations
S12000035,Argyll and Bute,Local Authority,2008,Registrations,Count,275,Registrations
S12000033,Aberdeen City,Local Authority,2008,Registrations,Count,935,Registrations
S12000034,Aberdeenshire,Local Authority,2008,Registrations,Count,1045,Registrations
S12000038,Renfrewshire,Local Authority,2007,Registrations,Count,530,Registrations
S12000026,Scottish Borders,Local Authority,2007,Registrations,Count,420,Registrations
S12000023,Orkney Islands,Local Authority,2007,Registrations,Count,65,Registrations
S12000048,Perth and Kinross,Local Authority,2007,Registrations,Count,520,Registrations
S12000028,South Ayrshire,Local Authority,2007,Registrations,Count,365,Registrations
S12000029,South Lanarkshire,Local Authority,2007,Registrations,Count,985,Registrations
S12000027,Shetland Islands,Local Authority,2007,Registrations,Count,60,Registrations
S12000047,Fife,Local Authority,2008,Registrations,Count,980,Registrations
S12000017,Highland,Local Authority,2008,Registrations,Count,855,Registrations
S12000011,East Renfrewshire,Local Authority,2008,Registrations,Count,265,Registrations
S12000014,Falkirk,Local Authority,2008,Registrations,Count,400,Registrations
S12000019,Midlothian,Local Authority,2008,Registrations,Count,165,Registrations
S12000020,Moray,Local Authority,2008,Registrations,Count,245,Registrations
S12000018,Inverclyde,Local Authority,2008,Registrations,Count,175,Registrations
S12000006,Dumfries and Galloway,Local Authority,2008,Registrations,Count,375,Registrations
S12000042,Dundee City,Local Authority,2008,Registrations,Count,325,Registrations
S12000036,City of Edinburgh,Local Authority,2008,Registrations,Count,1845,Registrations
S12000005,Clackmannanshire,Local Authority,2008,Registrations,Count,135,Registrations
S12000045,East Dunbartonshire,Local Authority,2008,Registrations,Count,310,Registrations
S12000010,East Lothian,Local Authority,2008,Registrations,Count,275,Registrations
S12000008,East Ayrshire,Local Authority,2008,Registrations,Count,285,Registrations
S12000026,Scottish Borders,Local Authority,2010,Registrations,Count,315,Registrations
S12000027,Shetland Islands,Local Authority,2010,Registrations,Count,50,Registrations
S12000048,Perth and Kinross,Local Authority,2010,Registrations,Count,420,Registrations
S12000038,Renfrewshire,Local Authority,2010,Registrations,Count,475,Registrations
S12000030,Stirling,Local Authority,2010,Registrations,Count,355,Registrations
S12000039,West Dunbartonshire,Local Authority,2010,Registrations,Count,185,Registrations
S12000028,South Ayrshire,Local Authority,2010,Registrations,Count,280,Registrations
S12000029,South Lanarkshire,Local Authority,2010,Registrations,Count,810,Registrations
S12000019,Midlothian,Local Authority,2010,Registrations,Count,195,Registrations
S12000020,Moray,Local Authority,2010,Registrations,Count,200,Registrations
S12000017,Highland,Local Authority,2010,Registrations,Count,720,Registrations
S12000018,Inverclyde,Local Authority,2010,Registrations,Count,140,Registrations
S12000021,North Ayrshire,Local Authority,2010,Registrations,Count,290,Registrations
S12000023,Orkney Islands,Local Authority,2010,Registrations,Count,50,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2010,Registrations,Count,65,Registrations
S12000042,Dundee City,Local Authority,2011,Registrations,Count,335,Registrations
S12000008,East Ayrshire,Local Authority,2011,Registrations,Count,285,Registrations
S12000005,Clackmannanshire,Local Authority,2011,Registrations,Count,135,Registrations
S12000006,Dumfries and Galloway,Local Authority,2011,Registrations,Count,385,Registrations
S12000010,East Lothian,Local Authority,2011,Registrations,Count,275,Registrations
S12000011,East Renfrewshire,Local Authority,2011,Registrations,Count,295,Registrations
S12000045,East Dunbartonshire,Local Authority,2011,Registrations,Count,295,Registrations
S12000033,Aberdeen City,Local Authority,2011,Registrations,Count,1215,Registrations
S12000034,Aberdeenshire,Local Authority,2011,Registrations,Count,1175,Registrations
S12000040,West Lothian,Local Authority,2010,Registrations,Count,470,Registrations
S12000035,Argyll and Bute,Local Authority,2011,Registrations,Count,260,Registrations
S12000036,City of Edinburgh,Local Authority,2011,Registrations,Count,2150,Registrations
S12000041,Angus,Local Authority,2011,Registrations,Count,310,Registrations
S12000028,South Ayrshire,Local Authority,2009,Registrations,Count,315,Registrations
S12000029,South Lanarkshire,Local Authority,2009,Registrations,Count,880,Registrations
S12000026,Scottish Borders,Local Authority,2009,Registrations,Count,305,Registrations
S12000027,Shetland Islands,Local Authority,2009,Registrations,Count,45,Registrations
S12000040,West Lothian,Local Authority,2009,Registrations,Count,450,Registrations
S12000030,Stirling,Local Authority,2009,Registrations,Count,305,Registrations
S12000039,West Dunbartonshire,Local Authority,2009,Registrations,Count,165,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2009,Registrations,Count,60,Registrations
S12000021,North Ayrshire,Local Authority,2009,Registrations,Count,260,Registrations
S12000019,Midlothian,Local Authority,2009,Registrations,Count,220,Registrations
S12000020,Moray,Local Authority,2009,Registrations,Count,215,Registrations
S12000048,Perth and Kinross,Local Authority,2009,Registrations,Count,445,Registrations
S12000038,Renfrewshire,Local Authority,2009,Registrations,Count,470,Registrations
S12000023,Orkney Islands,Local Authority,2009,Registrations,Count,65,Registrations
S12000045,East Dunbartonshire,Local Authority,2010,Registrations,Count,280,Registrations
S12000010,East Lothian,Local Authority,2010,Registrations,Count,250,Registrations
S12000042,Dundee City,Local Authority,2010,Registrations,Count,345,Registrations
S12000008,East Ayrshire,Local Authority,2010,Registrations,Count,255,Registrations
S12000014,Falkirk,Local Authority,2010,Registrations,Count,395,Registrations
S12000047,Fife,Local Authority,2010,Registrations,Count,840,Registrations
S12000011,East Renfrewshire,Local Authority,2010,Registrations,Count,250,Registrations
S12000041,Angus,Local Authority,2010,Registrations,Count,275,Registrations
S12000035,Argyll and Bute,Local Authority,2010,Registrations,Count,265,Registrations
S12000033,Aberdeen City,Local Authority,2010,Registrations,Count,1035,Registrations
S12000034,Aberdeenshire,Local Authority,2010,Registrations,Count,880,Registrations
S12000005,Clackmannanshire,Local Authority,2010,Registrations,Count,115,Registrations
S12000006,Dumfries and Galloway,Local Authority,2010,Registrations,Count,315,Registrations
S12000036,City of Edinburgh,Local Authority,2010,Registrations,Count,2070,Registrations
S12000036,City of Edinburgh,Local Authority,2005,Registrations,Count,1855,Registrations
S12000005,Clackmannanshire,Local Authority,2005,Registrations,Count,145,Registrations
S12000041,Angus,Local Authority,2005,Registrations,Count,315,Registrations
S12000035,Argyll and Bute,Local Authority,2005,Registrations,Count,375,Registrations
S12000008,East Ayrshire,Local Authority,2005,Registrations,Count,315,Registrations
S12000045,East Dunbartonshire,Local Authority,2005,Registrations,Count,290,Registrations
S12000006,Dumfries and Galloway,Local Authority,2005,Registrations,Count,520,Registrations
S12000042,Dundee City,Local Authority,2005,Registrations,Count,405,Registrations
S12000039,West Dunbartonshire,Local Authority,2004,Registrations,Count,145,Registrations
S12000040,West Lothian,Local Authority,2004,Registrations,Count,445,Registrations
S12000029,South Lanarkshire,Local Authority,2004,Registrations,Count,850,Registrations
S12000030,Stirling,Local Authority,2004,Registrations,Count,315,Registrations
S12000033,Aberdeen City,Local Authority,2005,Registrations,Count,830,Registrations
S12000034,Aberdeenshire,Local Authority,2005,Registrations,Count,1015,Registrations
S12000021,North Ayrshire,Local Authority,2005,Registrations,Count,360,Registrations
S12000023,Orkney Islands,Local Authority,2005,Registrations,Count,90,Registrations
S12000020,Moray,Local Authority,2005,Registrations,Count,295,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2005,Registrations,Count,90,Registrations
S12000038,Renfrewshire,Local Authority,2005,Registrations,Count,515,Registrations
S12000026,Scottish Borders,Local Authority,2005,Registrations,Count,405,Registrations
S12000048,Perth and Kinross,Local Authority,2005,Registrations,Count,530,Registrations
S12000014,Falkirk,Local Authority,2005,Registrations,Count,395,Registrations
S12000047,Fife,Local Authority,2005,Registrations,Count,900,Registrations
S12000010,East Lothian,Local Authority,2005,Registrations,Count,300,Registrations
S12000011,East Renfrewshire,Local Authority,2005,Registrations,Count,250,Registrations
S12000018,Inverclyde,Local Authority,2005,Registrations,Count,180,Registrations
S12000019,Midlothian,Local Authority,2005,Registrations,Count,230,Registrations
S12000017,Highland,Local Authority,2005,Registrations,Count,920,Registrations
S12000006,Dumfries and Galloway,Local Authority,2004,Registrations,Count,395,Registrations
S12000042,Dundee City,Local Authority,2004,Registrations,Count,320,Registrations
S12000036,City of Edinburgh,Local Authority,2004,Registrations,Count,1710,Registrations
S12000005,Clackmannanshire,Local Authority,2004,Registrations,Count,110,Registrations
S12000010,East Lothian,Local Authority,2004,Registrations,Count,220,Registrations
S12000011,East Renfrewshire,Local Authority,2004,Registrations,Count,210,Registrations
S12000008,East Ayrshire,Local Authority,2004,Registrations,Count,285,Registrations
S12000045,East Dunbartonshire,Local Authority,2004,Registrations,Count,250,Registrations
S12000033,Aberdeen City,Local Authority,2004,Registrations,Count,675,Registrations
S12000041,Angus,Local Authority,2004,Registrations,Count,285,Registrations
S12000035,Argyll and Bute,Local Authority,2004,Registrations,Count,295,Registrations
S12000034,Aberdeenshire,Local Authority,2004,Registrations,Count,795,Registrations
S12000048,Perth and Kinross,Local Authority,2004,Registrations,Count,460,Registrations
S12000038,Renfrewshire,Local Authority,2004,Registrations,Count,405,Registrations
S12000021,North Ayrshire,Local Authority,2004,Registrations,Count,280,Registrations
S12000023,Orkney Islands,Local Authority,2004,Registrations,Count,75,Registrations
S12000027,Shetland Islands,Local Authority,2004,Registrations,Count,55,Registrations
S12000028,South Ayrshire,Local Authority,2004,Registrations,Count,340,Registrations
S12000026,Scottish Borders,Local Authority,2004,Registrations,Count,360,Registrations
S12000017,Highland,Local Authority,2004,Registrations,Count,760,Registrations
S12000018,Inverclyde,Local Authority,2004,Registrations,Count,155,Registrations
S12000014,Falkirk,Local Authority,2004,Registrations,Count,370,Registrations
S12000047,Fife,Local Authority,2004,Registrations,Count,850,Registrations
S12000020,Moray,Local Authority,2004,Registrations,Count,210,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2004,Registrations,Count,60,Registrations
S12000019,Midlothian,Local Authority,2004,Registrations,Count,215,Registrations
S12000033,Aberdeen City,Local Authority,2007,Registrations,Count,1220,Registrations
S12000034,Aberdeenshire,Local Authority,2007,Registrations,Count,1385,Registrations
S12000040,West Lothian,Local Authority,2006,Registrations,Count,465,Registrations
S12000036,City of Edinburgh,Local Authority,2007,Registrations,Count,1990,Registrations
S12000005,Clackmannanshire,Local Authority,2007,Registrations,Count,165,Registrations
S12000041,Angus,Local Authority,2007,Registrations,Count,400,Registrations
S12000035,Argyll and Bute,Local Authority,2007,Registrations,Count,320,Registrations
S12000027,Shetland Islands,Local Authority,2006,Registrations,Count,65,Registrations
S12000028,South Ayrshire,Local Authority,2006,Registrations,Count,340,Registrations
S12000038,Renfrewshire,Local Authority,2006,Registrations,Count,450,Registrations
S12000026,Scottish Borders,Local Authority,2006,Registrations,Count,355,Registrations
S12000030,Stirling,Local Authority,2006,Registrations,Count,340,Registrations
S12000039,West Dunbartonshire,Local Authority,2006,Registrations,Count,160,Registrations
S12000029,South Lanarkshire,Local Authority,2006,Registrations,Count,835,Registrations
S12000018,Inverclyde,Local Authority,2007,Registrations,Count,230,Registrations
S12000019,Midlothian,Local Authority,2007,Registrations,Count,230,Registrations
S12000047,Fife,Local Authority,2007,Registrations,Count,1050,Registrations
S12000017,Highland,Local Authority,2007,Registrations,Count,885,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2007,Registrations,Count,75,Registrations
S12000021,North Ayrshire,Local Authority,2007,Registrations,Count,355,Registrations
S12000020,Moray,Local Authority,2007,Registrations,Count,235,Registrations
S12000008,East Ayrshire,Local Authority,2007,Registrations,Count,305,Registrations
S12000045,East Dunbartonshire,Local Authority,2007,Registrations,Count,340,Registrations
S12000006,Dumfries and Galloway,Local Authority,2007,Registrations,Count,445,Registrations
S12000042,Dundee City,Local Authority,2007,Registrations,Count,370,Registrations
S12000011,East Renfrewshire,Local Authority,2007,Registrations,Count,280,Registrations
S12000014,Falkirk,Local Authority,2007,Registrations,Count,440,Registrations
S12000010,East Lothian,Local Authority,2007,Registrations,Count,265,Registrations
S12000041,Angus,Local Authority,2006,Registrations,Count,330,Registrations
S12000035,Argyll and Bute,Local Authority,2006,Registrations,Count,285,Registrations
S12000033,Aberdeen City,Local Authority,2006,Registrations,Count,760,Registrations
S12000034,Aberdeenshire,Local Authority,2006,Registrations,Count,895,Registrations
S12000006,Dumfries and Galloway,Local Authority,2006,Registrations,Count,400,Registrations
S12000042,Dundee City,Local Authority,2006,Registrations,Count,355,Registrations
S12000036,City of Edinburgh,Local Authority,2006,Registrations,Count,1740,Registrations
S12000005,Clackmannanshire,Local Authority,2006,Registrations,Count,125,Registrations
S12000029,South Lanarkshire,Local Authority,2005,Registrations,Count,890,Registrations
S12000030,Stirling,Local Authority,2005,Registrations,Count,395,Registrations
S12000027,Shetland Islands,Local Authority,2005,Registrations,Count,75,Registrations
S12000028,South Ayrshire,Local Authority,2005,Registrations,Count,345,Registrations
S12000040,West Lothian,Local Authority,2005,Registrations,Count,530,Registrations
S12000039,West Dunbartonshire,Local Authority,2005,Registrations,Count,200,Registrations
S12000020,Moray,Local Authority,2006,Registrations,Count,245,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2006,Registrations,Count,70,Registrations
S12000018,Inverclyde,Local Authority,2006,Registrations,Count,180,Registrations
S12000019,Midlothian,Local Authority,2006,Registrations,Count,225,Registrations
S12000023,Orkney Islands,Local Authority,2006,Registrations,Count,60,Registrations
S12000048,Perth and Kinross,Local Authority,2006,Registrations,Count,485,Registrations
S12000021,North Ayrshire,Local Authority,2006,Registrations,Count,295,Registrations
S12000010,East Lothian,Local Authority,2006,Registrations,Count,255,Registrations
S12000011,East Renfrewshire,Local Authority,2006,Registrations,Count,250,Registrations
S12000008,East Ayrshire,Local Authority,2006,Registrations,Count,275,Registrations
S12000045,East Dunbartonshire,Local Authority,2006,Registrations,Count,250,Registrations
S12000047,Fife,Local Authority,2006,Registrations,Count,840,Registrations
S12000017,Highland,Local Authority,2006,Registrations,Count,800,Registrations
S12000014,Falkirk,Local Authority,2006,Registrations,Count,360,Registrations
S12000045,East Dunbartonshire,Local Authority,2016,Registrations,Count,390,Registrations
S12000010,East Lothian,Local Authority,2016,Registrations,Count,355,Registrations
S12000042,Dundee City,Local Authority,2016,Registrations,Count,500,Registrations
S12000008,East Ayrshire,Local Authority,2016,Registrations,Count,405,Registrations
S12000047,Fife,Local Authority,2016,Registrations,Count,1410,Registrations
S12000017,Highland,Local Authority,2016,Registrations,Count,940,Registrations
S12000011,East Renfrewshire,Local Authority,2016,Registrations,Count,370,Registrations
S12000014,Falkirk,Local Authority,2016,Registrations,Count,520,Registrations
S12000041,Angus,Local Authority,2016,Registrations,Count,385,Registrations
S12000035,Argyll and Bute,Local Authority,2016,Registrations,Count,310,Registrations
S12000033,Aberdeen City,Local Authority,2016,Registrations,Count,1160,Registrations
S12000034,Aberdeenshire,Local Authority,2016,Registrations,Count,1200,Registrations
S12000005,Clackmannanshire,Local Authority,2016,Registrations,Count,140,Registrations
S12000006,Dumfries and Galloway,Local Authority,2016,Registrations,Count,390,Registrations
S12000036,City of Edinburgh,Local Authority,2016,Registrations,Count,2915,Registrations
S12000027,Shetland Islands,Local Authority,2016,Registrations,Count,85,Registrations
S12000028,South Ayrshire,Local Authority,2016,Registrations,Count,455,Registrations
S12000038,Renfrewshire,Local Authority,2016,Registrations,Count,720,Registrations
S12000026,Scottish Borders,Local Authority,2016,Registrations,Count,380,Registrations
S12000039,West Dunbartonshire,Local Authority,2016,Registrations,Count,295,Registrations
S12000040,West Lothian,Local Authority,2016,Registrations,Count,720,Registrations
S12000029,South Lanarkshire,Local Authority,2016,Registrations,Count,1240,Registrations
S12000030,Stirling,Local Authority,2016,Registrations,Count,405,Registrations
S12000020,Moray,Local Authority,2016,Registrations,Count,285,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2016,Registrations,Count,85,Registrations
S12000018,Inverclyde,Local Authority,2016,Registrations,Count,230,Registrations
S12000019,Midlothian,Local Authority,2016,Registrations,Count,315,Registrations
S12000023,Orkney Islands,Local Authority,2016,Registrations,Count,80,Registrations
S12000048,Perth and Kinross,Local Authority,2016,Registrations,Count,550,Registrations
S12000021,North Ayrshire,Local Authority,2016,Registrations,Count,475,Registrations
S12000011,East Renfrewshire,Local Authority,2015,Registrations,Count,375,Registrations
S12000014,Falkirk,Local Authority,2015,Registrations,Count,510,Registrations
S12000045,East Dunbartonshire,Local Authority,2015,Registrations,Count,405,Registrations
S12000010,East Lothian,Local Authority,2015,Registrations,Count,375,Registrations
S12000018,Inverclyde,Local Authority,2015,Registrations,Count,250,Registrations
S12000019,Midlothian,Local Authority,2015,Registrations,Count,280,Registrations
S12000047,Fife,Local Authority,2015,Registrations,Count,1260,Registrations
S12000017,Highland,Local Authority,2015,Registrations,Count,965,Registrations
S12000036,City of Edinburgh,Local Authority,2015,Registrations,Count,3060,Registrations
S12000005,Clackmannanshire,Local Authority,2015,Registrations,Count,165,Registrations
S12000041,Angus,Local Authority,2015,Registrations,Count,385,Registrations
S12000035,Argyll and Bute,Local Authority,2015,Registrations,Count,280,Registrations
S12000042,Dundee City,Local Authority,2015,Registrations,Count,480,Registrations
S12000008,East Ayrshire,Local Authority,2015,Registrations,Count,390,Registrations
S12000006,Dumfries and Galloway,Local Authority,2015,Registrations,Count,390,Registrations
S12000029,South Lanarkshire,Local Authority,2015,Registrations,Count,1260,Registrations
S12000030,Stirling,Local Authority,2015,Registrations,Count,405,Registrations
S12000027,Shetland Islands,Local Authority,2015,Registrations,Count,90,Registrations
S12000028,South Ayrshire,Local Authority,2015,Registrations,Count,410,Registrations
S12000040,West Lothian,Local Authority,2015,Registrations,Count,680,Registrations
S12000039,West Dunbartonshire,Local Authority,2015,Registrations,Count,275,Registrations
S12000021,North Ayrshire,Local Authority,2015,Registrations,Count,385,Registrations
S12000023,Orkney Islands,Local Authority,2015,Registrations,Count,60,Registrations
S12000020,Moray,Local Authority,2015,Registrations,Count,300,Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2015,Registrations,Count,90,Registrations
S12000038,Renfrewshire,Local Authority,2015,Registrations,Count,650,Registrations
S12000026,Scottish Borders,Local Authority,2015,Registrations,Count,370,Registrations
S12000048,Perth and Kinross,Local Authority,2015,Registrations,Count,565,Registrations
S12000006,Dumfries and Galloway,Local Authority,2005,De-Registrations,Count,370,De-Registrations
S12000042,Dundee City,Local Authority,2005,De-Registrations,Count,300,De-Registrations
S12000036,City of Edinburgh,Local Authority,2005,De-Registrations,Count,1555,De-Registrations
S12000005,Clackmannanshire,Local Authority,2005,De-Registrations,Count,100,De-Registrations
S12000010,East Lothian,Local Authority,2005,De-Registrations,Count,230,De-Registrations
S12000011,East Renfrewshire,Local Authority,2005,De-Registrations,Count,250,De-Registrations
S12000008,East Ayrshire,Local Authority,2005,De-Registrations,Count,265,De-Registrations
S12000045,East Dunbartonshire,Local Authority,2005,De-Registrations,Count,255,De-Registrations
S12000033,Aberdeen City,Local Authority,2005,De-Registrations,Count,740,De-Registrations
S12000039,West Dunbartonshire,Local Authority,2004,De-Registrations,Count,130,De-Registrations
S12000040,West Lothian,Local Authority,2004,De-Registrations,Count,390,De-Registrations
S12000041,Angus,Local Authority,2005,De-Registrations,Count,235,De-Registrations
S12000035,Argyll and Bute,Local Authority,2005,De-Registrations,Count,275,De-Registrations
S12000034,Aberdeenshire,Local Authority,2005,De-Registrations,Count,645,De-Registrations
S12000048,Perth and Kinross,Local Authority,2005,De-Registrations,Count,435,De-Registrations
S12000038,Renfrewshire,Local Authority,2005,De-Registrations,Count,450,De-Registrations
S12000021,North Ayrshire,Local Authority,2005,De-Registrations,Count,275,De-Registrations
S12000023,Orkney Islands,Local Authority,2005,De-Registrations,Count,50,De-Registrations
S12000027,Shetland Islands,Local Authority,2005,De-Registrations,Count,50,De-Registrations
S12000028,South Ayrshire,Local Authority,2005,De-Registrations,Count,310,De-Registrations
S12000026,Scottish Borders,Local Authority,2005,De-Registrations,Count,315,De-Registrations
S12000017,Highland,Local Authority,2005,De-Registrations,Count,690,De-Registrations
S12000018,Inverclyde,Local Authority,2005,De-Registrations,Count,145,De-Registrations
S12000014,Falkirk,Local Authority,2005,De-Registrations,Count,350,De-Registrations
S12000047,Fife,Local Authority,2005,De-Registrations,Count,790,De-Registrations
S12000020,Moray,Local Authority,2005,De-Registrations,Count,225,De-Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2005,De-Registrations,Count,65,De-Registrations
S12000019,Midlothian,Local Authority,2005,De-Registrations,Count,165,De-Registrations
S12000008,East Ayrshire,Local Authority,2004,De-Registrations,Count,305,De-Registrations
S12000045,East Dunbartonshire,Local Authority,2004,De-Registrations,Count,290,De-Registrations
S12000006,Dumfries and Galloway,Local Authority,2004,De-Registrations,Count,340,De-Registrations
S12000042,Dundee City,Local Authority,2004,De-Registrations,Count,365,De-Registrations
S12000014,Falkirk,Local Authority,2004,De-Registrations,Count,310,De-Registrations
S12000047,Fife,Local Authority,2004,De-Registrations,Count,890,De-Registrations
S12000010,East Lothian,Local Authority,2004,De-Registrations,Count,235,De-Registrations
S12000011,East Renfrewshire,Local Authority,2004,De-Registrations,Count,270,De-Registrations
S12000034,Aberdeenshire,Local Authority,2004,De-Registrations,Count,740,De-Registrations
S12000041,Angus,Local Authority,2004,De-Registrations,Count,255,De-Registrations
S12000033,Aberdeen City,Local Authority,2004,De-Registrations,Count,805,De-Registrations
S12000036,City of Edinburgh,Local Authority,2004,De-Registrations,Count,1750,De-Registrations
S12000005,Clackmannanshire,Local Authority,2004,De-Registrations,Count,110,De-Registrations
S12000035,Argyll and Bute,Local Authority,2004,De-Registrations,Count,285,De-Registrations
S12000026,Scottish Borders,Local Authority,2004,De-Registrations,Count,350,De-Registrations
S12000027,Shetland Islands,Local Authority,2004,De-Registrations,Count,65,De-Registrations
S12000048,Perth and Kinross,Local Authority,2004,De-Registrations,Count,460,De-Registrations
S12000038,Renfrewshire,Local Authority,2004,De-Registrations,Count,460,De-Registrations
S12000029,South Lanarkshire,Local Authority,2004,De-Registrations,Count,835,De-Registrations
S12000030,Stirling,Local Authority,2004,De-Registrations,Count,290,De-Registrations
S12000028,South Ayrshire,Local Authority,2004,De-Registrations,Count,315,De-Registrations
S12000019,Midlothian,Local Authority,2004,De-Registrations,Count,170,De-Registrations
S12000020,Moray,Local Authority,2004,De-Registrations,Count,200,De-Registrations
S12000017,Highland,Local Authority,2004,De-Registrations,Count,695,De-Registrations
S12000018,Inverclyde,Local Authority,2004,De-Registrations,Count,170,De-Registrations
S12000021,North Ayrshire,Local Authority,2004,De-Registrations,Count,305,De-Registrations
S12000023,Orkney Islands,Local Authority,2004,De-Registrations,Count,60,De-Registrations
S12000013,Na h-Eileanan Siar,Local Authority,2004,De-Registrations,Count,70,De-Registrations
S12000042,Dundee City,Local Authority,2013,Registrations,Count,515,Registrations
S12000006,Dumfries and Galloway,Local Authority,2013,Registrations,Count,435,Registrations
S12000008,East Ayrshire,Local Authority,2013,Registrations,Count,350,Registrations
S12000036,City of Edinburgh,Local Authority,2013,Registrations,Count,2730,Registrations
S12000035,Argyll and Bute,Local Authority,2013,Registrations,Count,320,Registrations
S12000005,Clackmannanshire,Local Authority,2013,Registrations,Count,150,Registrations
S12000014,Falkirk,Local Authority,2013,Registrations,Count,550,Registrations
S12000011,East Renfrewshire,Local Authority,2013,Registrations,Count,360,Registrations
S12000047,Fife,Local Authority,2013,Registrations,Count,1210,Registrations
S12000045,East Dunbartonshire,Local Authority,2013,Registrations,Count,400,Registrations
S12000010,East Lothian,Local Authority,2013,Registrations,Count,350,Registrations
S12000030,Stirling,Local Authority,2012,Registrations,Count,335,Registrations
S12000029,South Lanarkshire,Local Authority,2012,Registrations,Count,915,Registrations
