area_code,reference_area,area_type,year,gender,working_pattern,population_group,measure_type,value,units
S12000018,Inverclyde,Local Authority,2001,All,Part Time,Workplace Based,Median,101,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2005,All,Part Time,Residence Based,Mean,162.6,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,1999,All,Part Time,Workplace Based,Median,95.6,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2001,All,Part Time,Workplace Based,Mean,124,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2002,All,All Patterns,Residence Based,Median,386.8,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2002,All,Part Time,Workplace Based,Mean,146.2,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2001,All,Part Time,Workplace Based,Median,127.7,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,1999,All,Part Time,Workplace Based,Mean,128.1,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,1999,All,All Patterns,Workplace Based,Median,237.7,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2003,All,All Patterns,Residence Based,Mean,350.1,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2001,All,Part Time,Workplace Based,Mean,144.4,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2001,All,Part Time,Workplace Based,Mean,149.6,Pounds (GBP)
S12000030,Stirling,Local Authority,1999,All,All Patterns,Workplace Based,Median,256,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2004,All,Part Time,Residence Based,Mean,132.5,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2002,All,Part Time,Workplace Based,Median,145.7,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2002,All,All Patterns,Workplace Based,Median,330,Pounds (GBP)
S12000047,Fife,Local Authority,2002,All,All Patterns,Workplace Based,Mean,325,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2004,All,Part Time,Residence Based,Median,125.4,Pounds (GBP)
S12000042,Dundee City,Local Authority,2002,All,Part Time,Workplace Based,Median,137.3,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2002,All,Part Time,Workplace Based,Median,123.8,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2002,All,Part Time,Workplace Based,Mean,123.1,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2002,All,Part Time,Workplace Based,Mean,137.8,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2003,All,All Patterns,Residence Based,Mean,380.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2001,All,All Patterns,Workplace Based,Median,267.9,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,1997,All,Part Time,Workplace Based,Mean,97,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2001,All,Part Time,Workplace Based,Mean,115,Pounds (GBP)
S12000019,Midlothian,Local Authority,2001,All,Part Time,Workplace Based,Mean,128.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2002,All,All Patterns,Workplace Based,Median,261,Pounds (GBP)
S12000014,Falkirk,Local Authority,2002,All,All Patterns,Workplace Based,Median,288.4,Pounds (GBP)
S12000047,Fife,Local Authority,2003,All,Part Time,Residence Based,Median,129.5,Pounds (GBP)
S12000020,Moray,Local Authority,2001,All,Part Time,Workplace Based,Mean,130.5,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2002,All,Part Time,Workplace Based,Mean,148.2,Pounds (GBP)
