area_code,reference_area,area_type,year,gender,working_pattern,population_group,measure_type,value,units
S12000038,Renfrewshire,Local Authority,2005,Male,All Patterns,Residence Based,Mean,478.7,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2019,Male,Full Time,Residence Based,Median,675.3,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2010,Male,Part Time,Workplace Based,Mean,159.2,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2007,Male,Part Time,Workplace Based,Mean,185.3,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2019,Male,Part Time,Workplace Based,Mean,299.9,Pounds (GBP)
S12000042,Dundee City,Local Authority,2003,Male,All Patterns,Residence Based,Median,361.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2007,Male,All Patterns,Residence Based,Median,538,Pounds (GBP)
S12000047,Fife,Local Authority,2004,Male,All Patterns,Residence Based,Median,411.5,Pounds (GBP)
S12000019,Midlothian,Local Authority,2002,Male,All Patterns,Residence Based,Mean,445.2,Pounds (GBP)
S12000040,West Lothian,Local Authority,2007,Male,Part Time,Workplace Based,Mean,229.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2019,Male,Full Time,Residence Based,Mean,795.3,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2003,Male,All Patterns,Residence Based,Median,409.6,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2004,Male,All Patterns,Residence Based,Median,403.1,Pounds (GBP)
S12000010,East Lothian,Local Authority,2019,Male,Part Time,Workplace Based,Mean,214.2,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,Male,Part Time,Workplace Based,Mean,124.8,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2004,Male,All Patterns,Residence Based,Median,408.2,Pounds (GBP)
S12000019,Midlothian,Local Authority,2014,Male,All Patterns,Residence Based,Median,465,Pounds (GBP)
S12000017,Highland,Local Authority,2019,Male,Part Time,Workplace Based,Mean,244,Pounds (GBP)
S12000019,Midlothian,Local Authority,2014,Male,All Patterns,Residence Based,Mean,560,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2009,Male,Part Time,Workplace Based,Mean,192.8,Pounds (GBP)
S12000030,Stirling,Local Authority,2003,Male,All Patterns,Residence Based,Median,417.2,Pounds (GBP)
S12000017,Highland,Local Authority,2019,Male,Part Time,Workplace Based,Median,160.6,Pounds (GBP)
S12000041,Angus,Local Authority,2019,Male,Full Time,Residence Based,Median,573.5,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2006,Male,All Patterns,Residence Based,Mean,504.1,Pounds (GBP)
S12000030,Stirling,Local Authority,2003,Male,All Patterns,Residence Based,Mean,665.7,Pounds (GBP)
S12000014,Falkirk,Local Authority,2008,Male,Part Time,Residence Based,Mean,158,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2019,Male,Part Time,Workplace Based,Mean,206.5,Pounds (GBP)
S12000042,Dundee City,Local Authority,2017,Male,All Patterns,Residence Based,Mean,545.3,Pounds (GBP)
S12000017,Highland,Local Authority,2007,Male,Part Time,Workplace Based,Mean,190.8,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2003,Male,All Patterns,Residence Based,Mean,429.5,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2016,Male,All Patterns,Residence Based,Mean,625.8,Pounds (GBP)
S12000041,Angus,Local Authority,2007,Male,Part Time,Workplace Based,Mean,120.3,Pounds (GBP)
S12000020,Moray,Local Authority,2003,Male,All Patterns,Residence Based,Median,355.3,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2003,Male,All Patterns,Residence Based,Mean,620.1,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2019,Male,Full Time,Residence Based,Mean,728.7,Pounds (GBP)
S12000014,Falkirk,Local Authority,2007,Male,All Patterns,Residence Based,Mean,520.1,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2003,Male,All Patterns,Residence Based,Median,450.6,Pounds (GBP)
S12000042,Dundee City,Local Authority,2017,Male,All Patterns,Residence Based,Median,487.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2007,Male,All Patterns,Residence Based,Mean,619.4,Pounds (GBP)
S12000042,Dundee City,Local Authority,2016,Male,All Patterns,Residence Based,Mean,511.7,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2013,Male,All Patterns,Residence Based,Mean,604,Pounds (GBP)
S12000017,Highland,Local Authority,2013,Male,All Patterns,Residence Based,Mean,540,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2014,Male,All Patterns,Residence Based,Mean,547.1,Pounds (GBP)
S12000014,Falkirk,Local Authority,2013,Male,All Patterns,Residence Based,Mean,562.9,Pounds (GBP)
S12000010,East Lothian,Local Authority,2013,Male,All Patterns,Residence Based,Mean,597.2,Pounds (GBP)
S12000042,Dundee City,Local Authority,2008,Male,Part Time,Residence Based,Mean,147.9,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2003,Male,All Patterns,Residence Based,Median,364.7,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2007,Male,Part Time,Workplace Based,Mean,174.1,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2013,Male,All Patterns,Residence Based,Median,476.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2013,Male,All Patterns,Residence Based,Mean,721.2,Pounds (GBP)
S12000010,East Lothian,Local Authority,2013,Male,All Patterns,Residence Based,Median,471.2,Pounds (GBP)
S12000049,Glasgow City,Local Authority,2004,Male,All Patterns,Residence Based,Mean,427.9,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2002,Male,All Patterns,Residence Based,Mean,499.6,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2006,Male,All Patterns,Residence Based,Mean,484.6,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2019,Male,Full Time,Residence Based,Mean,853.9,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2004,Male,All Patterns,Residence Based,Mean,444.6,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2004,Male,All Patterns,Residence Based,Mean,436.5,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2004,Male,All Patterns,Residence Based,Median,402.6,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2004,Male,All Patterns,Residence Based,Mean,432.2,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2002,Male,All Patterns,Residence Based,Median,432.3,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2005,Male,All Patterns,Residence Based,Mean,405.8,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2004,Male,All Patterns,Residence Based,Mean,498.9,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2004,Male,All Patterns,Residence Based,Mean,418.9,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2004,Male,All Patterns,Residence Based,Median,374,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,Male,All Patterns,Residence Based,Median,517.4,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2019,Male,Full Time,Residence Based,Median,676.7,Pounds (GBP)
S12000041,Angus,Local Authority,2005,Male,All Patterns,Residence Based,Median,422.1,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2019,Male,Part Time,Workplace Based,Median,149.7,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2006,Male,All Patterns,Residence Based,Median,476,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2006,Male,All Patterns,Residence Based,Mean,353,Pounds (GBP)
S12000041,Angus,Local Authority,2002,Male,All Patterns,Residence Based,Median,406.3,Pounds (GBP)
S12000014,Falkirk,Local Authority,2007,Male,All Patterns,Residence Based,Median,450.9,Pounds (GBP)
S12000042,Dundee City,Local Authority,2002,Male,All Patterns,Residence Based,Mean,386,Pounds (GBP)
S12000010,East Lothian,Local Authority,2003,Male,All Patterns,Residence Based,Mean,433.3,Pounds (GBP)
S12000041,Angus,Local Authority,2002,Male,All Patterns,Residence Based,Mean,444.6,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,Male,All Patterns,Residence Based,Mean,485.9,Pounds (GBP)
S12000010,East Lothian,Local Authority,2003,Male,All Patterns,Residence Based,Median,383.2,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2002,Male,All Patterns,Residence Based,Mean,485.7,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2019,Male,Part Time,Workplace Based,Mean,163.5,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2007,Male,Part Time,Workplace Based,Mean,224.6,Pounds (GBP)
S12000042,Dundee City,Local Authority,2003,Male,All Patterns,Residence Based,Mean,397.3,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2019,Male,Part Time,Workplace Based,Mean,257.4,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2005,Male,All Patterns,Residence Based,Mean,449.1,Pounds (GBP)
S12000010,East Lothian,Local Authority,2010,Male,All Patterns,Residence Based,Median,460.1,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2017,Male,Part Time,Workplace Based,Mean,210.9,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2017,Male,Part Time,Workplace Based,Median,183.7,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2005,Male,All Patterns,Residence Based,Median,414.2,Pounds (GBP)
S12000010,East Lothian,Local Authority,2006,Male,All Patterns,Residence Based,Median,419.5,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2008,Male,All Patterns,Residence Based,Mean,596.7,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2009,Male,Part Time,Workplace Based,Median,170.5,Pounds (GBP)
S12000041,Angus,Local Authority,2019,Male,Part Time,Workplace Based,Mean,139.4,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2003,Male,All Patterns,Residence Based,Mean,530.9,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2009,Male,Part Time,Workplace Based,Mean,113.4,Pounds (GBP)
S12000030,Stirling,Local Authority,2009,Male,All Patterns,Residence Based,Mean,713.4,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2019,Male,Part Time,Workplace Based,Mean,166.6,Pounds (GBP)
S12000030,Stirling,Local Authority,2009,Male,All Patterns,Residence Based,Median,461.3,Pounds (GBP)
S12000027,Shetland Islands,Local Authority,2004,Male,All Patterns,Residence Based,Median,455.9,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2009,Male,Full Time,Residence Based,Median,585.5,Pounds (GBP)
S12000019,Midlothian,Local Authority,2005,Male,All Patterns,Residence Based,Mean,465.2,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2009,Male,Full Time,Residence Based,Mean,715.9,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2010,Male,All Patterns,Residence Based,Mean,726,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2014,Male,Full Time,Residence Based,Median,543.2,Pounds (GBP)
S12000019,Midlothian,Local Authority,2009,Male,All Patterns,Residence Based,Mean,526.2,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2006,Male,All Patterns,Residence Based,Median,450.2,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2006,Male,All Patterns,Residence Based,Mean,505.2,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,Male,Full Time,Residence Based,Mean,528.1,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2005,Male,All Patterns,Residence Based,Mean,465.2,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2009,Male,All Patterns,Residence Based,Median,487.9,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2009,Male,All Patterns,Residence Based,Median,575.2,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2003,Male,All Patterns,Residence Based,Median,404.9,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2009,Male,All Patterns,Residence Based,Median,446.8,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2010,Male,All Patterns,Residence Based,Median,576.3,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2010,Male,All Patterns,Residence Based,Median,579.2,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2008,Male,All Patterns,Residence Based,Mean,543.7,Pounds (GBP)
S12000020,Moray,Local Authority,2009,Male,All Patterns,Residence Based,Median,435.6,Pounds (GBP)
S12000019,Midlothian,Local Authority,2009,Male,All Patterns,Residence Based,Median,419.7,Pounds (GBP)
S12000040,West Lothian,Local Authority,2004,Male,All Patterns,Residence Based,Median,421.4,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2009,Male,All Patterns,Residence Based,Mean,465,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2009,Male,All Patterns,Residence Based,Median,441.2,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2008,Male,All Patterns,Residence Based,Median,478.1,Pounds (GBP)
S12000041,Angus,Local Authority,2009,Male,All Patterns,Residence Based,Mean,523.4,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2002,Male,All Patterns,Residence Based,Mean,398.6,Pounds (GBP)
S12000019,Midlothian,Local Authority,2002,Male,All Patterns,Residence Based,Median,327.5,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2009,Male,Part Time,Workplace Based,Mean,219.2,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2004,Male,All Patterns,Residence Based,Mean,513.8,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2009,Male,All Patterns,Residence Based,Median,456.9,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2009,Male,Part Time,Workplace Based,Median,150.2,Pounds (GBP)
S12000017,Highland,Local Authority,2010,Male,All Patterns,Residence Based,Median,470.5,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2009,Male,All Patterns,Residence Based,Mean,533.4,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2003,Male,All Patterns,Residence Based,Mean,432.9,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2008,Male,All Patterns,Residence Based,Mean,558.4,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2009,Male,All Patterns,Residence Based,Mean,523.5,Pounds (GBP)
S12000041,Angus,Local Authority,2007,Male,All Patterns,Residence Based,Median,464.2,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2007,Male,All Patterns,Residence Based,Median,515.9,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,Male,All Patterns,Residence Based,Median,473.8,Pounds (GBP)
S12000040,West Lothian,Local Authority,2009,Male,All Patterns,Residence Based,Median,440.7,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2002,Male,All Patterns,Residence Based,Median,398.3,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2002,Male,All Patterns,Residence Based,Mean,421.8,Pounds (GBP)
S12000047,Fife,Local Authority,2010,Male,All Patterns,Residence Based,Median,485.4,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2009,Male,All Patterns,Residence Based,Median,448.3,Pounds (GBP)
S12000030,Stirling,Local Authority,2008,Male,All Patterns,Residence Based,Median,452.5,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2009,Male,All Patterns,Residence Based,Mean,497.4,Pounds (GBP)
S12000017,Highland,Local Authority,2009,Male,All Patterns,Residence Based,Median,452.5,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2004,Male,All Patterns,Residence Based,Median,419.5,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2008,Male,All Patterns,Residence Based,Median,496.5,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2009,Male,All Patterns,Residence Based,Mean,525.1,Pounds (GBP)
S12000047,Fife,Local Authority,2010,Male,All Patterns,Residence Based,Mean,563.7,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2008,Male,All Patterns,Residence Based,Median,479.1,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2008,Male,All Patterns,Residence Based,Mean,647.7,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2004,Male,All Patterns,Residence Based,Mean,363.4,Pounds (GBP)
S12000010,East Lothian,Local Authority,2002,Male,All Patterns,Residence Based,Median,360.4,Pounds (GBP)
S12000041,Angus,Local Authority,2008,Male,All Patterns,Residence Based,Mean,518,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2006,Male,All Patterns,Residence Based,Mean,554.5,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2006,Male,All Patterns,Residence Based,Median,451.4,Pounds (GBP)
S12000014,Falkirk,Local Authority,2010,Male,All Patterns,Residence Based,Mean,534.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2008,Male,All Patterns,Residence Based,Median,536.5,Pounds (GBP)
S12000010,East Lothian,Local Authority,2002,Male,All Patterns,Residence Based,Mean,407.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2008,Male,All Patterns,Residence Based,Mean,592.2,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2008,Male,All Patterns,Residence Based,Mean,416.9,Pounds (GBP)
S12000047,Fife,Local Authority,2008,Male,All Patterns,Residence Based,Mean,551.5,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2007,Male,All Patterns,Residence Based,Mean,480.5,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2006,Male,All Patterns,Residence Based,Median,391.7,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,Male,Full Time,Residence Based,Median,459.8,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2008,Male,All Patterns,Residence Based,Mean,458.3,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2008,Male,All Patterns,Residence Based,Median,498.3,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2008,Male,All Patterns,Residence Based,Mean,527.3,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2014,Male,Full Time,Residence Based,Mean,596.7,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2004,Male,All Patterns,Residence Based,Median,435.7,Pounds (GBP)
S12000029,South Lanarkshire,Local Authority,2007,Male,Part Time,Workplace Based,Mean,140.3,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2002,Male,All Patterns,Residence Based,Median,402.9,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2005,Male,All Patterns,Residence Based,Mean,569.1,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2009,Male,All Patterns,Residence Based,Mean,554.7,Pounds (GBP)
S12000013,Na h-Eileanan Siar,Local Authority,2009,Male,All Patterns,Residence Based,Median,404.7,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2004,Male,All Patterns,Residence Based,Median,437.9,Pounds (GBP)
S12000041,Angus,Local Authority,2008,Male,All Patterns,Residence Based,Median,460,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2005,Male,All Patterns,Residence Based,Median,460,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2007,Male,All Patterns,Residence Based,Median,423.9,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2005,Male,All Patterns,Residence Based,Median,481.6,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2005,Male,All Patterns,Residence Based,Mean,536.9,Pounds (GBP)
S12000014,Falkirk,Local Authority,2009,Male,Part Time,Workplace Based,Mean,180.4,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,Male,All Patterns,Residence Based,Mean,622.6,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2015,Male,Full Time,Residence Based,Median,558.7,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2019,Male,Part Time,Workplace Based,Median,218.1,Pounds (GBP)
S12000045,East Dunbartonshire,Local Authority,2007,Male,Full Time,Residence Based,Mean,682.5,Pounds (GBP)
S12000038,Renfrewshire,Local Authority,2006,Male,All Patterns,Residence Based,Median,429.6,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2006,Male,All Patterns,Residence Based,Mean,461.5,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2007,Male,All Patterns,Residence Based,Median,423.1,Pounds (GBP)
S12000017,Highland,Local Authority,2009,Male,Part Time,Workplace Based,Mean,169.1,Pounds (GBP)
S12000036,City of Edinburgh,Local Authority,2004,Male,All Patterns,Residence Based,Median,428.6,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2005,Male,All Patterns,Residence Based,Mean,381.2,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2015,Male,Full Time,Residence Based,Mean,610.9,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2019,Male,Part Time,Workplace Based,Mean,249.8,Pounds (GBP)
S12000042,Dundee City,Local Authority,2019,Male,Part Time,Workplace Based,Mean,198.3,Pounds (GBP)
S12000010,East Lothian,Local Authority,2008,Male,All Patterns,Residence Based,Mean,537.8,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2008,Male,All Patterns,Residence Based,Mean,552.4,Pounds (GBP)
S12000040,West Lothian,Local Authority,2008,Male,All Patterns,Residence Based,Mean,522.9,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2009,Male,Full Time,Residence Based,Mean,678.3,Pounds (GBP)
S12000030,Stirling,Local Authority,2007,Male,All Patterns,Residence Based,Median,429,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2008,Male,All Patterns,Residence Based,Median,412.8,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2007,Male,Part Time,Workplace Based,Mean,166.9,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2007,Male,All Patterns,Residence Based,Mean,534.4,Pounds (GBP)
S12000008,East Ayrshire,Local Authority,2004,Male,All Patterns,Residence Based,Mean,442.4,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2009,Male,Full Time,Residence Based,Median,548.3,Pounds (GBP)
S12000006,Dumfries and Galloway,Local Authority,2009,Male,All Patterns,Residence Based,Mean,510.7,Pounds (GBP)
S12000010,East Lothian,Local Authority,2007,Male,All Patterns,Residence Based,Median,420.2,Pounds (GBP)
S12000010,East Lothian,Local Authority,2006,Male,All Patterns,Residence Based,Mean,500.8,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2012,Male,Full Time,Residence Based,Median,518,Pounds (GBP)
S12000010,East Lothian,Local Authority,2008,Male,Full Time,Residence Based,Mean,598.8,Pounds (GBP)
S12000010,East Lothian,Local Authority,2008,Male,Full Time,Residence Based,Median,537.2,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2002,Male,All Patterns,Residence Based,Median,422.5,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2009,Male,Part Time,Workplace Based,Mean,161.4,Pounds (GBP)
S12000041,Angus,Local Authority,2003,Male,All Patterns,Residence Based,Median,411.1,Pounds (GBP)
S12000041,Angus,Local Authority,2003,Male,All Patterns,Residence Based,Mean,466.8,Pounds (GBP)
S12000047,Fife,Local Authority,2009,Male,All Patterns,Residence Based,Median,488.5,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,Male,Full Time,Residence Based,Median,644.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2007,Male,Full Time,Residence Based,Median,475.1,Pounds (GBP)
S12000041,Angus,Local Authority,2009,Male,Full Time,Residence Based,Median,510.6,Pounds (GBP)
S12000033,Aberdeen City,Local Authority,2002,Male,All Patterns,Residence Based,Mean,517.6,Pounds (GBP)
S12000020,Moray,Local Authority,2008,Male,All Patterns,Residence Based,Mean,461.4,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2009,Male,Part Time,Workplace Based,Median,124.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2008,Male,All Patterns,Residence Based,Median,458.4,Pounds (GBP)
S12000019,Midlothian,Local Authority,2007,Male,All Patterns,Residence Based,Mean,522.9,Pounds (GBP)
S12000019,Midlothian,Local Authority,2007,Male,All Patterns,Residence Based,Median,461,Pounds (GBP)
S12000019,Midlothian,Local Authority,2008,Male,All Patterns,Residence Based,Mean,546.8,Pounds (GBP)
S12000048,Perth and Kinross,Local Authority,2009,Male,Part Time,Workplace Based,Mean,167.5,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2007,Male,All Patterns,Residence Based,Median,422.5,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2006,Male,All Patterns,Residence Based,Median,460.1,Pounds (GBP)
S12000020,Moray,Local Authority,2008,Male,All Patterns,Residence Based,Median,406.6,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2003,Male,All Patterns,Residence Based,Median,477.8,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2008,Male,All Patterns,Residence Based,Mean,512.2,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2008,Male,All Patterns,Residence Based,Median,441.8,Pounds (GBP)
S12000035,Argyll and Bute,Local Authority,2008,Male,All Patterns,Residence Based,Mean,512.4,Pounds (GBP)
S12000040,West Lothian,Local Authority,2008,Male,Full Time,Residence Based,Mean,556.8,Pounds (GBP)
S12000020,Moray,Local Authority,2003,Male,All Patterns,Residence Based,Mean,407,Pounds (GBP)
S12000018,Inverclyde,Local Authority,2008,Male,All Patterns,Residence Based,Median,428.3,Pounds (GBP)
S12000040,West Lothian,Local Authority,2008,Male,Full Time,Residence Based,Median,473.6,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2002,Male,All Patterns,Residence Based,Mean,514,Pounds (GBP)
S12000017,Highland,Local Authority,2008,Male,All Patterns,Residence Based,Mean,510.3,Pounds (GBP)
S12000017,Highland,Local Authority,2008,Male,All Patterns,Residence Based,Median,437.8,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2008,Male,All Patterns,Residence Based,Mean,668.2,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2013,Male,Full Time,Residence Based,Mean,587.9,Pounds (GBP)
S12000005,Clackmannanshire,Local Authority,2006,Male,All Patterns,Residence Based,Median,441.7,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2013,Male,Full Time,Residence Based,Median,536.6,Pounds (GBP)
S12000014,Falkirk,Local Authority,2008,Male,All Patterns,Residence Based,Mean,502.1,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2014,Male,Part Time,Workplace Based,Mean,203.4,Pounds (GBP)
S12000023,Orkney Islands,Local Authority,2007,Male,Part Time,Workplace Based,Mean,97.8,Pounds (GBP)
S12000017,Highland,Local Authority,2010,Male,All Patterns,Residence Based,Mean,558.2,Pounds (GBP)
S12000034,Aberdeenshire,Local Authority,2004,Male,All Patterns,Residence Based,Mean,516.6,Pounds (GBP)
S12000026,Scottish Borders,Local Authority,2007,Male,Part Time,Workplace Based,Median,83.1,Pounds (GBP)
S12000014,Falkirk,Local Authority,2008,Male,All Patterns,Residence Based,Median,431.8,Pounds (GBP)
S12000039,West Dunbartonshire,Local Authority,2007,Male,All Patterns,Residence Based,Mean,491,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2010,Male,All Patterns,Residence Based,Median,594.9,Pounds (GBP)
S12000021,North Ayrshire,Local Authority,2003,Male,All Patterns,Residence Based,Median,409.6,Pounds (GBP)
S12000011,East Renfrewshire,Local Authority,2010,Male,All Patterns,Residence Based,Mean,724.9,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2005,Male,All Patterns,Residence Based,Mean,513.2,Pounds (GBP)
S12000010,East Lothian,Local Authority,2010,Male,All Patterns,Residence Based,Mean,570,Pounds (GBP)
S12000028,South Ayrshire,Local Authority,2009,Male,All Patterns,Residence Based,Median,502.6,Pounds (GBP)
S12000050,North Lanarkshire,Local Authority,2018,Male,Part Time,Workplace Based,Mean,204.1,Pounds (GBP)
S12000020,Moray,Local Authority,2006,Male,All Patterns,Residence Based,Median,411.5,Pounds (GBP)
