FeatureCode,DateCode,Measurement,Units,Value,Business Demography
S12000028,2009,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000014,2010,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000047,2010,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000010,2010,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000011,2010,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000018,2010,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000019,2010,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000017,2010,Ratio,"De-Registrations Per 10,000 Adults",40,De-Registrations
S12000005,2010,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000006,2010,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000036,2010,Ratio,"De-Registrations Per 10,000 Adults",44,De-Registrations
S12000008,2010,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000045,2010,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000042,2010,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000008,2009,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000042,2009,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000010,2009,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000045,2009,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000005,2009,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000036,2009,Ratio,"De-Registrations Per 10,000 Adults",44,De-Registrations
S12000006,2009,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000018,2009,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000017,2009,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000019,2009,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000014,2009,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000011,2009,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000047,2009,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000020,2009,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000013,2009,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000039,2008,Ratio,"De-Registrations Per 10,000 Adults",17,De-Registrations
S12000023,2009,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000048,2009,Ratio,"De-Registrations Per 10,000 Adults",40,De-Registrations
S12000021,2009,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000041,2009,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000034,2009,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000035,2009,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S92000003,2009,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000040,2008,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000033,2009,Ratio,"De-Registrations Per 10,000 Adults",40,De-Registrations
S12000011,2011,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000014,2011,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000045,2011,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000010,2011,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000017,2011,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000018,2011,Ratio,"De-Registrations Per 10,000 Adults",18,De-Registrations
S12000047,2011,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000036,2011,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000005,2011,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000035,2011,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000042,2011,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000008,2011,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000006,2011,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000018,2008,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000017,2008,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000019,2008,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000014,2008,Ratio,"De-Registrations Per 10,000 Adults",21,De-Registrations
S12000011,2008,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000047,2008,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000026,2007,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000027,2007,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000019,2011,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000013,2008,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000020,2008,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000021,2008,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000020,2010,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000013,2010,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000048,2008,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000023,2008,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000023,2010,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000048,2010,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000021,2010,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000029,2008,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000028,2008,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000030,2008,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000026,2008,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000038,2008,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000027,2008,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000040,2010,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S92000003,2011,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000039,2010,Ratio,"De-Registrations Per 10,000 Adults",22,De-Registrations
S12000034,2011,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000041,2011,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000033,2011,Ratio,"De-Registrations Per 10,000 Adults",40,De-Registrations
S12000026,2010,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000027,2010,Ratio,"De-Registrations Per 10,000 Adults",19,De-Registrations
S12000038,2010,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000029,2010,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000030,2010,Ratio,"De-Registrations Per 10,000 Adults",46,De-Registrations
S12000028,2010,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000013,2017,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000021,2017,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000019,2017,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000020,2017,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000048,2017,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000038,2017,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000023,2017,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000011,2017,Ratio,"De-Registrations Per 10,000 Adults",44,De-Registrations
S12000014,2017,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000010,2017,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000017,2017,Ratio,"De-Registrations Per 10,000 Adults",47,De-Registrations
S12000018,2017,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000047,2017,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000050,2005,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000050,2006,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000040,2017,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000050,2004,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000050,2008,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000050,2009,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000050,2007,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000027,2017,Ratio,"De-Registrations Per 10,000 Adults",48,De-Registrations
S12000028,2017,Ratio,"De-Registrations Per 10,000 Adults",45,De-Registrations
S12000026,2017,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000030,2017,Ratio,"De-Registrations Per 10,000 Adults",57,De-Registrations
S12000039,2017,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000029,2017,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000027,2017,Ratio,"Registrations Per 10,000 Adults",48,Registrations
S12000028,2017,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000038,2017,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000026,2017,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000030,2017,Ratio,"Registrations Per 10,000 Adults",48,Registrations
S12000039,2017,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000029,2017,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000020,2017,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000013,2017,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000019,2017,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000023,2017,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000048,2017,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000021,2017,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000005,2017,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000006,2017,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000036,2017,Ratio,"De-Registrations Per 10,000 Adults",57,De-Registrations
S12000008,2017,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000045,2017,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000042,2017,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S92000003,2017,Ratio,"De-Registrations Per 10,000 Adults",45,De-Registrations
S12000033,2017,Ratio,"De-Registrations Per 10,000 Adults",84,De-Registrations
S12000040,2017,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000041,2017,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000035,2017,Ratio,"De-Registrations Per 10,000 Adults",43,De-Registrations
S12000034,2017,Ratio,"De-Registrations Per 10,000 Adults",56,De-Registrations
S12000049,2015,Ratio,"Registrations Per 10,000 Adults",63,Registrations
S12000049,2016,Ratio,"Registrations Per 10,000 Adults",64,Registrations
S12000049,2013,Ratio,"Registrations Per 10,000 Adults",57,Registrations
S12000049,2014,Ratio,"Registrations Per 10,000 Adults",57,Registrations
S12000049,2005,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000049,2006,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000049,2004,Ratio,"De-Registrations Per 10,000 Adults",46,De-Registrations
S12000049,2008,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000049,2009,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000049,2007,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000049,2011,Ratio,"Registrations Per 10,000 Adults",45,Registrations
S12000049,2012,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000049,2010,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000049,2014,Ratio,"De-Registrations Per 10,000 Adults",47,De-Registrations
S12000049,2015,Ratio,"De-Registrations Per 10,000 Adults",53,De-Registrations
S12000049,2013,Ratio,"De-Registrations Per 10,000 Adults",43,De-Registrations
S12000049,2017,Ratio,"Registrations Per 10,000 Adults",59,Registrations
S12000049,2017,Ratio,"De-Registrations Per 10,000 Adults",56,De-Registrations
S12000049,2016,Ratio,"De-Registrations Per 10,000 Adults",55,De-Registrations
S12000049,2008,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000049,2009,Ratio,"De-Registrations Per 10,000 Adults",46,De-Registrations
S12000049,2007,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000049,2011,Ratio,"De-Registrations Per 10,000 Adults",42,De-Registrations
S12000049,2012,Ratio,"De-Registrations Per 10,000 Adults",53,De-Registrations
S12000049,2010,Ratio,"De-Registrations Per 10,000 Adults",46,De-Registrations
S12000050,2005,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000050,2006,Ratio,"De-Registrations Per 10,000 Adults",21,De-Registrations
S12000050,2016,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000050,2004,Ratio,"De-Registrations Per 10,000 Adults",25,De-Registrations
S12000050,2008,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000050,2009,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000050,2007,Ratio,"De-Registrations Per 10,000 Adults",19,De-Registrations
S12000050,2011,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000050,2012,Ratio,"Registrations Per 10,000 Adults",31,Registrations
S12000050,2010,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000050,2014,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000050,2015,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000050,2013,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000050,2017,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000050,2017,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000050,2016,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000049,2005,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000049,2006,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000049,2004,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000050,2011,Ratio,"De-Registrations Per 10,000 Adults",23,De-Registrations
S12000050,2012,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000050,2010,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000050,2014,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000050,2015,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000050,2013,Ratio,"De-Registrations Per 10,000 Adults",26,De-Registrations
S12000010,2015,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000011,2015,Ratio,"De-Registrations Per 10,000 Adults",44,De-Registrations
S12000008,2015,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000045,2015,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000047,2015,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000017,2015,Ratio,"De-Registrations Per 10,000 Adults",45,De-Registrations
S12000014,2015,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000035,2015,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000036,2015,Ratio,"De-Registrations Per 10,000 Adults",54,De-Registrations
S12000041,2015,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000006,2015,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000042,2015,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000005,2015,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000026,2015,Ratio,"De-Registrations Per 10,000 Adults",40,De-Registrations
S12000027,2015,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000048,2015,Ratio,"De-Registrations Per 10,000 Adults",40,De-Registrations
S12000038,2015,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000029,2015,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000030,2015,Ratio,"De-Registrations Per 10,000 Adults",46,De-Registrations
S12000028,2015,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000019,2015,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000020,2015,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000018,2015,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000021,2015,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000023,2015,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000013,2015,Ratio,"De-Registrations Per 10,000 Adults",44,De-Registrations
S12000019,2014,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000020,2014,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000017,2014,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000018,2014,Ratio,"De-Registrations Per 10,000 Adults",24,De-Registrations
S12000021,2014,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000023,2014,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000013,2014,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000045,2014,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000010,2014,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000008,2014,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000014,2014,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000047,2014,Ratio,"De-Registrations Per 10,000 Adults",28,De-Registrations
S12000011,2014,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000039,2014,Ratio,"De-Registrations Per 10,000 Adults",27,De-Registrations
S12000040,2014,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000030,2014,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000033,2015,Ratio,"De-Registrations Per 10,000 Adults",63,De-Registrations
S12000034,2015,Ratio,"De-Registrations Per 10,000 Adults",48,De-Registrations
S92000003,2015,Ratio,"De-Registrations Per 10,000 Adults",41,De-Registrations
S12000038,2014,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000026,2014,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000048,2014,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000028,2014,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000029,2014,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000027,2014,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S92000003,2017,Ratio,"Registrations Per 10,000 Adults",48,Registrations
S12000033,2017,Ratio,"Registrations Per 10,000 Adults",100,Registrations
S12000039,2016,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000040,2016,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000041,2017,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000035,2017,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000034,2017,Ratio,"Registrations Per 10,000 Adults",53,Registrations
S12000026,2016,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000027,2016,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000038,2016,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000029,2016,Ratio,"De-Registrations Per 10,000 Adults",38,De-Registrations
S12000030,2016,Ratio,"De-Registrations Per 10,000 Adults",45,De-Registrations
S12000028,2016,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000011,2017,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000014,2017,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000010,2017,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000017,2017,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000018,2017,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000047,2017,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000005,2017,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000006,2017,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000036,2017,Ratio,"Registrations Per 10,000 Adults",61,Registrations
S12000008,2017,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000045,2017,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000042,2017,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000005,2016,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000006,2016,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000035,2016,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000036,2016,Ratio,"De-Registrations Per 10,000 Adults",52,De-Registrations
S12000008,2016,Ratio,"De-Registrations Per 10,000 Adults",29,De-Registrations
S12000045,2016,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000042,2016,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000040,2015,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S92000003,2016,Ratio,"De-Registrations Per 10,000 Adults",42,De-Registrations
S12000039,2015,Ratio,"De-Registrations Per 10,000 Adults",30,De-Registrations
S12000034,2016,Ratio,"De-Registrations Per 10,000 Adults",57,De-Registrations
S12000041,2016,Ratio,"De-Registrations Per 10,000 Adults",39,De-Registrations
S12000033,2016,Ratio,"De-Registrations Per 10,000 Adults",77,De-Registrations
S12000020,2016,Ratio,"De-Registrations Per 10,000 Adults",35,De-Registrations
S12000013,2016,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000019,2016,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000023,2016,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000048,2016,Ratio,"De-Registrations Per 10,000 Adults",36,De-Registrations
S12000021,2016,Ratio,"De-Registrations Per 10,000 Adults",31,De-Registrations
S12000011,2016,Ratio,"De-Registrations Per 10,000 Adults",37,De-Registrations
S12000014,2016,Ratio,"De-Registrations Per 10,000 Adults",34,De-Registrations
S12000010,2016,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000017,2016,Ratio,"De-Registrations Per 10,000 Adults",47,De-Registrations
S12000018,2016,Ratio,"De-Registrations Per 10,000 Adults",32,De-Registrations
S12000047,2016,Ratio,"De-Registrations Per 10,000 Adults",33,De-Registrations
S12000019,2009,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000018,2009,Ratio,"Registrations Per 10,000 Adults",24,Registrations
S12000020,2009,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000047,2009,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000017,2009,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000023,2009,Ratio,"Registrations Per 10,000 Adults",38,Registrations
S12000048,2009,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000013,2009,Ratio,"Registrations Per 10,000 Adults",26,Registrations
S12000021,2009,Ratio,"Registrations Per 10,000 Adults",23,Registrations
S12000042,2009,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000008,2009,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000005,2009,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000006,2009,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000011,2009,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000014,2009,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000045,2009,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000010,2009,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000034,2010,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000041,2010,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S92000003,2010,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000033,2010,Ratio,"Registrations Per 10,000 Adults",55,Registrations
S12000005,2010,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000006,2010,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000035,2010,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000036,2010,Ratio,"Registrations Per 10,000 Adults",52,Registrations
S12000027,2009,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000028,2009,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000038,2009,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000026,2009,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000039,2009,Ratio,"Registrations Per 10,000 Adults",22,Registrations
S12000040,2009,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000029,2009,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000030,2009,Ratio,"Registrations Per 10,000 Adults",42,Registrations
S12000017,2008,Ratio,"Registrations Per 10,000 Adults",46,Registrations
S12000047,2008,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000018,2008,Ratio,"Registrations Per 10,000 Adults",26,Registrations
S12000011,2008,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000014,2008,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000013,2008,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000021,2008,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000019,2008,Ratio,"Registrations Per 10,000 Adults",25,Registrations
S12000020,2008,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000005,2008,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000006,2008,Ratio,"Registrations Per 10,000 Adults",30,Registrations
S12000035,2008,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000036,2008,Ratio,"Registrations Per 10,000 Adults",47,Registrations
S12000045,2008,Ratio,"Registrations Per 10,000 Adults",36,Registrations
S12000010,2008,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000042,2008,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000008,2008,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S92000003,2009,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000033,2009,Ratio,"Registrations Per 10,000 Adults",43,Registrations
S12000039,2008,Ratio,"Registrations Per 10,000 Adults",24,Registrations
S12000040,2008,Ratio,"Registrations Per 10,000 Adults",37,Registrations
S12000035,2009,Ratio,"Registrations Per 10,000 Adults",33,Registrations
S12000036,2009,Ratio,"Registrations Per 10,000 Adults",44,Registrations
S12000034,2009,Ratio,"Registrations Per 10,000 Adults",41,Registrations
S12000041,2009,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000038,2008,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000026,2008,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000023,2008,Ratio,"Registrations Per 10,000 Adults",32,Registrations
S12000048,2008,Ratio,"Registrations Per 10,000 Adults",40,Registrations
S12000029,2008,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000030,2008,Ratio,"Registrations Per 10,000 Adults",55,Registrations
S12000027,2008,Ratio,"Registrations Per 10,000 Adults",28,Registrations
S12000028,2008,Ratio,"Registrations Per 10,000 Adults",34,Registrations
S12000021,2011,Ratio,"Registrations Per 10,000 Adults",27,Registrations
S12000013,2011,Ratio,"Registrations Per 10,000 Adults",35,Registrations
S12000023,2011,Ratio,"Registrations Per 10,000 Adults",39,Registrations
S12000019,2011,Ratio,"Registrations Per 10,000 Adults",29,Registrations
S12000020,2011,Ratio,"Registrations Per 10,000 Adults",27,Registrations
